NC1=CC(F)=CC=C1NC(=O)C1=CC=C(CNC(=O)\C=C\C2=CC=CN=C2)C=C1	chidamide	pIC50=7.0222764	pIC50=7.0222764	pIC50=7.0222764
[H][C@]12CC(=O)N[C@]([H])(C(C)C)C(=O)N[C@]([H])(CSSCC\C=C\1)C(=O)N\C(=C/C)C(=O)N[C@@]([H])(C(C)C)C(=O)O2	romidepsin	pIC50=6.55
Oc1ccc(CC(=O)C(=O)NCCS)cc1Br	CHEMBL2047675	pIC50=6.4
CC(C)C1=Nc2cc(\C=C\C(=O)NO)ccc2C(=O)N1CCc3ccccc3	CHEMBL2425964	pIC50=6.41
CCCC(CCC)C(=O)N[C@H](COc1ccc(\C=C\C(=O)NO)cc1OC)Cc2c[nH]c3ccccc23	CHEMBL2336043	pIC50=6.41
CCCCCCc1nc2cc(\C=C\C(=O)NO)ccn2c1NCCC(=O)NC	CHEMBL3689796	pIC50=6.41
CCSC(=S)SCC(=O)c1cccc(NC(=O)c2cccnc2)c1	CHEMBL519134	pIC50=6.41
CN(C)CCOc1ccc(cc1)c2nc(cs2)[C@H](CCCCNS(=O)(=O)N)NC(=O)OCc3ccccc3	CHEMBL494526	pIC50=6.41
CNC(=O)CCCCC[C@H](NC(=O)c1cncs1)c2ncc([nH]2)c3ccc4cc(OC)ncc4c3	CHEMBL3808977	pIC50=6.41
COc1ccc(Cl)cc1C2(CC2)Nc3ncc(cn3)C(=O)NO	CHEMBL3656008	pIC50=6.41
FC(F)(F)c1ccc(CNC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)cc1	CHEMBL3356933	pIC50=6.41
Nc1ccccc1NC(=O)c2ccc(CNC3=NC[C@@H](O3)c4ccccc4)cc2	CHEMBL3605503	pIC50=6.41
ONC(=O)CCCCCN(CCCc1ccccc1)C(=O)NC(=O)c2ccccc2	CHEMBL1083742	pIC50=6.41
ONC(=O)\C=C\c1ccc2CN(Cc2c1)C(=O)C3CCCCC3	CHEMBL1808621	pIC50=6.41
ONC(=O)c1ccc(CNC(=O)c2[nH]c(cc2c3ccc(F)cc3)c4ccc(F)cc4)cc1	CHEMBL3670670	pIC50=6.41
CCCCCCc1nc2cc(\C=C\C(=O)NO)ccn2c1NCCC(=O)NCC	CHEMBL3689789	pIC50=6.42
CN1C(CCc2ccccc2)Nc3ccc(\C=C\C(=O)NO)cc13	CHEMBL3648296	pIC50=6.42
CN1CCC(CC1)C(=O)N[C@@H](CCCCCC(=O)C)c2ncc([nH]2)c3ccc(F)cc3	CHEMBL486149	pIC50=6.42
CO\N=C(/Cc1ccc(O)c(Br)c1)\C(=O)NCCSSCCNC(=O)\C(=N\OC)\Cc2ccc(O)c(Br)c2	CHEMBL2047544	pIC50=6.42
COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](Nc4cccc(NC(=O)CCCCCC(=O)NO)c4)c5cc6OCOc6cc25	CHEMBL2442789	pIC50=6.42
COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](Nc4cccc(OCCCC(=O)NO)c4)c5cc6OCOc6cc25	CHEMBL2442792	pIC50=6.42
COc1ccc(cc1)c2cc([nH]c2C(=O)NCc3ccc(cc3)C(=O)Nc4ccccc4N)c5ccccc5	CHEMBL3670666	pIC50=6.42
COc1ccc(cc1)c2cc([nH]c2C(=O)Nc3cccc(CC(=O)NO)c3)c4ccccc4	CHEMBL3670664	pIC50=6.42
COc1ccccc1CNc2ncc(cn2)C(=O)NO	CHEMBL3655928	pIC50=6.42
Nc1ccccc1NC(=O)c2ccc(CSC3=N[C@H](CN3)c4ccccc4)cc2	CHEMBL3605416	pIC50=6.42
OCCCn1c(nc2cc(\C=C\C(=O)NO)ccc12)c3ccccn3	CHEMBL3648263	pIC50=6.42
ONC(=O)CCCCCCc1onc(n1)c2ccccc2	CHEMBL3585958	pIC50=6.42
ONC(=O)Cc1ccc(CCCCc2ccc3[nH]ccc3c2)cc1	CHEMBL3698521	pIC50=6.42
ONC(=O)\C=C\c1ccc2CN(Cc2c1)C(=O)c3cccnc3	CHEMBL1808623	pIC50=6.42
CC1=C(C)C(=O)C(=C(C)C1=O)CONC(=O)CCCCCCC(=O)Nc2ccccc2	CHEMBL3577298	pIC50=6.43
CCN(CC1CCOC1)Cc2c(nc3cc(\C=C\C(=O)NO)ccn23)C(C)(C)C	CHEMBL3689853	pIC50=6.43
CCNC(=O)SCC(=O)c1ccc(OC)cc1	CHEMBL471044	pIC50=6.43
CCc1c2CN3C(=O)C4=C(C=C3c2nc5ccc(OCc6cn(CCCCCCCC(=O)NO)nn6)cc15)[C@@](O)(CC)C(=O)OC4	CHEMBL2386909	pIC50=6.43
CCn1c(CCNCc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL3648295	pIC50=6.43
CN(C)CCCNC(=O)c1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4nc(NC(=O)CCCNC(=O)c5cc(NC(=O)c6cc(NC(=O)c7cc(NC(=O)c8nc(NC(=O)CCNC(=O)CCNC(=O)c9ccc(NC(=O)CCCCCCC(=O)NO)cc9)cn8C)cn7C)cn6C)cn5C)cn4C)cn3C)cn2C)cn1C	CHEMBL2396901	pIC50=6.43
COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](Nc4ccccc4OCCCCC(=O)NO)c5cc6OCOc6cc25	CHEMBL2442796	pIC50=6.43
Nc1ccccc1NC(=O)CCCCCCC(=O)Nc2ccc3NC(=O)\C(=C/c4ccc[nH]4)\c3c2	CHEMBL3621298	pIC50=6.43
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@@H](CS3)c4ccccc4)cc2	CHEMBL2407718	pIC50=6.43
ONC(=O)CCCCc1ccn(Cc2ccc(cc2)N3CCOCC3)n1	CHEMBL3335294	pIC50=6.43
ONC(=O)\C=C\c1ccc2c(c1)ncn2Cc3ccccc3	CHEMBL3648270	pIC50=6.43
CCCCCCc1nc2cc(\C=C\C(=O)NO)ccn2c1NCCC(=O)N(CCOC)C(C)C	CHEMBL3689798	pIC50=6.44
Cc1onc(C)c1c2cccc(NC(=O)CCCCCC(=O)NO)c2	CHEMBL3818246	pIC50=6.44
Nc1ccc(cc1)c2onc(c2)C(=O)NCCCCC(=O)NO	CHEMBL468841	pIC50=6.44
ONC(=O)CCCCc1nccn1Cc2cccc(c2)c3ccccc3	CHEMBL3335281	pIC50=6.44
ONC(=O)c1cnc(NCc2c(Cl)cccc2Cl)nc1	CHEMBL3655931	pIC50=6.44
Oc1ccc(cc1NC(=O)c2ccc(CNCCOc3ccccc3)cc2)c4ccccc4	CHEMBL3664110	pIC50=6.44
CC(C)(C)OC(=O)N1CCN(C[C@@H]1Cc2ccccc2)c3ccc(cn3)C(=O)Nc4ccccc4N	CHEMBL236901	pIC50=6.45
CN1C(CCc2ccccc2)Nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL3648272	pIC50=6.45
Cl.ONC(=O)\C=C\c1ccc(OC[C@H](Cc2c[nH]c3ccccc23)NCc4ccc(Cl)cc4)cc1	CHEMBL3233708	pIC50=6.45
Nc1ccccc1NC(=O)c2cnc3c(C4CC4)c(ccc3c2)N5CCNCC5	CHEMBL3664023	pIC50=6.45
ONC(=O)CCCCCN(Cc1ccccc1)C(=O)NC(=O)c2ccccc2	CHEMBL1083128	pIC50=6.45
CC(C)CCN(C)Cc1c(nc2cc(\C=C\C(=O)NO)ccn12)C(C)(C)C	CHEMBL3689865	pIC50=6.46
CN(Cc1ccccc1)Cc2ccc(cc2)C(=O)Nc3cc(ccc3O)c4ccccc4	CHEMBL3664102	pIC50=6.46
COCCNc1c(CCc2ccccc2)nc3ccc(\C=C\C(=O)NO)cn13	CHEMBL3689765	pIC50=6.46
COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)Nc3nncs3)c4ncc([nH]4)c5ccc6ccccc6c5)c2c1	CHEMBL452733	pIC50=6.46
COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC=O)C(=O)NCCc3c([nH]c4ccccc34)c5ccccc5)c2c1	CHEMBL384463	pIC50=6.46
NS(=O)(=O)NCCCC[C@H](NC(=O)NCc1ccc(F)cc1)C(=O)Nc2nc(cs2)c3ccccc3	CHEMBL515764	pIC50=6.46
NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1cccc(Cl)c1)C(=O)Nc2nc(cs2)c3ccccc3	CHEMBL475203	pIC50=6.46
Nc1ccccc1NC(=O)c2ccc(CNC3=NC(=O)C(N3)c4ccccc4)cc2	CHEMBL2407736	pIC50=6.46
ONC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccc5ccccc5c4)c6ccc(O)cc6	CHEMBL3589701	pIC50=6.46
ONC(=O)CCCCCCc1onc(n1)c2cccc(c2)[N+](=O)[O-]	CHEMBL3585966	pIC50=6.46
ONC(=O)CCCCNC(=O)c1nc(sc1C2CCCCC2)c3nccs3	CHEMBL3287256	pIC50=6.46
ONC(=O)\C=C\c1ccc2CN(Cc2c1)C(=O)C3CCCC3	CHEMBL1808620	pIC50=6.46
ONC(=O)c1ccc(CNCc2cccc(Cl)c2)cc1	CHEMBL472663	pIC50=6.46
Oc1ccc(cc1NC(=O)c2nc3ccccc3s2)c4ccccc4	CHEMBL402397	pIC50=6.46
CC(C)(C)OC(=O)Nc1ccc(cc1)c2onc(c2)C(=O)NCCCCCCC(=O)NO	CHEMBL511749	pIC50=6.47
CC(C)c1sc(nc1C(=O)NCCCCC(=O)NO)c2nccs2	CHEMBL3287253	pIC50=6.47
CCCCCCCC(=O)SCC\C=C\[C@@H]1CC(=O)NCc2cc(ccn2)C3=N[C@@](C)(CS3)C(=O)N[C@@H](C(C)C)C(=O)O1	CHEMBL3593410	pIC50=6.47
CCCCCCCC(=O)SCC\C=C\[C@@H]1CC(=O)NCc2cccc(n2)C3=N[C@@](C)(CS3)C(=O)N[C@@H](C(C)C)C(=O)N1	CHEMBL3593412	pIC50=6.47
CCSC(=S)SCC(=O)c1ccc(s1)C(=O)NCc2ccccc2	CHEMBL482137	pIC50=6.47
CN(CCc1ccccc1)Cc2ccc(cc2)C(=O)Nc3cc(ccc3O)c4ccccc4	CHEMBL3664107	pIC50=6.47
CNC(=O)CCCCC[C@H](NC(=O)C12CCN(CC1)CC2)c3ncc([nH]3)c4ccc5ccccc5c4	CHEMBL3808986	pIC50=6.47
COc1cccc(Cn2ccc(CCCCC(=O)NO)n2)c1	CHEMBL3335303	pIC50=6.47
CSCC[C@@H]1NC(=O)C[C@@H]2OC(=O)C[C@@H](O)[C@@H](NC(=O)[C@@H](CSSCC\C=C\2)NC1=O)C(C)C	CHEMBL3126831	pIC50=6.47
Cc1cccc(c1)C(=O)NOCCCCCC(=O)NO	CHEMBL2312164	pIC50=6.47
ONC(=O)c1cnc(NC2(CCOCC2)c3cccc(F)c3)nc1	CHEMBL3656018	pIC50=6.47
CC(C)OC(=O)N[C@@H]1C[C@H](C)N(C(=O)C)c2ccc(cc12)c3ccc(NC(=O)CCCCCCC(=O)NO)cc3	CHEMBL3220922	pKd=6.48
CCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCN(C(C)C)C(C)C	CHEMBL1830423	pIC50=6.48
CCN(CC1CC1)Cc2c(nc3cc(\C=C\C(=O)NO)ccn23)C(C)(C)C	CHEMBL3689854	pIC50=6.48
CCSC(=S)SCC(=O)c1cccc(c1)C(=O)NCCOc2ccccc2	CHEMBL482272	pIC50=6.48
COc1cc2ncnc(Nc3ccc(cc3)C(=O)Nc4cc(F)ccc4N)c2cc1OCCCN5CCOCC5	CHEMBL3700343	pIC50=6.48
Nc1ccc(cc1)c2ccc(N)c(NC(=O)c3cccnc3)c2	CHEMBL257855	pIC50=6.48
OCCn1nc(cc1C(=O)NCCCCCCS)c2ccc(F)cc2	CHEMBL3758642	pIC50=6.48
ONC(=O)\C=C\c1cccc(OC[C@H](Cc2c[nH]c3ccccc23)NC(=O)c4ccc(Cl)cc4)c1	CHEMBL3233711	pIC50=6.48
ONC(=O)c1cc(CCCCC(=O)Nc2cnc3ccccc3c2)on1	CHEMBL511715	pIC50=6.48
ONC(=O)c1ccc(CNC(=O)c2[nH]c(cc2c3ccc(F)cc3)c4cccnc4)cc1	CHEMBL3670680	pIC50=6.48
ONC(=O)c1cnc(NCc2cnccn2)nc1	CHEMBL3655954	pIC50=6.48
ONC(=O)c1cnc(Nc2c(F)c(F)cc(F)c2F)nc1	CHEMBL3652236	pIC50=6.48
ONC(=O)c1cnc(Nc2ccc(c(c2)C(F)(F)F)[N+](=O)[O-])nc1	CHEMBL3652233	pIC50=6.48
SCCCCCCNC(=O)c1cc(n[nH]1)C2CCCCC2	CHEMBL3758451	pIC50=6.48
CC(C)[C@H]1CN(CCN1C(=O)OCc2ccccc2)c3ccc(cn3)C(=O)Nc4ccccc4N	CHEMBL237110	pIC50=6.49
CN1C2N(CCc3c2[nH]c4ccc(O)cc34)C(=O)c5cc(NCc6ccc(cc6)c7noc(CCCC(=O)NO)n7)ccc15	CHEMBL3577692	pIC50=6.49
Cc1ccc(Cn2ccc(CCCCC(=O)NO)n2)cc1	CHEMBL3335290	pIC50=6.49
Cc1ccc(Nc2nccc3ccc(NCc4ccc(cc4)C(=O)NO)cc23)cc1	CHEMBL3601777	pIC50=6.49
ONC(=O)c1cnc(NC2(Cc3ccccc3)CC2)nc1	CHEMBL3655986	pIC50=6.49
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)Cc4ccc(cc4)c5cn(CCCCCC(=O)NO)nn5)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O	CHEMBL3735805	pIC50=6.5
CNC(=O)CCCCC[C@H](NC(=O)c1cncs1)c2ncc([nH]2)c3ccc4ccccc4c3	CHEMBL3809034	pIC50=6.5
COCCNc1c(CCC(=O)O)nc2ccc(\C=C\C(=O)NO)cn12	CHEMBL3689770	pIC50=6.5
COc1ccc2[nH]c(cc2c1)C(=O)c3ccc(\C=C\C(=O)NO)cc3	CHEMBL396559	pIC50=6.5
C[C@@H](NC(=O)c1ccc(s1)C(=O)C(F)(F)F)c2ccccc2	CHEMBL507716	pIC50=6.5
Cc1cc(C)cc(c1)C(=O)NOCCCCCC(=O)NO	CHEMBL2312168	pIC50=6.5
Cc1ccc(cc1C)C(=O)NOCCCCCC(=O)NO	CHEMBL2312167	pIC50=6.5
Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)Oc3ccccc3)cc2)c4ccccc4	CHEMBL400044	pIC50=6.5
ONC(=O)CCCCc1ccn(Cc2ccccc2)n1	CHEMBL3335287	pIC50=6.5
ONC(=O)CCCCc1ccn(n1)c2ccccc2	CHEMBL3335288	pIC50=6.5
ONC(=O)c1cnc(NC2(CCOCC2)c3ccc(F)cc3)nc1	CHEMBL3656019	pIC50=6.5
CC(C)c1nc2cc(\C=C\C(=O)NO)ccc2n1CC(C)(C)CN(C)C	CHEMBL1830409	pIC50=6.51
CN(c1cccc(OCCCCC(=O)NO)c1)c2nc(C)nc3ccccc23	CHEMBL3774994	pIC50=6.51
COc1ccc(cc1OC)c2cc([nH]n2)C(=O)NCCCCCCS	CHEMBL3760115	pIC50=6.51
Cc1ccc(NC(=O)c2ccc(nc2)C(=O)Nc3ccccc3N)cc1Nc4ncc(s4)c5cccnc5	CHEMBL474046	pIC50=6.51
NC1=Nc2ncc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)NCCCCCCCCC(=O)Nc4cc(ccc4N)c5cccs5)C(=O)O)nc2C(=O)N1	CHEMBL3415974	pIC50=6.51
Nc1ccccc1NC(=O)c2ccc(cn2)C(=O)Nc3ccc4ncnc(Nc5cccc(c5)C#C)c4c3	CHEMBL3217998	pIC50=6.51
Nc1ccccc1NC(=O)c2ccc(nc2)N3CC4CC3CN4	CHEMBL237970	pIC50=6.51
ONC(=O)CCCNC(=O)\C(=N\O)\Cc1ccc(O)c(Br)c1	CHEMBL2047685	pIC50=6.51
ONC(=O)\C=C\c1ccc2c(c1)nc(CCc3ccccc3)n2CCCN4CCCC4	CHEMBL489330	pIC50=6.51
ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)n2ccc3cccnc23	CHEMBL3262727	pIC50=6.51
ONC(=O)\C=C\c1ccn2c(CNC3CC3)c(nc2c1)c4ccccc4	CHEMBL3689820	pIC50=6.51
Oc1ccc(cc1NC(=O)c2ccccn2)c3ccccc3	CHEMBL270360	pIC50=6.51
CC(=O)CCCCC[C@H](NC(=O)c1ccc2OCCOc2c1)c3ncc([nH]3)c4ccccc4	CHEMBL513881	pIC50=6.52
CC(C)[C@H]1CN(CCN1)c2ccc(cn2)C(=O)Nc3ccccc3N	CHEMBL237324	pIC50=6.52
CC(C)[C@H]1NC(=O)C[C@@H](C\C=C/CCC(=O)O)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H](C)NC1=O	CHEMBL3352823	pKi=6.52
CCCCCc1nc2cc(\C=C\C(=O)NO)ccn2c1NCCOC	CHEMBL3689777	pIC50=6.52
CCCCn1cnc2c(NCc3ccc(cc3)C(=O)Nc4ccccc4N)nc(N)nc12	CHEMBL255990	pIC50=6.52
CCCN(Cc1c(nc2cc(\C=C\C(=O)NO)ccn12)C(C)(C)C)C(C)C	CHEMBL3689859	pIC50=6.52
CCN1C(=O)N(Cc2ccc(cc2)C(=O)Nc3ccccc3N)C(=O)c4sccc14	CHEMBL241759	pIC50=6.52
CN(C)CCN1C(=O)N(Cc2ccc(cc2)C(=O)Nc3ccccc3N)C(=O)c4ccccc14	CHEMBL401448	pIC50=6.52
CN(Cc1nc2c(nc(nc2n1C3CCCC3)c4cnc(N)nc4)N5CCOCC5)c6ncc(cn6)C(=O)NO	CHEMBL3828164	pIC50=6.52
COc1ccc(NCc2ccc(cc2)C(=O)Nc3ccccc3O)cc1OC	CHEMBL235411	pIC50=6.52
COc1cccc(c1)C(=O)c2cc3cc(\C=C\C(=O)NO)ccc3[nH]2	CHEMBL244885	pIC50=6.52
Cc1cc(C)nc(NCc2ccc(cc2)C(=O)Nc3ccccc3N)n1	CHEMBL405714	pIC50=6.52
Cc1ccc(C#N)c(OCc2ccc(cc2)C(=O)Nc3ccccc3N)n1	CHEMBL403597	pIC50=6.52
Cc1ccc(cc1)S(=O)(=O)Nc2ccc(\C=C\C(=O)NO)cc2	CHEMBL317570	pIC50=6.52
Nc1ccccc1NC(=O)c2cc3ccc(cc3cn2)N4CCNCC4	CHEMBL3664031	pIC50=6.52
Nc1ccccc1NC(=O)c2ccc(CNc3ncc(s3)c4ccc(Cl)cc4)cc2	CHEMBL253911	pIC50=6.52
Nc1ccccc1NC(=O)c2ccc(CSc3ccccn3)cc2	CHEMBL255783	pIC50=6.52
Nc1ccccc1NC(=O)c2ccc(CSc3nc4ccccc4[nH]3)cc2	CHEMBL254110	pIC50=6.52
Nc1ccccc1NC(=O)c2ccc(cc2)c3oc(Cc4cccc5ccccc45)nn3	CHEMBL3314868	pIC50=6.52
Nc1ccccc1NC(=O)c2ccc(nc2)N3CCN[C@@H](Cc4ccccc4)C3	CHEMBL237325	pIC50=6.52
ONC(=O)C#Cc1ccc(NS(=O)(=O)c2ccc(cc2)c3ccccc3)cc1	CHEMBL3698507	pIC50=6.52
ONC(=O)CCCCc1ccc(NS(=O)(=O)c2ccccc2)cc1	CHEMBL3698495	pIC50=6.52
ONC(=O)\C=C\c1ccc(NS(=O)(=O)c2ccc(Cl)cc2Cl)cc1	CHEMBL95849	pIC50=6.52
ONC(=O)c1cc(CCCCC(=O)Nc2nc(cs2)c3ccccc3)on1	CHEMBL469134	pIC50=6.52
CCn1c(CN(Cc2ccccc2)Cc3ccccc3)nc4cc(\C=C\C(=O)NO)ccc14	CHEMBL3648294	pIC50=6.53
COc1cc(Cn2c(CCc3ccccc3)nc4cc(ccc24)C5CC5C(=O)NO)cc(OC)c1OC	CHEMBL3648284	pIC50=6.53
ONC(=O)CCCCc1ccn(Cc2ccc(F)cc2)n1	CHEMBL3335295	pIC50=6.53
SCCCCCCCC(=O)Nc1ccccc1	CHEMBL326433	pIC50=6.53
CC(=O)NCCCC[C@@H]1NC(=O)C[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc3cccc4ccccc34)NC(=O)[C@H](CCCCCC(=O)O)NC1=O	CHEMBL569447	pIC50=6.54
CC(C)CN1C(CCc2ccccc2)Nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL3648293	pIC50=6.54
CNC(=O)CCCCC[C@H](NC(=O)c1cncs1)c2ncc([nH]2)c3ccc4cc(ncc4c3)C(F)(F)F	CHEMBL3809530	pIC50=6.54
NC1=Nc2ncc(CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)NCCCCCCCC(=O)Nc4cc(ccc4N)c5cccs5)C(=O)O)nc2C(=O)N1	CHEMBL3415973	pIC50=6.54
NS(=O)(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)c2c[nH]c(n2)c3ccccc3	CHEMBL494138	pIC50=6.54
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@H](CO3)c4ccc(O)cc4)cc2	CHEMBL3605499	pIC50=6.54
OCC(O)Cn1c(CCc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL3645371	pIC50=6.54
ONC(=O)\C=C\c1ccc2c(c1)nc(CCc3ccccc3)n2Cc4cccnc4	CHEMBL3645375	pIC50=6.54
SCCCCCCC(=O)Nc1ccccc1	CHEMBL325676	pIC50=6.54
CN(C)c1cccc2c(cccc12)S(=O)(=O)Nc3ccc(\C=C\C(=O)NO)cc3	CHEMBL166496	pIC50=6.55
CN1CCC(C1)C(=O)N[C@@H](CCCCCC(=O)C)c2ncc([nH]2)c3ccccc3	CHEMBL469742	pIC50=6.55
Nc1ccccc1NC(=O)c2ccc(CNCc3onc(n3)c4ccccc4)cc2	CHEMBL3421737	pIC50=6.55
OC(=O)CCCCCCC(=O)Nc1ccc(cc1)C2=C(C3CC(C2O3)S(=O)(=O)Oc4ccc5ccccc5c4)c6ccc(O)cc6	CHEMBL3589368	pIC50=6.55
ONC(=O)c1cc2ccc(NC(c3ccccc3)c4ccccc4)cc2s1	CHEMBL245555	pIC50=6.55
Oc1ccc(cc1NC(=O)c2ccc(CN3CCCC3c4ccccn4)cc2)c5ccccc5	CHEMBL3664130	pIC50=6.55
CN1C2N(CCc3c2[nH]c4ccc(O)cc34)C(=O)c5cc(NC(=O)CCCCC(=O)NO)ccc15	CHEMBL3577699	pIC50=6.56
CC(=O)CCCCC[C@H](NS(=O)(=O)c1ccccc1C#N)c2ncc([nH]2)c3ccccc3	CHEMBL513756	pIC50=6.57
CCCN(CC)Cc1c(nc2cc(\C=C\C(=O)NO)ccn12)C(C)(C)C	CHEMBL3689839	pIC50=6.57
CCP(=O)(CC)Cc1cccc(c1)C(=O)Nc2cc(ccc2N)c3cccs3	CHEMBL469363	pIC50=6.57
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)Cc3ccc(cc3)c4cn(CCCCC(=O)NO)nn4)[C@](C)(C[C@@H](C)C5=NCCN6[C@H]([C@H]5C)[C@]1(C)OC6=O)OC	CHEMBL3734952	pIC50=6.57
CN(CCC(C)(C)C)Cc1c(nc2cc(\C=C\C(=O)NO)ccn12)C(C)(C)C	CHEMBL3689866	pIC50=6.57
CN(c1ccc(OCCCCCC(=O)NO)cc1)c2nc(C)nc3ccccc23	CHEMBL3775409	pIC50=6.57
CN1C(=O)C(NC(=O)CCCCCC(=O)NO)N=C(c2ccccc2)c3ccccc13	CHEMBL2408820	pIC50=6.57
Cc1cc(C)cc(Cn2cc(CCCCC(=O)NO)nn2)c1	CHEMBL2381738	pIC50=6.57
Cc1ccc(NC(=O)c2ccc(cc2)C(=O)Nc3ccccc3N)cc1Nc4ncc(cn4)c5cccnc5	CHEMBL475820	pIC50=6.57
Cc1onc(C)c1c2cc(NC(=O)CCCCCC(=O)NO)cc(c2)C(=O)c3ccccc3	CHEMBL3818026	pIC50=6.57
ONC(=O)\C=C\c1ccc2N(CCN3CCOCC3)C(CCc4ccccc4)Nc2c1	CHEMBL3645366	pIC50=6.57
ONC(=O)\C=C\c1ccc2c(c1)nc(CCc3ccccc3)n2CCN4CCOCC4	CHEMBL489709	pIC50=6.57
ONC(=O)c1ccc(OCC(=O)Nc2ccc3ccnc(Nc4ccc5ccccc5c4)c3c2)cc1	CHEMBL3601776	pIC50=6.57
CN(c1ccc(OCC(=O)NO)cc1)c2nc(C)nc3CCCc23	CHEMBL3775581	pIC50=6.58
COCCN(CCOC)c1nccc2ccc(NC(=O)CCCCCCC(=O)NO)cc12	CHEMBL3601339	pIC50=6.58
COc1ccccc1NC(=O)NCc2ccc(cc2)C(=O)NO	CHEMBL2179247	pIC50=6.58
ONC(=O)CCCCc1cnn(Cc2cccc(c2)c3ccccc3)c1	CHEMBL3335282	pIC50=6.58
ONC(=O)c1cnc(NC2(CCOCC2)c3cc(F)cc(F)c3)nc1	CHEMBL3656024	pIC50=6.58
ONC(=O)c1cnc(NCCc2ccccc2Cl)nc1	CHEMBL3655922	pIC50=6.58
ONC(=O)c1cnc(Nc2ccc(Cl)c(Cl)c2)nc1	CHEMBL3652226	pIC50=6.58
CCC(C)CN(CC)Cc1c(nc2cc(\C=C\C(=O)NO)ccn12)C(C)(C)C	CHEMBL3689845	pIC50=6.59
CCC(CC)NCc1c(nc2cc(\C=C\C(=O)NO)ccn12)c3ccccc3	CHEMBL3689900	pIC50=6.59
C[C@H]1CN([C@H](C)CN1C(=O)OCc2ccccc2)c3ccc(cn3)C(=O)Nc4ccccc4N	CHEMBL237109	pIC50=6.59
Cn1c(CCc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL522269	pIC50=6.59
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@H](CO3)c4cccnc4)cc2	CHEMBL3605500	pIC50=6.59
Oc1ccc(cc1NC(=O)c2ccc(CNCCNc3ccccc3)cc2)c4ccccc4	CHEMBL3664111	pIC50=6.59
CC(C)CN1CCN(C1=O)c2ccc(cc2)C(=O)NO	CHEMBL3335009	pIC50=6.6
CC(C)OC(=O)N[C@@H]1C[C@H](C)N(C(=O)C)c2ccc(NC(=O)CCCCCCC(=O)NO)cc12	CHEMBL3220923	pIC50=6.6
CCSC(=S)SCC(=O)c1ccc(CC(=O)Nc2ccc(OC)cc2)s1	CHEMBL479601	pIC50=6.6
CN1CCC(CC1)C(=O)N[C@@H](CCCCCC(=O)C)c2ncc([nH]2)c3ccccc3	CHEMBL519892	pIC50=6.6
CNC(=O)CCCCC[C@H](NC(=O)C12CCN(CC1)CC2)c3ncc([nH]3)c4cc5ccccc5nc4OC	CHEMBL3810162	pIC50=6.6
COCOC(C)(C)c1ccc(cn1)c2ccnc(NCc3ccc(cc3)C(=O)Nc4ccccc4N)n2	CHEMBL481795	pIC50=6.6
COc1cc(Cn2cc(CCCCC(=O)NO)nn2)cc(OC)c1	CHEMBL2381741	pIC50=6.6
COc1ccc(cc1)S(=O)(=O)N[C@@H](CCCCCC(=O)C)c2ncc([nH]2)c3ccccc3	CHEMBL469513	pIC50=6.6
COc1ccc(cc1OCCCCC(=O)NO)N(C)c2nc(C)nc3ccccc23	CHEMBL3775654	pIC50=6.6
