CC(OC(C)=O)C(=O)OCC[N+](C)(C)C	aclatonium
C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1	glycopyrronium bromide	pKi=9.25	pKi=9.25	pKi=9.25	pIC50=9.3	pIC50=9.8
CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C	fesoterodine	pKi=6.401	pKi=6.401	pKi=6.401
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1	hyoscyamine	pKi=9.3	pKi=9.3	pKi=9.3
[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(=O)C(CO)C1=CC=CC=C1)N2C	atropine	pKi=8.97	pKi=8.97	pKi=8.97	pIC50=8.43
CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=C1C=CC=C2)C(C)C	propantheline	pKi=9.5	pKi=9.5	pKi=9.5
O=C1CC[C@@](C2CCN(CC3=CC=CC=C3)CC2)(C(=O)N1)C1=CC=CC=C1	dexetimide	pKi=8.89999962	pKi=8.89999962	pKi=8.89999962
CC(C[N+](C)(C)C)OC(N)=O	bethanechol	pKi=4.0	pKi=4.0	pKi=4.0
CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC	gallamine	pKi=6.1481304	pKi=6.1481304	pKi=6.1481304
CC(C)N(CC[C@H](c1ccccc1)c2cc(C)ccc2O)C(C)C	tolterodine	pKi=8.57	pKi=8.57	pKi=8.57	pKi=8.4
O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1	solifenacin	pIC50=6.24	pIC50=6.24	pIC50=6.24
[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1	trospium
CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=C1C=CC=C2	methanthelinium
CN(C)C1(CNCCC2CCOCC2)COc3ccc(F)cc3OC1	CHEMBL392186	pKi=8.29
Brc1ccc(cc1)N(C2CCN(Cc3ccccc3)CC2)C(=O)c4ccccc4	CHEMBL85892	pKi=8.3
CC(C)NC(=O)c1ccc(CC2CCN(CC2)C3CCN(CC3)C(=O)c4ccc5[nH]ccc5c4)cc1	CHEMBL417369	pKi=8.3
CC(C)NC(=O)c1ccc(CC2CCN(CC2)C3CCN(CC3)C(=O)c4cccc5c(F)cc(F)cc45)cc1	CHEMBL51400	pKi=8.3
CCCS(=O)(=O)N1CCC(CC1)N2CCC(CC2)C3(CCCO3)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5	CHEMBL92569	pKi=8.3
COC1(CN2CCC1CC2)C#CC(O)(c3ccccc3)c4ccncc4	CHEMBL201933	pKi=8.3
CO[C@@]1(CN2CCC1CC2)C#CC(O)(c3cccc(F)c3)c4cccc(F)c4	CHEMBL383389	pKi=8.3
COc1ccc(cc1)[S+]([O-])c2ccc(cc2)C(N3CCN(CC3)C4CCCCC4)C(F)(F)F	CHEMBL70464	pKi=8.3
CN1CCC[C@H]1[C@H]2CSC(O2)(c3ccccc3)c4ccccc4	CHEMBL373515	pKi=8.31
[Br-].OC(C(=O)N[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c4cccs4)c5cccs5	CHEMBL3401651	pIC50=8.32
COc1ccc(c2OCOc12)S(=O)(=O)c3ccc(cc3)[C@H](C)N4CCN(C[C@H]4C)C5CCN(CC5)C(=O)c6ccccc6C	CHEMBL167839	pKi=8.33
O=C(O[C@H]1CN2CCC1CC2)N(Cc3ccsc3)c4ccccc4	CHEMBL1779034	pIC50=8.33
CN1CCC[C@@H]1c2oc(cc2)[C@@](O)(C3CCCCC3)c4ccccc4	CHEMBL571121	pKi=8.34
CCNCCCCC1CCN(CC(=O)N2c3ccccc3NC(=O)c4ccccc24)CC1	CHEMBL355874	pKi=8.35
CN(C)CCOc1cc(C)c2cc(NC(=O)COc3ccc(Cl)cc3Cl)ccc2n1	CHEMBL194837	pIC50=8.35
CN(C)[C@H]1CCCC[C@H]1N(C)CC(=O)N2c3ccccc3NC(=O)c4ccccc24.OC(=O)C(=O)O.OC(=O)C(=O)O	CHEMBL2021479	pKi=8.35
CN1CCC[C@@H]1[C@@H]2CS[C@](O2)(C3CCCCC3)c4ccccc4	CHEMBL219825	pKi=8.35
[Br-].CCCCCCC[N+]12CCC(CC1)[C@H](C2)OC(=O)C3(O)c4ccccc4c5ccccc35	CHEMBL563996	pIC50=8.35
C[C@H](N1CCN(C[C@H]1C)C2CCN(CC2)C(=O)c3ccccc3NC(=O)C)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5	CHEMBL166685	pKi=8.36
CN1CCC[C@H]1[C@H]2CS[C@@](O2)(C3CCCCC3)c4ccccc4	CHEMBL376255	pKi=8.37
COC(=O)CSc1ccc(CC2CCN(CC2)C3CCN(CC3)C(=O)c4cccc5ccc(F)cc45)cc1	CHEMBL12354	pKi=8.37
CN1CCC[C@@H]1[C@@H]2C[S+]([O-])[C@@](O2)(C3CCCCC3)c4ccccc4	CHEMBL493979	pKi=8.38
O[C@@](C1CCCC1)(C(=O)N[C@H]2CN3CCC2CC3)c4cccs4	CHEMBL3401643	pIC50=8.38
CN(C)[C@@H]1CCCC[C@H]1N(C)CC(=O)N2c3ccccc3NC(=O)c4ccccc24.OC(=O)C(=O)O.OC(=O)C(=O)O	CHEMBL2021476	pKi=8.4
COC1(CN2CCC1CC2)C#CC(O)(c3ccccc3)c4ccc(F)nc4	CHEMBL427013	pKi=8.4
Clc1cccc(CN2CCC3(CC2)CCN(CC3)C(=O)c4ccccc4)c1	CHEMBL1290183	pIC50=8.4
[Br-].C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](CC(CO)(c3ccccc3)c4ccccc4)C2	CHEMBL3084643	pKi=8.4
[Br-].C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](CC(O)(c3ccccc3)c4ccccc4)C2	CHEMBL3084658	pKi=8.4
[Br-].O=C(O[C@H]1C[N+]2(CCCc3ccccc3)CCC1CC2)N(Cc4ccccc4)c5ccccc5	CHEMBL1779049	pIC50=8.4
[Br-].O=C(O[C@H]1C[N+]2(CCOc3ccccc3)CCC1CC2)N(Cc4ccccc4)c5ccccc5	CHEMBL1779129	pIC50=8.41
CCC(=O)N1CCC(CC1)N2CCC(CC2)C(=C)c3ccc(cc3)S(=O)(=O)c4ccc(OC)cc4	CHEMBL305607	pKi=8.42
O=C(O[C@H]1CN2CCC1CC2)N(Cc3ccccc3)c4ccccc4	CHEMBL1777826	pIC50=8.43
Cc1nccn1CC#CCOc2ccon2	CHEMBL1162116	pKi=8.44
COc1ccc(cc1)[S+]([O-])c2ccc(cc2)C(=O)C3CCN(CC3)C4CCCCC4	CHEMBL2114067	pKi=8.45
CN(C)[C@@H]1CCCC[C@@H]1N(C)CC(=O)N2c3ccccc3NC(=O)c4ccccc24.OC(=O)C(=O)O.OC(=O)C(=O)O	CHEMBL2021478	pKi=8.46
Cl.CCCCCCSc1nccnc1O[C@H]2CN3CCC2C3	CHEMBL542622	pKi=8.47
[I-].C[N+]1(C)CCC[C@@H]1[C@@H]2CSC(O2)(c3ccccc3)c4ccccc4	CHEMBL375851	pKi=8.47
CC(C)OC(=O)N1CCC(CC1)N2CCC(CC2)Oc3ccc(cc3)S(=O)(=O)c4ccc5OCOc5c4	CHEMBL169876	pKi=8.5
CN1CCC=C(C1)c2nsnc2OCCCCCCCCCOc3nsnc3C4=CCCN(C)C4	CHEMBL143469	pKi=8.5
COC1(CN2CCC1CC2)C#CC(O)(C3CCCC3)c4ccccc4	CHEMBL200432	pKi=8.5
COC1(CN2CCC1CC2)C#CC(O)(c3ccccc3)c4cccnc4F	CHEMBL382213	pKi=8.5
CO[C@@]1(CN2CCC1CC2)C#C[C@@](O)(C3CCCCCCC3)c4ccccc4	CHEMBL264676	pKi=8.5
Cc1nc(cs1)C(=O)N2CCOC3(CCN(Cc4ccc(Cl)cc4)CC3)C2	CHEMBL1289545	pIC50=8.5
Cc1nc(cs1)C(=O)N2CCOC3(CCN(Cc4ccccc4Cl)CC3)C2	CHEMBL1289654	pIC50=8.5
[Br-].O=C(O[C@H]1C[N+]2(CCCc3cccs3)CCC1CC2)N(Cc4cccs4)c5ccccc5	CHEMBL1777827	pIC50=8.5
[I-].CC(C)OC(=O)c1ccc(NC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]3CCC[N+](C)(Cc4cccc(O)c4)C3)cc1	CHEMBL540359	pKi=8.5
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)C(=O)C3CCN(CC3)C4CCCCC4	CHEMBL71531	pKi=8.51
COc1c2OCOc2ccc1S(=O)(=O)c3ccc(cc3)[C@H](C)N4CCN(C[C@H]4C)C5CCN(CC5)C(=O)c6ccccc6C	CHEMBL167838	pKi=8.52
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)C(=C)C3CCN(CC3)C4CCN(CC4)C(=O)Cc5ccccc5	CHEMBL72787	pKi=8.52
CCOC(=O)N1CCC(CC1)N2CCC(CC2)C(=O)c3ccc(cc3)S(=O)(=O)c4ccc(OC)cc4	CHEMBL92110	pKi=8.54
O=C(O[C@H]1CN2CCC1CC2)C3c4ccccc4Oc5ccccc35	CHEMBL549577	pIC50=8.55
[I-].C[N+](C)(C)C[C@H]1COCC(O1)(c2ccccc2)c3ccccc3	CHEMBL2042405	pKi=8.55
CN1CCC[C@@H]1[C@@H]2CSC(O2)(c3ccccc3)c4ccccc4	CHEMBL375073	pKi=8.56
CN1CCC[C@H]1[C@H]2CS[C@](O2)(C3CCCCC3)c4ccccc4	CHEMBL385328	pKi=8.56
CC(C)NC(=O)c1ccc(cc1)C2(OCCO2)C3CCN(CC3)C4CCN(CC4)C(=O)c5cccc(C)c5N	CHEMBL422763	pKi=8.57
CC(C)[S+]([O-])c1ccc(cc1)C(=C2CCN(CC2)C3CCN(CC3)C(=O)c4ccc(F)c5ccccc45)C	CHEMBL150624	pKi=8.57
CCOC(=O)CSc1ccc(CC2CCN(CC2)C3CCN(CC3)C(=O)c4cccc5cc(OCC)ccc45)cc1	CHEMBL418530	pKi=8.57
CC(C)(CCC(C(=O)N)(c1ccccc1)c2ccccc2)N3CCC(CC3)Oc4ccccc4	CHEMBL1910849	pKi=8.59
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)[C@H](C)N3CCN(C[C@H]3C)C4CCN(CC4)C(=O)c5ccccc5C	CHEMBL167629	pKi=8.59
CCNC(=O)N1CCC(CC1)N2CCN([C@@H](C)c3ccc(cc3)S(=O)(=O)c4ccc5OCOc5c4)[C@H](C)C2	CHEMBL163887	pKi=8.6
CO[C@@]1(CN2CCC1CC2)C#C[C@@](O)(C3CCCCCC3)c4ccccc4	CHEMBL409151	pKi=8.6
COc1nsnc1OCCOCCOCCOCCOCCOc2nsnc2C3=CCCN(C)C3	CHEMBL386983	pKi=8.6
Cc1cccc(CN2CCC3(CC2)CCN(CC3)C(=O)c4ccccc4)c1	CHEMBL1290184	pIC50=8.6
[Br-].C[N+]1(C)CCC[C@@H](C1)OC(=O)C(O)(c2ccccc2)c3ccccc3	CHEMBL3289391	pKi=8.6
CC(C)NC(=O)c1ccc(cc1)C2(OCCO2)C3CCN(CC3)C4CCN(CC4)C(=O)c5ccc(F)c6ccccc56	CHEMBL51096	pKi=8.62
CN(C)C1(CNCCC2CCCC2)COc3ccccc3OC1	CHEMBL394254	pKi=8.62
C[N+]1(CCOc2ccccc2)CC[C@H](C1)N3CC(NC3=O)(c4ccccc4)c5ccccc5	CHEMBL387546	pKi=8.62
[I-].C[N+]1(C)CCC[C@@H]1c2oc(cc2)[C@@](O)(C3CCCCC3)c4ccccc4	CHEMBL569307	pKi=8.63
[Br-].CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3	CHEMBL1464005	pIC50=8.65
[Br-].OC1(C(=O)O[C@H]2C[N+]3(CCc4ccccc4)CCC2CC3)c5ccccc5c6ccccc16	CHEMBL562655	pIC50=8.65
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)C(=C)C3CCN(CC3)C4CCN(CC4)C(=O)C(C)C	CHEMBL70848	pKi=8.66
CC(C)NC(=O)c1ccc(CC2CCN(CC2)C3CCN(CC3)C(=O)c4ccc(F)c5ccccc45)cc1	CHEMBL51459	pKi=8.68
[Br-].CC1(C(=O)O[C@H]2C[N+]3(CCCOc4ccccc4)CCC2CC3)c5ccccc5c6ccccc16	CHEMBL559931	pIC50=8.68
CCS(=O)(=O)N1CCC(CC1)N2CCC(CC2)Oc3ccc(cc3)S(=O)(=O)c4ccc5OCOc5c4	CHEMBL355169	pKi=8.7
CN(C)C1(CNCCC2CCCCCC2)COc3ccccc3OC1	CHEMBL234439	pKi=8.7
COC1(CN2CCC1CC2)C#CC(O)(c3ccccc3)c4cncnc4	CHEMBL203249	pKi=8.7
CO[C@@]1(CN2CCC1CC2)C#CC(O)(C3CCCCC3)c4ccccc4	CHEMBL200693	pKi=8.7
O=C1NC(CN1C2CCCN(Cc3ccccc3)CC2)(c4ccccc4)c5ccccc5	CHEMBL222387	pKi=8.7
CC(C)NC(=O)c1ccc(cc1)C2(OCCO2)C3CCN(CC3)C4CCN(CC4)C(=O)c5cccc(N)c5C	CHEMBL51510	pKi=8.72
CN(C)C1(CNCCC2CCC(O)CC2)COc3ccccc3OC1	CHEMBL391977	pKi=8.72
CCOC(=O)N1CCC(CC1)N2CCC(CC2)C3(O[C@@H](C)[C@H](C)O3)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5	CHEMBL328093	pKi=8.74
[Br-].O=C(O[C@H]1C[N+]2(CCc3ccccc3)CCC1CC2)C4c5ccccc5Oc6ccccc46	CHEMBL559106	pIC50=8.74
CCCCCCCCCCCCCCCC(=O)OC[C@H](NC(=O)CNC(=O)CCCCCCCCCCCCC)C(=O)OCc1ccccc1	CHEMBL112297	pKd=8.75
CN(C)C1(CNCCC2CCC(CO)CC2)COc3ccccc3OC1	CHEMBL234258	pKi=8.75
C[C@H](N1CCN(C[C@H]1C)C2CCN(CC2)C(=O)c3ccccc3C)c4ccc(cc4)S(=O)(=O)c5cccc(c5)C(F)(F)F	CHEMBL354461	pKi=8.75
O=C(O[C@H]1CN2CCC1CC2)N(Cc3cccs3)c4ccccc4	CHEMBL1779033	pIC50=8.75
CN1CCC=C(C1)c2nsnc2OCCCCCCCCCC3CCN(CCCN4C(=O)CCc5ccccc45)CC3	CHEMBL3354069	pKi=8.77
OC(C(=O)N[C@H]1CN2CCC1CC2)(c3cccs3)c4cccs4	CHEMBL3401641	pIC50=8.77
C[N+]1(CCOc2ccccc2)CCC(C1)N3CC(NC3=O)(c4ccccc4)c5ccccc5	CHEMBL374989	pKi=8.78
CC(C)(CCC(C(=O)N)(c1ccccc1)c2ccccc2)N3CC[C@@H](C3)Oc4ccccc4	CHEMBL1910846	pKi=8.8
CC(C)NC(=O)c1ccc(CC2CCN(CC2)C3CCN(CC3)C(=O)c4cccc(N)c4C)cc1	CHEMBL51256	pKi=8.8
CC(C)NC(=O)c1ccc(CC2CCN(CC2)C3CCN(CC3)C(=O)c4cccc5[nH]ccc45)cc1	CHEMBL421864	pKi=8.8
CCCS(=O)(=O)N1CCC(CC1)N2CCC(CC2)Oc3ccc(cc3)S(=O)(=O)c4ccc5OCOc5c4	CHEMBL169565	pKi=8.8
CO[C@@]1(CN2CCC1CC2)C#C[C@@](O)(C3CCCCC3)c4ccccc4	CHEMBL428962	pKi=8.8
O=C(N1CCC(CC1)N2CCC(CC2)Oc3ccc(cc3)S(=O)(=O)c4ccc5OCOc5c4)c6ccccc6	CHEMBL171411	pKi=8.8
[Br-].O=C(O[C@H]1C[N+]2(CCOc3ccccc3)CCC1CC2)N(Cc4ccsc4)c5ccccc5	CHEMBL1779133	pIC50=8.8
[Br-].CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)c2ccccc2	CHEMBL2106570	pKi=8.81
[I-].C[N+]1(C)CCC[C@@H]1[C@@H]2CS[C@@](O2)(C3CCCCC3)c4ccccc4	CHEMBL220393	pKi=8.83
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)C(=C)C3CCN(CC3)C4CCN(CC4)S(=O)(=O)Cc5ccccc5	CHEMBL422770	pKi=8.84
CN1CCC=C(C1)c2nsnc2OCCCCCCCC3CCN(CCCN4C(=O)CCc5ccccc45)CC3	CHEMBL3354068	pKi=8.86
CC1(C)CN(CC\C=C\2/c3cccnc3COc4ccc(cc24)C(=O)O)C[C@@H]([C@H]1O)c5ccc(Cl)cc5	CHEMBL2178569	pKi=8.89
CCCCC(=O)N1CCC(CC1)N2CCN([C@@H](C)c3ccc(cc3)S(=O)(=O)c4ccc5OCOc5c4)[C@H](C)C2	CHEMBL165337	pKi=8.89
COC1(CN2CCC1CC2)C#CC(O)(c3ccccc3)c4cccnc4	CHEMBL200319	pKi=8.89
COc1ccc(cc1)S(=O)(=O)c2ccc(CC3CCN(CC3)C4CCN(CC4)C(=O)c5ccc(F)c6ccccc56)cc2	CHEMBL109051	pKi=8.89
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)C(C#N)C3CCN(CC3)C4CCCCC4	CHEMBL69595	pKi=8.89
C[C@H](N1CCN(C[C@H]1C)C2CCN(CC2)C(=O)C3CC3)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5	CHEMBL353842	pKi=8.89
Cc1nc(cs1)C(=O)N2CCOC3(CCN(Cc4cccc(Cl)c4)CC3)C2	CHEMBL1289653	pIC50=8.9
CCCS(=O)(=O)N1CCC(CC1)N2CCC(CC2)C3(O[C@H](C)[C@@H](C)O3)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5	CHEMBL90507	pKi=8.91
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)C(=C)C3CCN(CC3)C4CCNCC4	CHEMBL420008	pKi=8.94
OC1(C(=O)O[C@H]2CN3CCC2CC3)c4ccccc4c5ccccc15	CHEMBL563887	pIC50=8.94
CC(C)NC(=O)c1ccc(cc1)C2(OCCO2)C3CCN(CC3)C4CCN(CC4)C(=O)c5cccc6[nH]ccc56	CHEMBL52852	pKi=8.96
O=C(Oc1ccccc1)N2CCC(CC2)N3CCC(CC3)Oc4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5	CHEMBL422740	pKi=8.96
[Br-].O=C(O[C@H]1C[N+]2(CCOc3ccccc3)CCC1CC2)N(Cc4cccs4)c5ccccc5	CHEMBL1779131	pIC50=8.96
CN1CCC[C@@H]1[C@@H]2CS[C@@](O2)(C3CCCCC3)c4ccccc4	CHEMBL376870	pKi=8.97
[Br-].OC1(C(=O)O[C@H]2C[N+]3(CCCOc4ccccc4)CCC2CC3)c5ccccc5c6ccccc16	CHEMBL561870	pIC50=8.97
CCCS(=O)(=O)N1CCC(CC1)N2CCC(CC2)C(=O)c3ccc(cc3)S(=O)(=O)c4ccc5OCOc5c4	CHEMBL91232	pKi=8.99
CC(C)Sc1ccc(CC2CCN(CC2)C3CCN(CC3)C(=O)c4cccc5ncccc45)cc1	CHEMBL11756	pKi=9.0
COC(=O)N1CCC(CC1)N2CCC(CC2)C(=C)c3ccc(cc3)S(=O)(=O)c4ccc(OC)cc4	CHEMBL307234	pKi=9.0
COc1ccc(cc1)[S+]([O-])c2ccc(cc2)C(C)N3CCN(CC3)C4CCCCC4	CHEMBL307810	pKi=9.0
C[C@H](N1CCN(CC1)C2CCN(CC2)C(=O)c3c(C)cccc3C)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5	CHEMBL67563	pKi=9.0
C[C@H](N1CCN(C[C@H]1C)C2CCN(CC2)C(=O)c3ccccc3O)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5	CHEMBL165434	pKi=9.0
O=C(N1CCC(CC1)N2CCC(CC2)Oc3ccc(cc3)S(=O)(=O)c4ccc5OCOc5c4)c6ccnc7ccccc67	CHEMBL168483	pKi=9.0
[Br-].O[C@](C1CCCC1)(C(=O)O[C@H]2C[N+]3(CCCOc4ccccc4)CCC2CC3)c5cccs5	CHEMBL549986	pIC50=9.0
[I-].C[N+]1(C)CCC[C@H]1[C@H]2CS[C@](O2)(C3CCCCC3)c4ccccc4	CHEMBL219786	pKi=9.02
[Br-].OC(c1ccccc1)(c2ccccc2)C34CC[N+](CCCOc5ccccc5)(CC3)CC4	CHEMBL524097	pKi=9.03
CC(C)Sc1ccc(CC2CCN(CC2)C3CCN(CC3)C(=O)c4cccc5ccccc45)cc1	CHEMBL276239	pKi=9.05
C[C@H](N1CCN(C[C@H]1C)C2CCN(CC2)C(=O)c3ccccc3)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5	CHEMBL349720	pKi=9.05
Cc1cccc(C(=O)N2CCC(CC2)N3CCC(Cc4ccc(cc4)S(=O)(=O)c5cccc(Cl)c5)CC3)c1N	CHEMBL12098	pKi=9.05
[Br-].OC(C(=O)N[C@H]1C[N+]2(CCOc3ccccc3)CCC1CC2)(c4cccs4)c5cccs5	CHEMBL3401650	pIC50=9.05
[I-].C[N+]1(C)CCC[C@@H]1[C@@H]2CS[C@](O2)(C3CCCCC3)c4ccccc4	CHEMBL222259	pKi=9.08
CCCS(=O)(=O)N1CCC(CC1)N2CCC(CC2)C3(OCCO3)c4ccc(cc4)[S+]([O-])c5ccc6OCOc6c5	CHEMBL93017	pKi=9.09
CCCS(=O)(=O)N1CCC(CC1)N2CCC(CC2)C3(SCCS3)c4ccc(cc4)[S+]([O-])c5ccc6OCOc6c5	CHEMBL90638	pKi=9.09
O=C(CC(c1ccccc1)(c2ccccc2)c3ccccc3)N4CCC[C@H]4C(=O)N5CCC[C@@H]5C(=O)NC[C@H]6CCCN(CC7CCCCC7)C6	CHEMBL2112957	pKi=9.09
CC(N1CCN(CC1)C2CCCCC2)c3ccc(cc3)S(=O)(=O)c4ccc(C)cc4	CHEMBL72455	pKi=9.1
CO[C@@]1(CN2CCC1CC2)C#CC(O)(c3ccccc3)c4ccccc4	CHEMBL381623	pKi=9.1
CO[C@@]1(CN2CCC1CC2)C#C[C@@](O)(c3ccccc3)c4cccnc4	CHEMBL200171	pKi=9.1
C[C@H](N1CCN(C[C@H]1C)C2CCN(CC2)C(=O)c3c(C)cccc3C)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5	CHEMBL305026	pKi=9.1
C[C@H](N1CCN(C[C@H]1C)C2CCN(CC2)C(=O)c3ccc(Cl)c(Cl)c3)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5	CHEMBL110744	pKi=9.1
C[C@H](N1CCN(C[C@H]1C)C2CCN(CC2)S(=O)(=O)c3ccccc3)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5	CHEMBL163658	pKi=9.1
[I-].C[N+]1(C)CCC[C@H]1[C@H]2CS[C@@](O2)(C3CCCCC3)c4ccccc4	CHEMBL376057	pKi=9.11
CCOC(=O)N1CCC(CC1)N2CCC(CC2)C3(OCCCO3)c4ccc(cc4)S(=O)(=O)c5ccc(OC)cc5	CHEMBL433011	pKi=9.14
C[N+]1(CCCc2ccccc2)CCC(C1)N3CC(NC3=O)(c4ccccc4)c5ccccc5	CHEMBL374452	pKi=9.14
[Br-].CC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c4cccs4)c5cccs5	CHEMBL561187	pIC50=9.14
[Br-].C[N+]1(C)[C@@H]2CC[C@H]1C[C@H](C2)C=C(c3cccs3)c4cccs4	CHEMBL3084413	pKi=9.14
CCS(=O)(=O)N1CCC(CC1)N2CCN([C@@H](C)c3ccc(cc3)S(=O)(=O)c4ccc5OCOc5c4)[C@H](C)C2	CHEMBL163714	pKi=9.16
COC(=O)CSc1ccc(CC2CCN(CC2)C3CCN(CC3)C(=O)c4cccc5ccccc45)cc1	CHEMBL11892	pKi=9.16
[Br-].C[N+]1(C)CCCC(C1)OC(=O)C(O)(c2ccccc2)c3ccccc3	CHEMBL1724	pKi=9.17
CN(C)C1(CNCCC23CC4CC(CC(C4)C2)C3)COc5ccccc5OC1	CHEMBL394137	pKi=9.18
CN1CCC=C(C1)c2nsnc2OCCOCCOCCOCCOc3nsnc3C4=CCCN(C)C4	CHEMBL335542	pIC50=9.2
CC(N1CCN(CC1)C2CCCCC2)c3ccc(cc3)S(=O)(=O)c4ccc(Cl)cc4	CHEMBL75448	pKi=9.22
COc1ccc(c(OC)c1)S(=O)(=O)c2ccc(cc2)[C@H](C)N3CCN(C[C@H]3C)C4CCN(CC4)C(=O)c5ccccc5C	CHEMBL354534	pKi=9.22
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)C(C)N3CCN(CC3)C4CCCCC4	CHEMBL310912	pKi=9.22
[Br-].OC(C(=O)N[C@H]1C[N+]2(CCCc3ccccc3)CCC1CC2)(c4cccs4)c5cccs5	CHEMBL3401648	pIC50=9.22
[Br-].OC(C(=O)N[C@H]1C[N+]2(CCCc3cccs3)CCC1CC2)(c4cccs4)c5cccs5	CHEMBL3401649	pIC50=9.22
CCCOC(=O)N1CCC(CC1)N2CCC(CC2)C(=C)c3ccc(cc3)S(=O)(=O)c4ccc(OC)cc4	CHEMBL74352	pKi=9.23
O[C@](C1CCCC1)(C(=O)O[C@H]2CN3CCC2CC3)c4cccs4	CHEMBL554699	pIC50=9.27
[Br-].OC1(C(=O)O[C@H]2C[N+]3(CCc4ccccc4)CCC2CC3)c5ccccc5Oc6ccccc16	CHEMBL564515	pIC50=9.27
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)C3(OCCO3)C4CCN(CC4)C5CCN(CC5)C(=O)c6ccc(F)c7ccccc67	CHEMBL74141	pKi=9.29
CN1[C@@H]2CC[C@H]1C[C@@H](CC(C#N)(c3ccccc3)c4ccccc4)C2	CHEMBL3084650	pKi=9.3
C[C@H](N1CCN(C[C@H]1C)C2CCN(CC2)C(=O)c3ccccc3N)c4ccc(cc4)S(=O)(=O)c5ccc6OCOc6c5	CHEMBL351079	pKi=9.3
O=C(N1CCC(CC1)N2CCC(CC2)Oc3ccc(cc3)S(=O)(=O)c4ccc5OCOc5c4)c6cccc7ccccc67	CHEMBL170033	pKi=9.3
O=C(N1CCC(CC1)N2CCC(CC2)Oc3ccc(cc3)S(=O)(=O)c4ccc5OCOc5c4)c6cccc7ncccc67	CHEMBL355511	pKi=9.3
CN1CC2CC(CC1C2)OC(=O)C(C)(c3ccccc3)c4ccccc4	CHEMBL287868	pKi=9.33
[I-].C[N+]1(C)CCC[C@H]1[C@H]2CSC(O2)(c3ccccc3)c4ccccc4	CHEMBL375969	pKi=9.33
CCS(=O)(=O)N1CCC(CC1)N2CCC(CC2)C(=C)c3ccc(cc3)S(=O)(=O)c4ccc(OC)cc4	CHEMBL73245	pKi=9.34
[Br-].C[N+]12CCC(CC1)[C@H](C2)OC(=O)C(O)(c3cccs3)c4cccs4	CHEMBL560327	pIC50=9.34
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)C(=C)C3CCN(CC3)C4CCN(CC4)C(=O)OCc5ccccc5	CHEMBL70860	pKi=9.35
[Br-].C[N+]1(C)CCC[C@H](C1)OC(=O)C(O)(c2ccccc2)c3ccccc3	CHEMBL3289390	pKi=9.35
[Br-].OC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c4ccccc4)c5ccccc5	CHEMBL551731	pIC50=9.36
