NC1=CC(F)=CC=C1NC(=O)C1=CC=C(CNC(=O)\C=C\C2=CC=CN=C2)C=C1	chidamide	pIC50=6.79587984	pIC50=6.79587984	pIC50=6.79587984
[H][C@]12CC(=O)N[C@]([H])(C(C)C)C(=O)N[C@]([H])(CSSCC\C=C\1)C(=O)N\C(=C/C)C(=O)N[C@@]([H])(C(C)C)C(=O)O2	romidepsin	pIC50=7.33
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@H](Cc4ccccc4)CS3)cc2	CHEMBL2407721	pIC50=7.09
ONC(=O)\C=C\c1ccc2OC3(CCN(Cc4ccccc4)C3)CC(=O)c2c1	CHEMBL3758901	pIC50=7.09
COc1ccc(NCc2ccc(cc2)C(=O)Nc3cc(ccc3N)c4cccs4)cc1OC	CHEMBL237584	pIC50=7.1
Nc1ccccc1NC(=O)c2ccc(CNC3=NC(=O)C(Cc4c[nH]c5ccccc45)N3)cc2	CHEMBL2407733	pIC50=7.11
ONC(=O)CCCCCCC(=O)Nc1cccc(c1)c2cn(Cc3ccc(F)cc3)nn2	CHEMBL483892	pIC50=7.11
ONC(=O)c1cnc(NC2(CC2)c3ccc(F)cc3)nc1	CHEMBL3655958	pIC50=7.11
SCCCCC[C@@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3356919	pIC50=7.11
SCCCCC[C@H](NC(=O)[C@H]1CCC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3353925	pIC50=7.11
Cc1cc(cc(c1)C2(CC2)Nc3ncc(cn3)C(=O)NO)C(F)(F)F	CHEMBL3656016	pIC50=7.14
Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)c4ccccc4	CHEMBL253868	pIC50=7.14
ONC(=O)\C=C\c1ccc2OC3(CCCN(Cc4ccccc4)CC3)CC(=O)c2c1	CHEMBL3759808	pIC50=7.14
SCCCCCCNC(=O)c1cc(n[nH]1)c2ccncc2	CHEMBL3759562	pIC50=7.14
CCOC(=O)NCc1ccc(cc1)C(=O)Nc2cc(ccc2N)c3cccs3	CHEMBL399494	pIC50=7.15
Nc1ccc(cc1NC(=O)c2ccc(nc2)N3CCC4(CCNC4)CC3)c5ccsc5	CHEMBL511797	pIC50=7.15
ONC(=O)c1cnc(NCc2ccc(Cl)cc2)nc1	CHEMBL3655919	pIC50=7.15
CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3cccc(CNC(=O)C[C@H](NC1=O)\C=C\CCS)n3	CHEMBL3593413	pIC50=7.16
CCC(=O)CCCCC[C@@H]1NC(=O)[C@H](C)N(C)C(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O	CHEMBL2012813	pIC50=7.16
CN1[C@@H](CCCC1=O)C(=O)N[C@@H](CCCCCS)C(=O)Nc2ccccc2	CHEMBL3356526	pIC50=7.16
COc1ccc(NCc2ccc(cc2)C(=O)Nc3cc(ccc3N)c4cocc4)cc1OC	CHEMBL235192	pIC50=7.16
ONC(=O)\C=C\c1ccc(cc1)C(=O)N\N=C\c2ccc(O)c(O)c2O	CHEMBL1213457	pKi=7.16
C[C@H](\C=C(/C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C	CHEMBL99	pIC50=7.17
SCCCCCCNC(=O)c1cc(n[nH]1)c2cnccn2	CHEMBL3760013	pIC50=7.17
SCCCCC[C@H](NC(=O)[C@@H]1CC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3356929	pIC50=7.17
SCCCCC[C@H](NC(=O)[C@@H]1CCCC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3356523	pIC50=7.17
Nc1ccccc1NC(=O)c2ccc(CNC3=NC(=O)C(Cc4ccccc4)N3)cc2	CHEMBL2407735	pIC50=7.18
COc1ccccc1C(=O)N[C@H](COc2cccc(\C=C\C(=O)NO)c2)Cc3c[nH]c4ccccc34	CHEMBL3354920	pIC50=7.19
ONC(=O)CCCCCCC(=O)Nc1cccc(c1)c2cn(CC(O)c3cccc(Br)c3)nn2	CHEMBL483893	pIC50=7.19
ONC(=O)CCCCCCC(=O)Nc1cccc(c1)c2cn(nn2)c3ccccc3	CHEMBL519668	pIC50=7.19
Nc1ccc(cc1NC(=O)C2CCOCC2)c3ccc(F)cc3	CHEMBL3828396	pIC50=7.21
ONC(=O)c1cnc(NC2(CC2)c3ccc(F)c(F)c3)nc1	CHEMBL3656009	pIC50=7.21
COc1ccc(NCc2ccc(cc2)C(=O)Nc3cc(ccc3N)c4ccsc4)cc1OC	CHEMBL399388	pIC50=7.22
COc1ccc(NCc2ccc(cc2)C(=O)Nc3cc(ccc3O)c4cccs4)cc1OC	CHEMBL235413	pIC50=7.22
Cc1ccc(NC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)cc1	CHEMBL3356917	pIC50=7.22
ONC(=O)CCCCCCC(=O)Nc1cccc(c1)c2cn(nn2)c3ccc(F)cc3	CHEMBL1091474	pIC50=7.22
CCC(=O)CCCCC[C@H](NC(=O)Cc1c(C)[nH]c2ccc(OC)cc12)c3ncc([nH]3)c4ccccc4	CHEMBL261735	pIC50=7.23
Cc1ccccc1C2(CC2)Nc3ncc(cn3)C(=O)NO	CHEMBL3655996	pIC50=7.24
ONC(=O)CCCCCCC(=O)Nc1ccc(cc1)c2cnnn2Cc3ccc(F)cc3	CHEMBL487741	pIC50=7.24
C[C@@H](Nc1ncc(cn1)C(=O)NO)c2ccccc2	CHEMBL3655944	pIC50=7.25
Nc1cccc(c1)c2onc(c2)C(=O)NCCCCCCC(=O)NO	CHEMBL468595	pIC50=7.25
Nc1ccccc1NC(=O)c2ccc(CNC3=NC(=O)C(N3)c4ccccc4)cc2	CHEMBL2407736	pIC50=7.25
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@@H](CS3)c4ccccc4)cc2	CHEMBL2407718	pIC50=7.25
ONC(=O)CCCCCNc1nc(Cl)nc2c1ncn2Cc3ccccc3	CHEMBL3763444	pIC50=7.25
ONC(=O)c1cnc(NCc2cccc(c2)C(F)(F)F)nc1	CHEMBL3655923	pIC50=7.25
ONC(=O)\C=C\c1ccc(\C=C(\CNC2CC2)/c3ccc(F)cc3)cc1	CHEMBL3758457	pIC50=7.27
COc1cc(OC)cc(c1)C2(CC2)Nc3ncc(cn3)C(=O)NO	CHEMBL3655998	pIC50=7.28
COc1cccc(c1)C2(CC2)Nc3ncc(cn3)C(=O)NO	CHEMBL3655989	pIC50=7.28
ONC(=O)c1cnc(NCc2ccc3OCOc3c2)nc1	CHEMBL3655929	pIC50=7.28
COc1ccc(cc1OC)C2(CC2)Nc3ncc(cn3)C(=O)NO	CHEMBL3656007	pIC50=7.31
[O-][N+](=O)c1cccc(COC(=O)[C@H](CCCCCCSSc2ccccn2)NC(=O)OCc3ccccc3)c1	CHEMBL2022831	pIC50=7.31
CC(C)(C)OC(=O)N1C(Cc2c[nH]c3ccccc23)C(=O)N=C1NCc4ccc(cc4)C(=O)Nc5ccccc5N	CHEMBL2407731	pIC50=7.32
CC(C)(C)c1[nH]c2ccccc2c1[C@@H]3CCCN(Cc4ccc(\C=C\C(=O)NO)cc4F)C3	CHEMBL1093335	pIC50=7.32
O=C(N[C@@H](CCCCCCSSc1ccccn1)C(=O)NC2c3ccccc3c4ccccc24)OCc5ccccc5	CHEMBL2022828	pIC50=7.32
ONC(=O)CCCCCCC(=O)Nc1ccc(cc1)c2cn(nn2)c3ccccc3	CHEMBL519491	pIC50=7.32
ONC(=O)CCCCCCC(=O)Nc1cccc(c1)n2cc(nn2)C3CCCCC3	CHEMBL1094710	pIC50=7.32
SCCCCC[C@H](NC(=O)[C@H]1CCCNC1=O)C(=O)Nc2ccccc2	CHEMBL3356915	pIC50=7.32
O=C(N[C@@H](CCCCCCSSc1ccccn1)C(=O)Nc2ccc(cc2)c3ccccc3)OCc4ccccc4	CHEMBL2022827	pIC50=7.33
[O-][N+](=O)c1ccc(COC(=O)[C@H](CCCCCCSSc2ccccn2)NC(=O)OCc3ccccc3)cc1	CHEMBL2022830	pIC50=7.34
C\C=C\1/NC(=O)c2csc(CNC(=O)C[C@H](OC(=O)[C@@H](NC1=O)C(C)C)\C=C\CCS)n2	CHEMBL3622729	pIC50=7.35
Nc1ccc(cc1NC(=O)c2ccc(nc2)N3CCC4(CC3)CNC(=O)O4)c5cccs5	CHEMBL3286732	pIC50=7.35
O=C(N[C@@H](CCCCCCSSc1ccccn1)C(=O)Nc2ccccc2c3ccccc3)OCc4ccccc4	CHEMBL2022826	pIC50=7.35
ONC(=O)CCCCCCC(=O)Nc1ccc2NC(=O)C=Cc2c1	CHEMBL3311464	pIC50=7.35
Nc1ccc(cc1NC(=O)c2ccc(nc2)N3CCC4(CCNC4)CC3)c5cccs5	CHEMBL513568	pIC50=7.36
Nc1ccccc1NC(=O)c2ccc(CNC3=N[C@H](CS3)c4ccc(O)cc4)cc2	CHEMBL2407719	pIC50=7.36
O=C(N[C@@H](CCCCCCSSc1ccccn1)C(=O)NC2CCCCC2)OCc3ccccc3	CHEMBL2022824	pIC50=7.36
O=C(N[C@@H](CCCCCCSSc1ccccn1)C(=O)OCc2c3ccccc3cc4ccccc24)OCc5ccccc5	CHEMBL2022834	pIC50=7.36
ONC(=O)CCCCCNC(=O)NC(=O)c1ccccc1	CHEMBL1083439	pKi=7.36
Nc1ccc(cc1NC(=O)c2ccccc2)c3occc3	CHEMBL1097651	pIC50=7.37
ONC(=O)CCCCCCC(=O)Nc1cccc(c1)c2cn(Cc3ccccc3)nn2	CHEMBL483693	pIC50=7.37
O=C(N[C@@H](CCCCCCSSc1ccccn1)C(=O)OCc2ccc(cc2)c3ccccc3)OCc4ccccc4	CHEMBL2021937	pIC50=7.39
CC(C)[C@H]1NC(=O)[C@@H](C)[C@@H](C\C=C/CCC(=O)O)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H](C)NC1=O	CHEMBL257972	pKi=7.4
Cc1cccc(c1)C2(CC2)Nc3ncc(cn3)C(=O)NO	CHEMBL3656003	pIC50=7.4
O=C(N[C@@H](CCCCCCSSc1ccccn1)C(=O)OCc2ccc3ccccc3c2)OCc4ccccc4	CHEMBL2022832	pIC50=7.4
O=C(N[C@@H](CCCCCCSSc1ccccn1)C(=O)OCc2cccc3ccccc23)OCc4ccccc4	CHEMBL2022833	pIC50=7.4
ONC(=O)c1cnc(NC2(CC2)c3ccc(Cl)cc3)nc1	CHEMBL3656005	pIC50=7.4
CN(C)CC(C)(C)Cn1c(CCc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL460963	pKi=7.41
ONC(=O)\C=C\c1ccc2c(c1)nc(CCc3ccccc3)n2CCN4CCCCC4	CHEMBL489332	pKi=7.41
O=C(N[C@@H](CCCCCCSSc1ccccn1)C(=O)Nc2cccc3ccccc23)OCc4ccccc4	CHEMBL2022823	pIC50=7.42
SCCCCC[C@H](NC(=O)[C@H]1[C@@H](CNC1=O)c2ccccc2)C(=O)Nc3ccccc3	CHEMBL3356925	pIC50=7.43
C\C=C\1/NC(=O)c2csc(n2)[C@H](NC(=O)C[C@H](OC(=O)[C@@H](NC1=O)C(C)C)\C=C\CCS)C(C)C	CHEMBL3622727	pIC50=7.44
ONC(=O)\C=C\c1ccc2c(c1)nc(CCc3ccccc3)n2CCN4CCCC4	CHEMBL491316	pKi=7.44
ONC(=O)c1cnc(NC2(CC2)c3ccccc3Cl)nc1	CHEMBL3655967	pIC50=7.44
CC1(C)CC(=O)Nc2ccc(cc12)C(=O)NC[C@@H]3CC[C@@H](CCC(=O)NO)CC3	CHEMBL3309298	pIC50=7.46
ONC(=O)CCCCCCc1nc2ccc(Br)cc2[nH]1	CHEMBL2414098	pIC50=7.47
ONC(=O)c1cnc(NC2(CC2)c3ccc(F)cc3Cl)nc1	CHEMBL3656013	pIC50=7.47
SCCCCC[C@H](NC(=O)[C@H]1CCCC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3356524	pIC50=7.47
CCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCNC(C)C	CHEMBL1830396	pKi=7.48
CCC[C@@H]1NC(=O)[C@H](C)NC(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2cn(CN(C)C)c3ccccc23)NC1=O	CHEMBL2063396	pKi=7.48
ONC(=O)CCCCC(=O)N\N=C\c1ccc(cc1)c2ccccc2	CHEMBL3758251	pIC50=7.48
SCCCCC[C@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3356918	pIC50=7.48
Nc1ccc(cc1NC(=O)c2ccccc2)c3ccc(F)cc3	CHEMBL1098337	pIC50=7.5
ONC(=O)c1cnc(NC2(CC2)c3cccc(Cl)c3)nc1	CHEMBL3655971	pIC50=7.5
ONC(=O)c1cnc(NC2(CC2)c3cccc(c3)C(F)(F)F)nc1	CHEMBL3655990	pIC50=7.5
CC(C)(C)c1[nH]c2ccccc2c1[C@H]3CCCN(Cc4ccc(\C=C\C(=O)NO)cc4F)C3	CHEMBL1093033	pIC50=7.51
ONC(=O)c1cnc(NCc2ccc(F)c(Cl)c2)nc1	CHEMBL3655936	pIC50=7.52
CN1CCC(CC1)C(=O)N[C@@H](CCCCCC(=O)C)c2ncc([nH]2)c3ccc4ccccc4c3	CHEMBL468513	pIC50=7.54
ONC(=O)CCCCCCC(=O)NO	CHEMBL320497	pKi=7.54
OCc1ccc(cc1)C2(CC2)Nc3ncc(cn3)C(=O)NO	CHEMBL3655974	pIC50=7.55
ONC(=O)CCCCCCC(=O)Nc1cccc(c1)c2cn(nn2)c3ccc(cc3)C(F)(F)F	CHEMBL1088734	pIC50=7.55
ONC(=O)c1cnc(NCc2cccc(Cl)c2)nc1	CHEMBL3655917	pIC50=7.55
SCCCCC[C@H](NC(=O)[C@@H]1CCCNC1=O)C(=O)Nc2ccccc2	CHEMBL3356527	pIC50=7.55
OCc1cc(CO)cc(c1)n2cc(nn2)c3cccc(NC(=O)CCCCCCC(=O)NO)c3	CHEMBL1088736	pIC50=7.56
ONC(=O)CCCCCCC(=O)Nc1cccc(c1)c2cn(nn2)C3CCCCC3	CHEMBL1094707	pIC50=7.56
CCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCN(CC)CC	CHEMBL1851943	pKi=7.57
Cc1cccc(NC(=O)[C@H](CCCCCC(=O)NO)NC(=O)[C@H]2CCC(=O)N2)c1	CHEMBL3098604	pIC50=7.57
Cl.Cl.CCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCN(CC)CC	CHEMBL3215861	pKi=7.57
CN(C)CC(C)(C)Cn1c(CC(C)(C)C)nc2cc(\C=C\C(=O)NO)ccc12	CHEMBL1830397	pKi=7.59
CC1(C)CC(=O)Nc2ccc(cc12)C(=O)NC[C@@H]3CC[C@H](CCC(=O)NO)CC3	CHEMBL3309300	pIC50=7.6
ONC(=O)CCCCCCC(=O)Nc1cccc(c1)n2cc(nn2)c3ccccc3	CHEMBL1094709	pIC50=7.6
ONC(=O)CCCCCCNC(=O)c1ccc2NC(=O)C=Cc2c1	CHEMBL3311471	pIC50=7.6
ONC(=O)CCCCCCC(=O)Nc1cccc(c1)c2cn(nn2)c3ccc(I)cc3	CHEMBL1091475	pIC50=7.61
Cc1cc(ccc1F)C2(CC2)Nc3ncc(cn3)C(=O)NO	CHEMBL3656011	pIC50=7.64
CC1(C)CC(=O)Nc2ccc(cc12)C(=O)NCc3ccc(\C=C\C(=O)NO)cc3	CHEMBL3309291	pIC50=7.66
ONC(=O)c1cnc(NC2(CC2)c3cc(Cl)cc(Cl)c3)nc1	CHEMBL3656015	pIC50=7.66
CC(C)(C)OC(=O)Nc1cccc(c1)c2csc(NC(=O)CCCCCCC(=O)NO)n2	CHEMBL2417782	pIC50=7.68
CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3ccnc(CNC(=O)C[C@H](NC1=O)\C=C\CCS)c3	CHEMBL3593415	pIC50=7.68
CCCCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCN(C)C	CHEMBL1830424	pKi=7.68
C[C@@]12CSC(=N1)c3csc(CNC(=O)C[C@H](OC(=O)[C@H](CCN)NC2=O)\C=C\CCS)n3	CHEMBL3317814	pIC50=7.68
ONC(=O)CCCCCC(=O)N\N=C\c1ccc(cc1)c2cncnc2	CHEMBL3758492	pIC50=7.68
ONC(=O)c1cnc(NC2(CC2)c3cc4ccccc4s3)nc1	CHEMBL3655979	pIC50=7.68
ONC(=O)c1cnc(NC2(CC2)c3ccc(c(F)c3)C(F)(F)F)nc1	CHEMBL3656006	pIC50=7.68
ONC(=O)CCCCC(=O)Nc1ccc2NC(=O)\C(=C/c3ccc[nH]3)\c2c1	CHEMBL3621296	pIC50=7.69
CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3coc(CNC(=O)C[C@H](OC1=O)\C=C\CCS)n3	CHEMBL2436595	pIC50=7.7
Nc1ccc(cc1NC(=O)c2ccc(cc2)\N=C\C=N)c3cccs3	CHEMBL1164671	pIC50=7.7
ONC(=O)CCCCCCNC(=O)c1ccc2NC(=O)CCc2c1	CHEMBL3311472	pIC50=7.7
CN(C)Cc1c(oc2ccccc12)C(=O)NCCOc3ccc(cc3)C(=O)NO	CHEMBL2103863	pKi=7.72
ONC(=O)c1cnc(NC2(CC2)c3ccc(F)c(Cl)c3)nc1	CHEMBL3656000	pIC50=7.72
ONC(=O)c1cnc(NC2(CC2)c3cccc(OC(F)(F)F)c3)nc1	CHEMBL3655994	pIC50=7.72
Cc1ccccc1c2ccc(\C=N\NC(=O)CCCCCC(=O)NO)cc2	CHEMBL3758191	pIC50=7.73
CCC(=O)CCCCC[C@H](NC(=O)C1CN(C)C1)c2ncc([nH]2)c3cc4ccccc4nc3OC	CHEMBL2448576	pIC50=7.75
CCCCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCNC(C)C	CHEMBL1830422	pKi=7.75
CCCCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCNCC	CHEMBL1830420	pKi=7.75
OCC(\C=C\c1ccc(F)cc1)N2CCN(CC2)c3ncc(cn3)C(=O)NO	CHEMBL594544	pIC50=7.75
ONC(=O)CCCCCCC(=O)Nc1ccc2NC(=O)CCc2c1	CHEMBL3311465	pIC50=7.75
ONC(=O)c1cnc(NC2(CC2)c3ccccc3F)nc1	CHEMBL3655959	pIC50=7.75
ONC(=O)c1cnc(NC2(CC2)c3ccc(Cl)c(Cl)c3)nc1	CHEMBL3656010	pIC50=7.77
ONC(=O)c1cnc(NC2(CC2)c3ccc4OCOc4c3)nc1	CHEMBL3655997	pIC50=7.77
ONC(=O)c1cnc(NC2(CC2)c3cccc(F)c3F)nc1	CHEMBL3656012	pIC50=7.77
OCCN(CCc1c[nH]c2ccccc12)Cc3ccc(\C=C\C(=O)NO)cc3	CHEMBL356066	pIC50=7.8
CC(C)C1=CC=CC(=O)C(=C1)O	CHEMBL48310	pKi=7.81
Cc1cccc(NC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)c1	CHEMBL3356916	pIC50=7.82
CCCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCNC(C)C	CHEMBL1830537	pKi=7.85
CCOP(=O)(CNCc1ccc(cc1)C(=O)Nc2cc(ccc2N)c3cccs3)OCC	CHEMBL470225	pIC50=7.85
Cc1cccc(NC(=O)[C@H](CCCCCS)NC(=O)[C@H]2CCC(=O)N2)c1	CHEMBL3356923	pIC50=7.85
ONC(=O)CCCCCC(=O)N\N=C\c1ccc(cc1)c2ccncc2	CHEMBL3758281	pIC50=7.85
ONC(=O)c1cnc(nc1)N2C[C@@H]3[C@H](C2)[C@H]3NCc4ccc(Cl)cc4	CHEMBL1801238	pIC50=7.85
COC(=O)NCc1ccc(cc1)C(=O)Nc2cc(ccc2N)c3ccccc3	CHEMBL398420	pIC50=7.89
Cc1cccc(NC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCC(=O)N2)c1	CHEMBL3356922	pIC50=7.89
COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCCCCCC(=O)NO	CHEMBL598797	pIC50=7.9
ONC(=O)CCCCCCC(=O)Nc1ccc([19F])cc1	CHEMBL1923808	pIC50=7.9
FC(F)(F)c1cccc(NC(=O)[C@H](CCCCCS)NC(=O)[C@H]2CCC(=O)N2)c1	CHEMBL3353927	pIC50=7.92
ONC(=O)CCCCCNC(=O)NC(=O)c1ccc(Br)cc1	CHEMBL1083086	pKi=7.92
ONC(=O)c1cnc(NC2(CC2)c3ccc(F)cc3F)nc1	CHEMBL3655992	pIC50=7.92
COc1ccc(cn1)c2nc(N3CCOCC3)c4nc(CN(C)c5ncc(cn5)C(=O)NO)n(C)c4n2	CHEMBL3827281	pIC50=7.94
[Na+].[Na+].[Na+].CC(=O)N[C@@H]1[C@@H](O)[C@@H](OS(=O)(=O)[O-])[C@@H](COS(=O)(=O)[O-])O[C@H]1O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@@H]3[C@@H](NC(=O)C)[C@H](O[C@H]4[C@H](O)[C@@H](O)[C@H](OCCNC(=O)CCOCCOCCOCCOCCNC(=O)CCCC[C@@H]5SC[C@@H]6NC(=O)N[C@H]56)O[C@@H]4C(=O)O)O[C@H](CO)[C@@H]3OS(=O)(=O)[O-])O[C@@H]2C(=O)O	CHEMBL1950108	pKd=7.94
ONC(=O)CCCCCC(=O)N\N=C\c1ccc(cc1)c2cccnc2	CHEMBL3759794	pIC50=7.97
CC1(C)CC(=O)Nc2ccc(NC(=O)CCCCCCC(=O)NO)cc12	CHEMBL3311466	pIC50=8.0
Cn1c(CCCC(=O)O)nc2cc(ccc12)N(CCCl)CCCl	CHEMBL487253	pIC50=8.05
ONC(=O)c1cnc(NC2(CC2)c3cc(ccc3F)C(F)(F)F)nc1	CHEMBL3655995	pIC50=8.05
ONC(=O)c1cnc(NCc2ccc(cc2)c3ccccc3)nc1	CHEMBL3655984	pIC50=8.05
ONC(=O)c1cnc(nc1)N2CCN(CC2)S(=O)(=O)c3ccc4ccccc4c3	CHEMBL609583	pIC50=8.05
CCNCCn1c(CC\C=C/CC)nc2cc(\C=C\C(=O)NO)ccc12	CHEMBL1830536	pKi=8.07
CC1(C)CC(=O)Nc2ccc(cc12)C(=O)NC[C@@H]3CC[C@H](CC3)\C=C\C(=O)NO	CHEMBL3309297	pIC50=8.09
ONC(=O)CCCCC[C@H](NC(=O)[C@H]1CCC(=O)N1)C(=O)Nc2cccc(c2)C(F)(F)F	CHEMBL3098602	pIC50=8.1
ONC(=O)CCCCCC(=O)N\N=C\c1ccc(cc1)c2ccccn2	CHEMBL3758870	pIC50=8.16
COc1cc2ncnc(Nc3ccc(Cl)cc3Cl)c2cc1OCCCCCC(=O)NO	CHEMBL3633769	pIC50=8.17
C[C@@]12CSC(=N1)c3csc(CNC(=O)C[C@H](OC(=O)[C@H](CCCN)NC2=O)\C=C\CCS)n3	CHEMBL3317815	pIC50=8.2
ONC(=O)CCCCCC(=O)N\N=C\c1ccc(cc1)c2cccs2	CHEMBL3758735	pIC50=8.2
ONC(=O)c1cnc(NC2(CC2)c3c(F)cccc3F)nc1	CHEMBL3655993	pIC50=8.22
O=C(N[C@@H](CCCCCCSSc1ccccn1)C(=O)OCC2c3ccccc3c4ccccc24)OCc5ccccc5	CHEMBL2022829	pIC50=8.28
CN1[C@H](CCC1=O)C(=O)N[C@@H](CCCCCS)C(=O)Nc2cccc(C)c2	CHEMBL3356924	pIC50=8.3
COc1ccc(Br)c(\C=N\NC(=O)CCCCCC(=O)NO)c1	CHEMBL3759059	pIC50=8.3
COc1ccc(cn1)c2nc(N3CCOCC3)c4sc(CN(C)c5ncc(cn5)C(=O)NO)cc4n2	CHEMBL3622533	pIC50=8.3
CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3cccc(CNC(=O)C[C@H](OC1=O)\C=C\CCS)n3	CHEMBL3593409	pIC50=8.36
CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3ccnc(CNC(=O)C[C@H](OC1=O)\C=C\CCS)c3	CHEMBL3593411	pIC50=8.36
CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3csc(CNC(=O)C[C@H](OC1=O)\C=C\CCS)n3	CHEMBL3593247	pIC50=8.38
COc1ccc2[nH]c(C)c(CC(=O)N[C@@H](CCCCCC(=O)NO)C(=O)NCCc3c([nH]c4ccccc34)c5ccccc5)c2c1	CHEMBL216641	pIC50=8.4
ONC(=O)\C=C\c1ccc2c(ccn2S(=O)(=O)c3ccccc3)c1	CHEMBL2048746	pIC50=8.4
ONC(=O)c1cnc(nc1)N2C[C@@H]3[C@H](C2)[C@H]3NCc4ccc5cc(F)ccc5n4	CHEMBL1801250	pIC50=8.4
COc1ccc(cc1)c2nc(N3CCOCC3)c4nc(CN(C)c5ncc(cn5)C(=O)NO)n(C)c4n2	CHEMBL3828518	pIC50=8.41
C\C=C\1/NC(=O)[C@@H](CS)NC(=O)[C@H](NC(=O)C[C@H](OC(=O)[C@@H](NC1=O)C(C)C)\C=C\CCS)C(C)C	CHEMBL146250	pIC50=8.41
O=C(N[C@@H](CCCCCCSSc1ccccn1)C(=O)Nc2nc(cs2)c3ccccc3)OCc4ccccc4	CHEMBL2022825	pIC50=8.41
ONC(=O)CCCC(=O)NCCc1ccccc1	CHEMBL3086768	pIC50=8.46
CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3csc(CNC(=O)C[C@H](NC1=O)\C=C\CCS)n3	CHEMBL3593407	pIC50=8.47
COc1cc2ncnc(Nc3ccc(Br)cc3)c2cc1OCCCCCCC(=O)NO	CHEMBL3759186	pIC50=8.48
CC(C)(C)OC(=O)NCC[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3csc(CNC(=O)C[C@H](OC1=O)\C=C\CCS)n3	CHEMBL3317816	pIC50=8.51
C\C(=C/C(=O)NCCCCCC(=O)NO)\C=C\c1ccccc1	CHEMBL490018	pIC50=8.51
CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(cc3)C(=O)NO)ccc2c1	CHEMBL1213492	pKi=8.52
ONC(=O)CCCCCNC(=O)\C=C\c1ccc(Cl)cc1F	CHEMBL484489	pIC50=8.52
CN(Cc1nc2c(nc(nc2n1C)c3ccc(N)cc3)N4CCOCC4)c5ncc(cn5)C(=O)NO	CHEMBL3827814	pIC50=8.54
CN(Cc1nc2c(nc(nc2n1C)c3ccncc3)N4CCOCC4)c5ncc(cn5)C(=O)NO	CHEMBL3827517	pIC50=8.55
CN(Cc1nc2c(nc(nc2n1C)c3cnc(N)nc3)N4CCOCC4)c5ncc(cn5)C(=O)NO	CHEMBL3827894	pIC50=8.58
ONC(=O)CCCCCNC(=O)\C=C\c1ccc2cccnc2c1	CHEMBL484073	pIC50=8.6
COc1ccc(cc1OC)S(=O)(=O)n2ccc3cc(\C=C\C(=O)NO)ccc23	CHEMBL2048750	pIC50=8.64
ONC(=O)CCCCCC(=O)N\N=C\c1ccc(cc1)c2ccccc2	CHEMBL3759982	pIC50=8.68
ONC(=O)CCCCCCC(=O)N\N=C\c1ccc(OCC#C)cc1	CHEMBL1771484	pIC50=8.68
C[C@@]12CSC(=N1)c3csc(CNC(=O)C[C@H](OC(=O)[C@H](Cc4ccccc4)NC2=O)\C=C\CCS)n3	CHEMBL3317810	pIC50=8.77
CC(C)(C)OC(=O)NCCC[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3csc(CNC(=O)C[C@H](OC1=O)\C=C\CCS)n3	CHEMBL3317817	pIC50=8.85
