CCOC(=O)C1=CC=C(N)C=C1	benzocaine
CC(C)NCCCC1(C(N)=O)C2=CC=CC=C2C2=C1C=CC=C2	indecainide
OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1	fosphenytoin
CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC	cinchocaine
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C	lidocaine	pKd=4.80000019	pKd=4.80000019	pKd=4.80000019
CCN1C(=O)NC(C1=O)C1=CC=CC=C1	ethotoin
NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1	phenazopyridine
CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1	mephenytoin
NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1	rufinamide
NC1=NN=C(C(N)=N1)C1=C(Cl)C(Cl)=CC=C1	lamotrigine	pIC50=4.21	pIC50=4.21	pIC50=4.21
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C	tetracaine	pIC50=6.28	pIC50=6.28	pIC50=6.28	pIC50=6.19
[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2	topiramate
CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C	ropivacaine
NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2	riluzole
O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1	phenytoin
NC(=O)N1C2=CC=CC=C2C(=O)CC2=C1C=CC=C2	oxcarbazepine
CN(C)CCOC(C1=CC=CC=C1)C1=C(C)C=CC=C1	orphenadrine	pIC50=4.8861	pIC50=4.8861	pIC50=4.8861
CCOC(=O)NC1=CC=C2SC3=CC=CC=C3N(C(=O)CCN3CCOCC3)C2=C1	moracizine
CC(N)COC1=C(C)C=CC=C1C	mexiletine	pIC50=4.53	pIC50=4.53	pIC50=4.53
[H]C1(CCCCN1C)C(=O)NC1=C(C)C=CC=C1C	mepivacaine
CCCN(CC)C(CC)C(=O)NC1=C(C)C=CC=C1C	etidocaine
CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C	disopyramide
NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2	carbamazepine
[H][C@@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@@H](O)C1=CC=NC2=CC=C(OC)C=C12	quinidine	pIC50=5.16	pIC50=5.16	pIC50=5.16
CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2	propafenone	pIC50=5.48	pIC50=5.48	pIC50=5.48	pIC50=5.48
FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC2CCCCN2	flecainide	pIC50=5.19	pIC50=5.19	pIC50=5.19	pIC50=5.19
COC1=C(OCC(O)CN2CCN(CC(=O)NC3=C(C)C=CC=C3C)CC2)C=CC=C1	ranolazine
CC(=O)O[C@H]1CC2=C(C=CC=C2)N(C(N)=O)C2=CC=CC=C12	eslicarbazepine acetate
CCN(CC)CCNC(=O)C1=CC=C(N)C=C1	procainamide
CC(N)C(=O)NC1=C(C)C=CC=C1C	tocainide
CS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC34CC5CC(C3)C(F)(F)C(C5)C4)cc1F	CHEMBL3657937	pIC50=6.15
CS(=O)(=O)NC(=O)c1ccc(OCC23CC4CC(CC(C4)C2)C3)c(c1)C5CC5	CHEMBL3657877	pIC50=6.16
CS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC3CCCCC3)cc1F	CHEMBL3662236	pIC50=6.17
CC1(C)CCc2cc(OCc3cc(F)c(cc3Cl)C(=O)NS(=O)(=O)N4CCC4)ccc2O1	CHEMBL3657848	pIC50=6.19
Fc1cc(OCC2CCC(F)(F)CC2)c(cc1C(=O)NS(=O)(=O)C3CC3)C4CC4	CHEMBL3657998	pIC50=6.2
COc1ccc2c(NC3(CCN(CC3)C(=O)c4ccc(OC)c(c4)N(C)C)c5cccn25)c1	CHEMBL3322777	pIC50=6.24
CCCCOc1ccc(cc1)C(=O)NC(=N)NCCCCc2ccccc2	CHEMBL108347	pIC50=6.25
COc1ccc2c(N[C@@]3(CCN(C[C@@H]3C)C(=O)c4ccc(OC)c(c4)N(C)C)c5cccn25)c1	CHEMBL3337589	pIC50=6.29
CC(=O)Nc1cccc(Nc2ncnc(n2)N3CCC(CC3)Oc4ccc(cc4)C(F)(F)F)c1C	CHEMBL1813049	pIC50=6.3
Oc1cc(ccc1c2cccc3cc(ccc23)S(=O)(=O)Nc4ncns4)C(F)(F)F	CHEMBL3682649	pIC50=6.31
FC(F)(F)Oc1ccc(cc1)c2ccn3nccc3c2	CHEMBL3809080	pIC50=6.37
Fc1cc(OCC23CC4(F)CC(F)(CC(F)(C4)C2)C3)c(cc1C(=O)NS(=O)(=O)C5CC5)C6CC6	CHEMBL3658014	pIC50=6.37
Fc1cc(OCC23CC4CC(CC(C4)C2)C3)c(Cl)cc1C(=O)NS(=O)(=O)C5CC5	CHEMBL3657930	pIC50=6.37
COc1ccc2c(NC3(CCN(CC3)C(=O)c4ccc5ccccc5n4)c6cccn26)c1	CHEMBL3337599	pIC50=6.38
FC(F)(F)Oc1ccc(cc1)c2ccn3ncc(c3c2)C(F)(F)F	CHEMBL3809904	pIC50=6.38
FC1CN(C1)S(=O)(=O)NC(=O)c2cc(C3CC3)c(OCC45CC6CC(CC(C6)C4)C5)cc2F	CHEMBL3657934	pIC50=6.38
FC(F)(F)c1nnc2ccc(cn12)c3ccc(cc3)S(F)(F)(F)(F)F	CHEMBL3809777	pIC50=6.4
COc1ccc(cc1N(C)C)C(=O)N2CCC3(CC2)Nc4cc(OC)c(F)cc4n5cccc35	CHEMBL3337587	pIC50=6.45
FC(F)(F)Oc1ccc(cc1)c2ccc3ncc(n3c2)C(F)(F)F	CHEMBL3809853	pIC50=6.45
FC(F)c1nnc2ccc(cn12)c3ccc(OC(F)(F)F)cc3	CHEMBL3809528	pIC50=6.46
Fc1cc(OCC2(CCCCC2)C(F)(F)F)c(cc1C(=O)NS(=O)(=O)N3CCC3)C4CC4	CHEMBL3658002	pIC50=6.46
COc1ccc(cc1N(C)C)C(=O)N2CCC3(CC2)Nc4cc(OC(F)F)ccc4n5cccc35	CHEMBL3337584	pIC50=6.47
FC(F)(F)Oc1ccc(cc1)c2ccc3nnc(n3c2)C(F)(F)F	CHEMBL3809595	pIC50=6.48
Fc1cc(OCC23CC4CC(CC(C4)C2)C3)c(cc1C(=O)NS(=O)(=O)N5CC(F)(F)C5)C6CC6	CHEMBL3657943	pIC50=6.49
CC(=O)Nc1cccc(Nc2ncnc(n2)N3CCC(CC3)Oc4ccc(OC(F)(F)F)cc4)c1C	CHEMBL1813050	pIC50=6.52
FC(F)(F)COc1ccc(cc1)c2ccc3nnc(n3c2)C(F)(F)F	CHEMBL3809838	pIC50=6.55
CNc1noc2ccc(cc12)c3cc(Cl)ccc3Oc4cc(F)c(cc4F)S(=O)(=O)Nc5ncns5	CHEMBL3806065	pIC50=6.64
FC(F)(F)Oc1ccc(cc1)c2ccc3nnc(n3n2)C(F)(F)F	CHEMBL3810347	pIC50=6.65
COc1ccc(cc1N(C)C)C(=O)N2CCC3(CC2)Nc4cc(ccc4n5cccc35)C(F)(F)F	CHEMBL3337585	pIC50=6.66
FC(F)(F)c1ccc(cc1)c2ccc3nnc(n3c2)C(F)(F)F	CHEMBL3808645	pIC50=6.68
CC(C)(C)c1ccc(cc1)c2ccc3nnc(n3c2)C(F)(F)F	CHEMBL3808867	pIC50=6.74
COc1ccc(cc1N(C)C)C(=O)N2CCC3(CC2)Nc4cc(OC(F)(F)F)ccc4n5cccc35	CHEMBL3337583	pIC50=6.74
Cc1cc(ccc1OC(F)(F)F)c2ccc3nnc(n3c2)C(F)(F)F	CHEMBL3810234	pIC50=6.78
CS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC34CC5CC(CC(C5)C3)C4)cc1F	CHEMBL3657851	pIC50=6.8
Fc1cc(OCC2(CCCCC2)C(F)(F)F)c(cc1C(=O)NS(=O)(=O)C3CC3)C4CC4	CHEMBL3662229	pIC50=6.8
Fc1cc(OCC23CCCCC2C3)c(cc1C(=O)NS(=O)(=O)N4CCC4)C5CC5	CHEMBL3662093	pIC50=6.8
COC1CN(C1)S(=O)(=O)NC(=O)c2cc(C3CC3)c(OCC45CC6CC(CC(C6)C4)C5)cc2F	CHEMBL3657953	pIC50=6.84
COCCS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC3CCCCC3)cc1F	CHEMBL3657967	pIC50=6.85
Fc1cc(OCC23CC4CC(C2)C(F)(F)C(C4)C3)c(cc1C(=O)NS(=O)(=O)C5CC5)C6CC6	CHEMBL3662090	pIC50=6.89
Fc1cc(OCC2C3CC4CC(CC2C4)C3)c(cc1C(=O)NS(=O)(=O)N5CCC5)C6CC6	CHEMBL3657972	pIC50=6.89
Cc1cc(OC(F)(F)F)ccc1c2ccc3nnc(n3c2)C(F)(F)F	CHEMBL3809360	pIC50=6.91
COc1ccc2c(NC3(CCN(CC3)C(=O)c4ccc(OC)c(c4)N5CCCC5)c6cccn26)c1	CHEMBL3337595	pIC50=6.93
O[C@H]1CCN(C1)S(=O)(=O)NC(=O)c2cc(C3CC3)c(OCC45CC6CC(CC(C6)C4)C5)cc2F	CHEMBL3657931	pIC50=6.96
FC(F)(F)Oc1ccc(cc1)c2ccc3cnc(n3c2)C(F)(F)F	CHEMBL3809404	pIC50=6.99
CC(C)(C)c1ccc(cc1)c2oc(cc2)C(=O)N3CCN(CC3)C4CCCCC4	CHEMBL486495	pIC50=7.0
COCCS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC34CC5CC(CC(C5)C3)C4)cc1F	CHEMBL3657840	pIC50=7.0
Fc1cc(OCC2(CCCC2)C(F)(F)F)c(cc1C(=O)NS(=O)(=O)N3CCC3)C4CC4	CHEMBL3662081	pIC50=7.05
OC1CN(C1)S(=O)(=O)NC(=O)c2cc(C3CC3)c(OCC45CC6CC(CC(C6)C4)C5)cc2F	CHEMBL3657838	pIC50=7.22
C[Si](C)(C)c1ccc(cc1)c2ccc3nnc(n3c2)C(F)(F)F	CHEMBL3810248	pIC50=7.23
Fc1cc(OCC23CC4CC(CC(C4)C2)C3)c(cc1C(=O)NS(=O)(=O)N5CCC5)C6CC6	CHEMBL3657855	pIC50=7.29
Fc1cc(OCC2CCCCC2)c(cc1C(=O)NS(=O)(=O)N3CCC3)C4CC4	CHEMBL3662238	pIC50=7.4
Cn1nccc1c2cc(ccc2c3cccc4cc(ccc34)S(=O)(=O)Nc5ncns5)C(F)(F)F	CHEMBL3677849	pIC50=7.52
Fc1cc(OCC23CC4CC(CC(C4)C2)C3)c(cc1C(=O)NS(=O)(=O)C5CC5)C6CC6	CHEMBL3657932	pIC50=7.59
OCCCNS(=O)(=O)NC(=O)c1cc(C2CC2)c(OCC34CC5CC(CC(C5)C3)C4)cc1F	CHEMBL3657952	pIC50=7.66
Fc1cc(OCC23CC4CC(CC(C4)C2)C3)c(cc1C(=O)NS(=O)(=O)N5CCOCC5)C6CC6	CHEMBL3657939	pIC50=7.85
OC[C@H]1CON2[C@H]1C[C@]3(CN4C(=N)N[C@H]([C@@H]5N(COC(=O)NO)C(=N)N[C@]45C3(O)O)C2=O)OS(=O)(=O)O	CHEMBL3617050	pIC50=9.55
