NC(N)=N	guanidine
COC1=C(OC)C=C(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)C=C1	vernakalant	pIC50=4.87451887	pIC50=4.87451887	pIC50=4.87451887
NC1=CC=NC=C1	fampridine
NC1=CC=NC=C1N	amifampridine
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4ncnn4CC5CC5	CHEMBL2331991	pIC50=6.64
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)CCc3ccc(NC(=O)OCc4ccccc4)cc23	CHEMBL466646	pIC50=6.64
COc1ccc(CCN2[C@H](CN(NS(=O)(=O)CC#N)C2=O)c3ccc(OC)cc3)cc1	CHEMBL570815	pIC50=6.64
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4ncnn4C(C)(C)C	CHEMBL2331988	pIC50=6.65
CCOc1cccc(n1)n2ncnc2C3=C(C)Nc4cc(nn4[C@@H]3c5ccc(Cl)c(Cl)c5)C(F)(F)F	CHEMBL2332449	pIC50=6.65
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4nc5cc(ccc5n4C)C#N	CHEMBL567025	pIC50=6.66
CCN([C@@H]1CCN(Cc2ccccc2)C1)C(=O)c3ccc4OC(C)(C)[C@H](O)[C@@H](NS(=O)(=O)c5ccc(CC)cc5)c4c3	CHEMBL389892	pIC50=6.66
CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCN3C=Cc4ccoc4C3=O)Cc5ccccc5C)ccc12	CHEMBL3729497	pIC50=6.66
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)CCc3ccc(NC(=O)[C@H]4CCCN4Cc5cccc(Cl)c5)cc23	CHEMBL524191	pIC50=6.66
CCc1cccc2onc(NCC(C)(C)c3ccccc3)c12	CHEMBL3298145	pIC50=6.66
COC(=O)CC(C(C(=O)N(C(C)C)C(C)C)c1cccnc1)c2ccc(cc2)C#N	CHEMBL411970	pIC50=6.67
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nc(Cl)cc3N1)C(=O)N4CCN(CC4)c5ccc(F)cc5	CHEMBL2042151	pIC50=6.68
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nc(cc3N1)C(F)(F)F)c4ncnn4c5cccc(C)n5	CHEMBL2332447	pIC50=6.68
CCN([C@@H]1CCN(Cc2ccccc2)C1)C(=O)c3ccc4OC(C)(C)[C@@H](O)[C@H](NS(=O)(=O)c5ccc(CC)cc5)c4c3	CHEMBL228813	pIC50=6.68
CN1[C@H](CN(Cc2ccc(Cl)cc2)S(=O)(=O)c3cccc(c3)C#N)CCC1=O	CHEMBL3127404	pIC50=6.68
Cl.Cl.Cl.CN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCc3cccnc3)Cc4ccnc5ccccc45)ccc12	CHEMBL3729344	pIC50=6.68
CC(C)n1ccnc1C2=C(C)Nc3cc(nn3[C@@H]2c4ccc(Cl)c(Cl)c4)C(F)(F)F	CHEMBL2332451	pIC50=6.69
OC(C(N1CCCCC1)c2ccccc2)(c3cccnc3)c4cccnc4	CHEMBL1090160	pIC50=6.69
OC(C(N1CCOCC1)c2ccccc2)(c3ccccc3)c4ccccc4	CHEMBL1091863	pIC50=6.69
C1CCN(CC1)[C@H]([C@@H](N2CCCCC2)c3ccccc3)c4ccccc4	CHEMBL2152522	pIC50=6.7
CC1(C)Oc2ccc(cc2[C@@H](NS(=O)(=O)c3ccc(cc3)C(F)(F)F)[C@@H]1O)C(=O)NCCc4ccccc4	CHEMBL390106	pIC50=6.7
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4nc5cc(C)ccc5n4C	CHEMBL585923	pIC50=6.7
CC1=C(C(c2sc3ccccc3c2C)n4nccc4N1)C(=O)N5CCN(CC5)c6ccc(F)cc6	CHEMBL481399	pIC50=6.7
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4ncnn4CC(F)(F)F	CHEMBL2331992	pIC50=6.7
CCCN(c1cccc(c1)C#N)P(=O)(c2ccccc2)c3ccccc3	CHEMBL2312920	pIC50=6.7
CCN([C@H]1CCN(Cc2ccccc2)C1)C(=O)c3ccc4OC(C)(C)[C@H](O)[C@@H](NS(=O)(=O)c5ccc(CC)cc5)c4c3	CHEMBL438665	pIC50=6.7
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)CCCc3ccc(NC(=O)c4cccc(OC)c4)cc23	CHEMBL239808	pIC50=6.7
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)CCc3ccc(NC(=O)\C=C\c4ccccc4)cc23	CHEMBL467478	pIC50=6.7
COC(=O)c1ccc2c(c1)nc(C3=C(C)Nc4ccnn4C3c5ccc(Cl)c(Cl)c5)n2C	CHEMBL567234	pIC50=6.7
COC[C@@H]1CCCN1C(=O)C2=C(C)Nc3ccnn3C2c4ccc(Cl)c(Cl)c4	CHEMBL520586	pIC50=6.7
COc1ccc(CCN2C(CN(NS(=O)(=O)C)C2=O)c3ccc(Cl)cc3)cc1	CHEMBL583465	pIC50=6.7
COc1cccc2c1c(NCC(C)(C)c3ccccc3)nn2C	CHEMBL3356070	pIC50=6.7
C[C@H](OC(=O)NCc1ccccc1c2ccccc2C(=O)NCCc3ccccn3)c4ccccc4	CHEMBL317791	pIC50=6.7
COc1cccc2OC(=O)N=C(NCC(C)(C)c3ccccc3)c12	CHEMBL3298229	pIC50=6.71
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)C(=O)N4CCCCCC4	CHEMBL518718	pIC50=6.72
CC1=C(C(c2cccc(Cl)c2)n3nccc3N1)C(=O)N4CCN(CC4)c5ccc(F)cc5	CHEMBL465930	pIC50=6.72
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nc(cc3N1)C(F)(F)F)c4ncnn4c5cccc(Cl)n5	CHEMBL2332444	pIC50=6.72
CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCN3C=Cc4ccccc4C3=O)Cc5ccsc5)ccc12	CHEMBL3729291	pIC50=6.72
CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCN3C=Cc4ccoc4C3=O)Cc5ccc(cc5)C(F)(F)F)ccc12	CHEMBL3729852	pIC50=6.72
CCn1ncnc1C2=C(C)Nc3ccnn3[C@@H]2c4ccc(Cl)c(Cl)c4	CHEMBL2331984	pIC50=6.72
COc1cccc2onc(N(C)CC(C)(C)c3ccccc3)c12	CHEMBL3298147	pIC50=6.73
COC(=O)CC(C(C(=O)N(C(C)C)C(C)C)c1cccnc1)c2cccc(c2)C#N	CHEMBL385737	pIC50=6.74
CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCN3C=Cc4ccoc4C3=O)Cc5cccs5)ccc12	CHEMBL3732734	pIC50=6.75
CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCc3cccnc3)Cc4ccccc4c5cccnc5)ccc12	CHEMBL3727564	pIC50=6.75
Cl.Cl.CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCN3C=Cc4ccccc4C3=O)Cc5ccncc5)ccc12	CHEMBL3733073	pIC50=6.75
O=P(C(c1cccnc1)c2cccnc2)(c3ccccc3)c4ccccc4	CHEMBL2312925	pIC50=6.75
CCN(Cc1ccccc1F)C(=O)c2ccc3OC(C)(C)[C@@H](O)[C@H](NS(=O)(=O)c4ccc(CC)cc4)c3c2	CHEMBL228277	pIC50=6.76
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)C(=O)Nc4ccccc4	CHEMBL465085	pIC50=6.77
CCN([C@H]1CCN(Cc2ccccc2)C1)C(=O)c3ccc4OC(C)(C)[C@@H](O)[C@H](NS(=O)(=O)c5ccc(CC)cc5)c4c3	CHEMBL389096	pIC50=6.77
COc1cccc2c1C(=NS2(=O)=O)NC[C@@]3(CC[C@@H](CC3)OC(=O)NC4CC4)c5ccccc5	CHEMBL3622349	pIC50=6.77
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nc(C)cc3N1)C(=O)N4CCC[C@H]4c5onc(C)c5	CHEMBL2042157	pIC50=6.78
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nc(cc3N1)C(F)(F)F)c4ncnn4C5CCC5	CHEMBL2331999	pIC50=6.78
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)C(=O)N4CCC(C4)c5ccc(F)cc5	CHEMBL601672	pIC50=6.8
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)C(=O)N4CCC(CC4)c5ccccc5	CHEMBL479618	pIC50=6.8
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)C(=O)N4CCC[C@H]4c5onc(C)n5	CHEMBL600211	pIC50=6.8
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)C(=O)NCc4ccccc4	CHEMBL465086	pIC50=6.8
CC1=C(C(c2cccc(Cl)c2Cl)n3nccc3N1)C(=O)N4CCN(CC4)c5ccc(F)cc5	CHEMBL464066	pIC50=6.8
CC1=C(C(c2oc3ccccc3c2)n4nccc4N1)C(=O)N5CCN(CC5)c6ccc(F)cc6	CHEMBL521104	pIC50=6.8
CC1=C([C@@H](c2cccc(Cl)c2Cl)n3nccc3N1)C(=O)N4CCN(CC4)c5ccc(F)cc5	CHEMBL480020	pIC50=6.8
CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCN3C=Cc4ccoc4C3=O)Cc5ccc(cc5)C#N)ccc12	CHEMBL3729998	pIC50=6.8
CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCc3cccnc3)Cc4cccc(c4)C#N)ccc12	CHEMBL3731401	pIC50=6.8
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)Cc3ccc(NC(=O)c4cccc(OC)c4)cc23	CHEMBL288131	pIC50=6.8
COc1ccc(CCN2C(CN(NS(=O)(=O)C)C2=O)c3ccc(cc3)C4CC4)cc1	CHEMBL583254	pIC50=6.8
COc1cccc(c1)C(=O)Nc2ccc3CC[C@@H](O)[C@H](NS(=O)(=O)c4ccc(cc4)C(C)(C)C)c3c2	CHEMBL466019	pIC50=6.8
CC(C)N(C(C)C)C(=O)C(C(CNC(=O)NCc1ccccc1F)c2ccccc2)c3cccnc3	CHEMBL217620	pIC50=6.82
CC1(C)Oc2ccc(cc2[C@@H](NS(=O)(=O)c3ccccc3OC(F)(F)F)[C@@H]1O)C(=O)NCCc4ccccc4	CHEMBL228493	pIC50=6.82
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)C(=O)N4CCCC4c5ccccc5	CHEMBL605992	pIC50=6.82
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4nc5cccc(C)c5[nH]4	CHEMBL583857	pIC50=6.82
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4nc5cccc(F)c5n4C	CHEMBL584709	pIC50=6.82
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4ncnn4CCC(F)(F)F	CHEMBL2331993	pIC50=6.82
CCN1C(=O)C(C)(C)C(=O)N(C)c2cc(OCCCN(CCN3C=Cc4ccccc4C3=O)Cc5ccc(cc5)C#N)ccc12	CHEMBL3729229	pIC50=6.82
CCc1ccc(cc1)S(=O)(=O)NC2CCc3ccc(NC(=O)c4cccc(OC)c4)cc23	CHEMBL239805	pIC50=6.82
COC(=O)[C@@H]1CCCN1C(=O)C2=C(C)Nc3ccnn3C2c4ccc(Cl)c(Cl)c4	CHEMBL603705	pIC50=6.82
COCC1=C([C@@H](c2cc3ccccc3n2C)n4nc(cc4N1)C(F)(F)F)C(=O)N5CCC[C@H]5c6onc(C)c6	CHEMBL2042163	pIC50=6.82
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nc(C)cc3N1)C(=O)N4CCN(CC4)c5ccccc5	CHEMBL2042148	pIC50=6.83
COC(=O)CC(C(C(=O)N(C(C)C)C(C)C)c1cccc(Br)c1)c2cccnc2	CHEMBL217921	pIC50=6.83
CC1=C(C(c2cc(Cl)cc(Cl)c2)n3nccc3N1)C(=O)N4CCN(CC4)c5ccc(F)cc5	CHEMBL465124	pIC50=6.85
CCCCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)CCc3ccc(NC(=O)c4cccc(OC)c4)cc23	CHEMBL42934	pIC50=6.85
O=P(C(N1CCCCC1)c2cccnc2)(c3ccccc3)c4ccccc4	CHEMBL2312927	pIC50=6.85
CCNC(=O)O[C@@H]1CC[C@](CNc2n[nH]c3cccc(OC)c23)(CC1)c4ccccc4	CHEMBL3298232	pIC50=6.86
COC(=O)CC(C(C(=O)N(C(C)C)C(C)C)c1cccnc1)c2cccc(Br)c2	CHEMBL217011	pIC50=6.86
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4ncnn4Cc5ccccc5	CHEMBL2332465	pIC50=6.87
CCc1ccc(cc1)S(=O)(=O)N(Cc2cccnc2)[C@H]3[C@H](O)C(C)(C)Oc4ccc(cc34)C(=O)NCCc5ccccc5	CHEMBL230564	pIC50=6.89
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)C(C)(C)Oc3ccc(cc23)C(=O)N4CCC[C@@H]4CNc5c(C)cccc5C	CHEMBL230251	pIC50=6.89
CCn1ccnc1C2=C(C)Nc3cc(nn3[C@@H]2c4ccc(Cl)c(Cl)c4)C(F)(F)F	CHEMBL2332450	pIC50=6.89
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nc(C)cc3N1)c4ncnn4C5CCCCC5	CHEMBL2331997	pIC50=6.9
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nc(C)cc3N1)C(=O)N4CCN(CC4)c5ccc(F)cc5	CHEMBL2042147	pIC50=6.91
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)C(=O)N4CCN(CC4)c5ccc(F)cc5	CHEMBL464077	pIC50=6.92
CCCN(c1cccnc1)P(=O)(c2ccccc2)c3ccccc3	CHEMBL2312933	pIC50=6.92
CCc1ccc(cc1)S(=O)(=O)N(CC(C)(C)C)[C@H]2[C@H](O)C(C)(C)Oc3ccc(cc23)C(=O)NCCc4ccccc4	CHEMBL230776	pIC50=6.92
CCc1ccc(cc1)S(=O)(=O)N(Cc2ccccn2)[C@H]3[C@H](O)C(C)(C)Oc4ccc(cc34)C(=O)NCCc5ccccc5	CHEMBL230238	pIC50=6.92
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)C(C)(C)Oc3ccc(cc23)C(=O)N4CCC[C@H]4CNc5c(C)cccc5C	CHEMBL387993	pIC50=6.92
COc1cccc2ncnc(NCC(C)(C)c3ccccc3)c12	CHEMBL3298225	pIC50=6.93
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4ncnn4c5ccc(F)cc5	CHEMBL2332453	pIC50=6.94
COc1ccccc1n2ncnc2C3=C(C)Nc4ccnn4[C@@H]3c5ccc(Cl)c(Cl)c5	CHEMBL2332456	pIC50=6.94
COC(=O)CC(C(C(=O)N(C(C)C)C(C)C)c1cccnc1)c2cccc(c2)c3c(C)onc3C	CHEMBL386441	pIC50=6.95
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)C(=O)N4CCC[C@H]4c5onc(C)c5	CHEMBL601641	pIC50=6.96
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4nc5cccc(C)c5n4C	CHEMBL569269	pIC50=6.96
CCc1ccc(cc1)S(=O)(=O)N[C@H]2CC(C)(C)Oc3ccc(cc23)C(=O)N4CCC[C@H]4CNc5c(C)cccc5C	CHEMBL228809	pIC50=6.96
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4ncnn4CCCC(F)(F)F	CHEMBL2331994	pIC50=6.99
CCCn1ncnc1C2=C(C)Nc3ccnn3[C@@H]2c4ccc(Cl)c(Cl)c4	CHEMBL2331985	pIC50=6.99
CC(C)N(C(C)C)C(=O)C(C(CNC(=O)CCc1ccccc1)c2ccccc2)c3cccnc3	CHEMBL217222	pIC50=7.0
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)C(=O)NCCc4ccccc4	CHEMBL517791	pIC50=7.0
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nc(C)cc3N1)C(=O)N4CCC[C@H]4c5ccc(F)cc5	CHEMBL2042154	pIC50=7.0
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nc(cc3N1)C(F)(F)F)C(=O)N4CCC[C@H]4c5onc(C)c5	CHEMBL2042158	pIC50=7.0
COc1ccc(CCCN2[C@H](CN(NS(=O)(=O)C)C2=O)c3ccc(OC)cc3)cc1	CHEMBL583430	pIC50=7.0
O=P(C(c1ccccc1)c2cccnc2)(c3ccccc3)c4ccccc4	CHEMBL2312926	pIC50=7.0
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4ncnn4c5cccc(F)c5	CHEMBL2332454	pIC50=7.01
CCOCCn1ccnc1C2=C(C)Nc3cc(nn3[C@@H]2c4ccc(Cl)c(Cl)c4)C(F)(F)F	CHEMBL2332452	pIC50=7.01
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nc(cc3N1)C(F)(F)F)c4ncnn4c5cccc(n5)C(F)(F)F	CHEMBL2332443	pIC50=7.02
CC(C)N(C(C)C)C(=O)C(C(CNC(=O)CC(C)c1ccccc1)c2ccccc2)c3cccnc3	CHEMBL216955	pIC50=7.03
CC(C)n1c(nc2cc(Cl)ccc12)C3=C(C)Nc4ccnn4C3c5ccc(Cl)c(Cl)c5	CHEMBL585123	pIC50=7.03
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nc(C)cc3N1)c4ncnn4C5CCC5	CHEMBL2331996	pIC50=7.03
COc1cccc2c1C(=NS2(=O)=O)NC[C@@]3(CC[C@@H](CC3)OC(=O)Nc4nnc(s4)C5CC5)c6ccccc6	CHEMBL3622351	pIC50=7.04
CC(C)n1ncnc1C2=C(C)Nc3ccnn3[C@@H]2c4ccc(Cl)c(Cl)c4	CHEMBL2331986	pIC50=7.05
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)C(=O)N4CCCCC4	CHEMBL465277	pIC50=7.05
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)C(=O)N4CCC[C@H]4c5cc(C)on5	CHEMBL602854	pIC50=7.05
CCCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)CCc3ccc(NC(=O)c4cccc(OC)c4)cc23	CHEMBL466838	pIC50=7.05
CCc1ccc(cc1)S(=O)(=O)N[C@@H]2[C@@H](O)C(C)(C)Oc3ccc(cc23)C(=O)N4CCC[C@@H]4CNc5c(C)cccc5C	CHEMBL228808	pIC50=7.05
COc1cccc2c1C(=NS2(=O)=O)NC[C@@]3(CC[C@@H](CC3)OC(=O)NCCC(F)(F)F)c4ccccc4	CHEMBL3622350	pIC50=7.05
CCNC(=O)O[C@@H]1CC[C@](CNc2nn(C)c3cccc(OC)c23)(CC1)c4ccccc4	CHEMBL3298231	pIC50=7.06
COc1cccc(n1)n2ncnc2C3=C(C)Nc4cc(nn4[C@@H]3c5ccc(Cl)c(Cl)c5)C(F)(F)F	CHEMBL2332448	pIC50=7.06
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)C(=O)N4CCN(CC4)c5ccccc5	CHEMBL517078	pIC50=7.07
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nccc3N1)C(=O)N4CCC[C@H]4c5onc(C)c5	CHEMBL2042156	pIC50=7.08
COc1cccc2C(=O)N=C(NCC(C)(C)c3ccccc3)c12	CHEMBL3356074	pIC50=7.08
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4ncnn4c5ccc(C)cc5	CHEMBL2332457	pIC50=7.1
CCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)C(C)(C)Oc3ccc(cc23)C(=O)n4nc(cc4N)c5ccccc5	CHEMBL388762	pIC50=7.1
Clc1cc(Cl)cc(c1)c2ncccc2CNP(=O)(c3ccccc3)c4ccccc4	CHEMBL2312931	pIC50=7.1
CCN(CCNc1ccccc1)C(=O)c2ccc3OC(C)(C)[C@@H](O)[C@H](NS(=O)(=O)c4ccc(CC)cc4)c3c2	CHEMBL228330	pIC50=7.11
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4nc5ccccc5n4C	CHEMBL577300	pIC50=7.13
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4ncnn4c5ccccc5F	CHEMBL2332455	pIC50=7.13
CC1=C([C@@H](c2cc3ccccc3n2C)n4nc(cc4N1)C(F)(F)F)C(=O)N5CCC[C@H]5c6onc(C)c6	CHEMBL2042162	pIC50=7.14
COc1cccc2nc(Cl)nc(NCC(C)(C)c3ccccc3)c12	CHEMBL3298227	pIC50=7.14
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4nc5cccc(Cl)c5n4C	CHEMBL566800	pIC50=7.15
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nccc3N1)C(=O)N4CCN(CC4)c5ccc(F)cc5	CHEMBL482381	pIC50=7.16
CCCCCc1ccc(cc1)S(=O)(=O)N[C@H]2[C@H](O)CCc3ccc(NC(=O)c4cccc(OC)c4)cc23	CHEMBL468514	pIC50=7.16
CCCN(CCC)C(=O)C1=C(C)Nc2ccnn2C1c3ccc(Cl)c(Cl)c3	CHEMBL480807	pIC50=7.16
COCC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nccc3N1)C(=O)N4CCC[C@H]4c5onc(C)c5	CHEMBL2042152	pIC50=7.16
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4nc5cc(Cl)ccc5n4C	CHEMBL566382	pIC50=7.17
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4nc5c(F)cccc5n4C	CHEMBL565312	pIC50=7.19
CCNC(=O)O[C@@H]1CC[C@](CNC2=NS(=O)(=O)c3cccc(OC)c23)(CC1)c4ccccc4	CHEMBL3622348	pIC50=7.19
CCS(=O)(=O)N[C@@H]1CC[C@](CNC2=NS(=O)(=O)c3cccc(OC)c23)(CC1)c4ccccc4	CHEMBL3622362	pIC50=7.22
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4ncnn4C5CCCCC5	CHEMBL2331987	pIC50=7.23
CCCCN([C@H]1[C@H](O)C(C)(C)Oc2ccc(cc12)C(=O)NCCc3ccccc3)S(=O)(=O)c4ccc(CC)cc4	CHEMBL230671	pIC50=7.24
CCn1c(nc2cc(Cl)ccc12)C3=C(C)Nc4ccnn4C3c5ccc(Cl)c(Cl)c5	CHEMBL567244	pIC50=7.24
CCOC(=O)N[C@@H]1CC[C@](CNC2=NS(=O)(=O)c3cccc(OC)c23)(CC1)c4ccccc4	CHEMBL3622358	pIC50=7.26
CCN(CC)S(=O)(=O)N[C@@H]1CC[C@](CNC2=NS(=O)(=O)c3cccc(OC)c23)(CC1)c4ccccc4	CHEMBL3623052	pIC50=7.28
COc1cccc2c1C(=NS2(=O)=O)NC[C@@]3(CC[C@@H](CC3)NC(=O)OC(C)C)c4ccccc4	CHEMBL3622360	pIC50=7.28
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nccc3N1)C(=O)N4CCC[C@H]4c5ccc(F)cc5	CHEMBL602070	pIC50=7.3
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4ncnn4C5CCC5	CHEMBL2331990	pIC50=7.32
CCCn1c(nc2cc(F)ccc12)C3=C(C)Nc4ccnn4C3c5ccc(Cl)c(Cl)c5	CHEMBL567235	pIC50=7.32
COc1cccc2c1C(=NS2(=O)=O)NC[C@@]3(CC[C@@H](CC3)Nc4ncccn4)c5ccccc5	CHEMBL3623053	pIC50=7.33
CCc1ccc(cc1)S(=O)(=O)N[C@H]2CCCc3ccc(cc23)N(Cc4cccc(C)n4)C(=O)CCc5ccccc5	CHEMBL260684	pIC50=7.34
COc1cccc2onc(NCC(C)(C)c3ccccc3)c12	CHEMBL3298140	pIC50=7.37
CC1=C([C@@H](c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4ncnn4C5CCCC5	CHEMBL2331989	pIC50=7.43
CC(C)N(C(C)C)C(=O)C(C(CNC(=O)CCc1ccccc1F)c2ccccc2)c3cccnc3	CHEMBL385809	pIC50=7.44
COc1cccc2c1C(=NS2(=O)=O)NC[C@@]3(CC[C@H](O)CC3)c4ccccc4	CHEMBL3622346	pIC50=7.47
COc1cccc2c1C(=NS2(=O)=O)NC[C@@]3(CC[C@@H](CC3)n4cnnn4)c5ccccc5	CHEMBL3623054	pIC50=7.5
COCC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4nc5cc(F)ccc5n4C	CHEMBL567671	pIC50=7.52
COc1cccc2c1C(=NS2(=O)=O)NC[C@@]3(CC[C@@H](CC3)OC(=O)Nc4ccc(cc4)N(C)C)c5ccccc5	CHEMBL3622355	pIC50=7.52
COc1cccc2c1C(=NS2(=O)=O)NC[C@@]3(CC[C@@H](CC3)NC(=O)OCC(F)(F)F)c4ccccc4	CHEMBL3622361	pIC50=7.55
COc1cccc2snc(NCC(C)(C)c3ccccc3)c12	CHEMBL3356073	pIC50=7.6
COc1cccc2nc(O)nc(NCC(C)(C)c3ccccc3)c12	CHEMBL3298228	pIC50=7.64
COc1cccc2ccnc(NCC(C)(C)c3ccccc3)c12	CHEMBL3298226	pIC50=7.66
CC1=C(C(c2ccc(Cl)c(Cl)c2)n3nccc3N1)c4nc5cc(F)ccc5n4C	CHEMBL571976	pIC50=7.82
