CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1	parecoxib	pIC50=8.30103016	pIC50=8.30103016	pIC50=8.30103016
OC(=O)COC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1	aceclofenac
NC1=CC(O)=C(C=C1)C(O)=O	aminosalicylic acid
Nc1ccc(O)c(c1)C(=O)O	mesalazine
COC1=CC=C2C=C(CCC(C)=O)C=CC2=C1	nabumetone
COC1=CC=C2C=C(C=CC2=C1)[C@H](C)C(O)=O	naproxen	pIC50=5.6	pIC50=5.6	pIC50=5.6
CC(C(O)=O)C1=CC=C(CC2CCCC2=O)C=C1	loxoprofen	pIC50=5.0	pIC50=5.0	pIC50=5.0
C[C@H](C(O)=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1	dexketoprofen	pIC50=7.57	pIC50=7.57	pIC50=7.57	pIC50=6.64
CC(C(O)=O)C1=CC2=C(C=C1)C1=CC(Cl)=CC=C1N2	carprofen	pIC50=7.0	pIC50=7.0	pIC50=7.0	pIC50=6.99
CCC1=CC=CC2=C1NC1=C2CCOC1(CC)CC(O)=O	etodolac	pIC50=5.7	pIC50=5.7	pIC50=5.7	pIC50=6.25
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1	lumiracoxib	pKi=6.49	pKi=6.49	pKi=6.49	pKi=6.5
OC(=O)C1=CC(=CC=C1O)N=NC1=CC(C(O)=O)=C(O)C=C1	olsalazine
CCCCC1C(=O)N(N(C1=O)C1=CC=C(O)C=C1)C1=CC=CC=C1	oxyphenbutazone
Cc1onc(c2ccccc2)c1c3ccc(cc3)S(=O)(=O)N	valdecoxib	pIC50=8.3	pIC50=8.3	pIC50=8.3	pIC50=6.18
CN1C(CC(O)=O)=CC=C1C(=O)C1=CC=C(C)C=C1	tolmetin	pIC50=6.84	pIC50=6.84	pIC50=6.84
CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1	suprofen	pIC50=5.06	pIC50=5.06	pIC50=5.06
C[S+]([O-])c1ccc(\C=C/2\C(=C(CC(=O)O)c3cc(F)ccc23)C)cc1	sulindac	pIC50=4.25	pIC50=4.25	pIC50=4.25
CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1	rofecoxib	pIC50=6.51	pIC50=6.51	pIC50=6.51	pIC50=6.12
CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=CC=CC=C2S1(=O)=O	piroxicam	pIC50=4.7	pIC50=4.7	pIC50=4.7
OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1	oxaprozin	pIC50=4.44000006	pIC50=4.44000006	pIC50=4.44000006
Cc1cccc(Nc2ccccc2C(=O)O)c1C	mefenamic acid	pIC50=6.83	pIC50=6.83	pIC50=6.83	pIC50=6.22
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl	meclofenamic acid	pIC50=6.7	pIC50=6.7	pIC50=6.7	pIC50=6.16
OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1	ketorolac	pIC50=6.9	pIC50=6.9	pIC50=6.9	pIC50=6.37
CC(C(O)=O)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1	ketoprofen	pIC50=6.62	pIC50=6.62	pIC50=6.62	pIC50=6.11
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c3ccc(Cl)cc3	indomethacin	pIC50=6.33	pIC50=6.33	pIC50=6.33	pIC50=6.02
CC(C)CC1=CC=C(C=C1)C(C)C(O)=O	ibuprofen	pIC50=5.14	pIC50=5.14	pIC50=5.14	pIC50=7.0
CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1	flurbiprofen	pIC50=8.39	pIC50=8.39	pIC50=8.39	pIC50=6.45
CC(C(O)=O)C1=CC=CC(OC2=CC=CC=C2)=C1	fenoprofen	pIC50=5.23	pIC50=5.23	pIC50=5.23
CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O	etoricoxib	pIC50=6.1	pIC50=6.1	pIC50=6.1	pIC50=6.09
OC(=O)c1cc(ccc1O)c2ccc(F)cc2F	diflunisal	pIC50=5.09	pIC50=5.09	pIC50=5.09
OC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1	diclofenac	pIC50=7.7	pIC50=7.7	pIC50=7.7	pIC50=6.2
Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	celecoxib	pIC50=7.24	pIC50=7.24	pIC50=7.24	pIC50=6.0
NC1=C(C=CC=C1CC(O)=O)C(=O)C1=CC=C(Br)C=C1	bromfenac	pIC50=8.4	pIC50=8.4	pIC50=8.4
OC(=O)CCNC(=O)C1=CC=C(C=C1)\N=N\C1=CC=C(O)C(=C1)C(O)=O	balsalazide
NC(=O)CC1=C(N)C(=CC=C1)C(=O)C1=CC=CC=C1	nepafenac	pIC50=6.82	pIC50=6.82	pIC50=6.82
CC(=O)OC1=CC=CC=C1C(O)=O	acetylsalicylic acid	pIC50=5.12	pIC50=5.12	pIC50=5.12
CC(=O)NC1=CC=C(O)C=C1	paracetamol	pIC50=4.31	pIC50=4.31	pIC50=4.31
CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1	tiaprofenic acid	pIC50=7.1	pIC50=7.1	pIC50=7.1
OC(=O)c1ccccc1Nc2cccc(c2)C(F)(F)F	flufenamic acid	pIC50=6.93	pIC50=6.93	pIC50=6.93	pIC50=7.7
OC(=O)CCC(=O)C1=CC=C(C=C1)C1=CC=CC=C1	fenbufen
CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=CC=CC=C2S1(=O)=O	meloxicam	pIC50=6.8	pIC50=6.8	pIC50=6.8	pIC50=6.03
OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1	sulfasalazine
O[Bi]1OC(=O)C2=CC=CC=C2O1	bismuth subsalicylate
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O	acemetacin
OC(=O)CC1=CC=C(C=C1)C1=CC=CC=C1	felbinac
OCC(O)COC(=O)C1=C(NC2=CC=NC3=C(C=CC=C23)C(F)(F)F)C=CC=C1	floctafenine	pIC50=5.9586072	pIC50=5.9586072	pIC50=5.9586072
CC(C(=O)NC1=CC(C)=CC=N1)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1	piketoprofen
Cc1cccc(c1)N2C(=O)OC=C2c3ccc(cc3)S(=O)(=O)N	CHEMBL304054	pIC50=6.29
Cc1cncc(c1)c2nc(cn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL105766	pIC50=6.29
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)OCc2ccccc2)C(=O)O	CHEMBL3810167	pIC50=6.3
CC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)Nc3ccccc3	CHEMBL410419	pIC50=6.3
CCOC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)c3ccc(F)cc3	CHEMBL278231	pIC50=6.3
CC[C@@]1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)OC(C)C	CHEMBL111904	pIC50=6.3
COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)CC(C)C)c(C)n2C(=O)c3ccc(Cl)cc3	CHEMBL28216	pIC50=6.3
COc1ccc2c(c1)c(CC(=O)Nc3ccc(cc3)c4ccccc4)c(C)n2C(=O)c5ccc(Cl)cc5	CHEMBL329292	pIC50=6.3
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)N(CC(F)(F)F)N=C2)c3ccccc3	CHEMBL346743	pIC50=6.3
CS(=O)(=O)c1ccc(cc1)C2=C(\C=C\c3ccc(F)cc3)C(=O)CC2	CHEMBL23556	pIC50=6.3
CS(=O)(=O)c1ccc(cc1)c2cc(\C=C/CC[N+](=O)[O-])nn2C3CCCCC3	CHEMBL2111539	pIC50=6.3
CS(=O)(=O)c1ccc(cc1)c2cc(cnc2OC(C(F)(F)F)C(F)(F)F)C(F)(F)F	CHEMBL49918	pIC50=6.3
CS(=O)(=O)c1ccc(cc1)c2cc(cnc2OCC(F)(F)F)C(F)(F)F	CHEMBL48671	pIC50=6.3
C[S+]([O-])c1ccc(cc1)C(Nc2cccnc2)C(=O)c3ccc(F)cc3	CHEMBL138191	pIC50=6.3
Cc1ccc(cc1C)C2=NN(C(C2)c3ccccc3)C4=NC(=O)CS4	CHEMBL2159921	pIC50=6.3
Cc1ccn2nc(c3ccc(cc3)S(=O)(=O)C)c(c4ccc(F)cc4)c2n1	CHEMBL123700	pIC50=6.3
[O-][N+](=O)c1ccc(cc1)c2nn(cc2c3oc(nn3)c4ccncc4)c5ccccc5	CHEMBL3265358	pIC50=6.3
[O-][N+](=O)c1ccc2c(c1)S(=O)(=O)N=S2c3ccc(cc3)c4ccccc4	CHEMBL1917102	pIC50=6.3
CS(=O)(=O)Nc1cc2CCC(=O)c2cc1Sc3nccs3	CHEMBL289262	pIC50=6.32
CS(=O)(=O)c1ccc(cc1)c2nc(NC3CCCC3)cc(n2)C(F)(F)F	CHEMBL257103	pIC50=6.32
CS(=O)(=O)c1ccc(cc1)c2nn(CC(=O)Nc3ccccc3)c(c2c4ccc(F)cc4)C(F)(F)F	CHEMBL67721	pIC50=6.32
Cc1ccc(cc1)N2C(=O)OC=C2c3ccc(cc3)S(=O)(=O)C	CHEMBL306232	pIC50=6.32
CC(=O)OCc1cc(c2ccc(cc2)S(=O)(=O)C)n(c1C)c3ccc(F)cc3	CHEMBL294971	pIC50=6.33
COc1ccc(Sc2c(C)[nH]c3cc(ccc23)S(=O)(=O)C)cc1	CHEMBL184281	pIC50=6.33
COc1ccc(cc1)C(=O)NNc2ccc(Cl)cc2	CHEMBL154839	pIC50=6.33
CS(=O)(=O)c1ccc(cc1)c2cscc2c3ccc(F)cc3	CHEMBL319306	pIC50=6.33
CS(=O)(=O)c1ccc(cc1)n2cc(nc2c3cccc4OCOc34)C(F)(F)F	CHEMBL320790	pIC50=6.33
CS(=O)(=O)c1ccc(cc1)n2cc(nc2c3cccs3)C(F)(F)F	CHEMBL421417	pIC50=6.33
C\C(=C/c1ccc(cc1)C(F)(F)F)\c2ccc(O)cc2	CHEMBL491079	pIC50=6.33
NC(=O)[C@@H]1CSC(N1)c2cn(nc2c3ccccc3)c4ccccc4	CHEMBL1631309	pIC50=6.33
NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccccc3F)C(=O)N\N=C\C4=C(Cl)c5ccccc5OC4=O	CHEMBL3823187	pIC50=6.33
NS(=O)(=O)c1ccc(cc1)n2nc(nc2c3ccccc3)C(=O)Nc4ccc(Cl)cc4	CHEMBL3290199	pIC50=6.33
CN(Cc1ccccc1)c2cc(nc(n2)c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL403720	pIC50=6.34
COc1cc(F)cc(c1)c2nc(cn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL43089	pIC50=6.34
COc1cc2occc2c(OC)c1c3cc(c4ccc(F)cc4)n(n3)c5ccc(cc5)S(=O)(=O)N	CHEMBL3127461	pIC50=6.34
COc1ccc(cc1)n2nc(c3CC(O)CCc23)c4ccc(Cl)cc4	CHEMBL157129	pIC50=6.34
CS(=O)(=O)c1ccc(cc1)c2nc(NCc3nccs3)cc(n2)C(F)(F)F	CHEMBL405123	pIC50=6.34
C[C@H](Oc1ncc(cc1c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(C)(C)O	CHEMBL47294	pIC50=6.34
Cc1ccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)cc1	CHEMBL1080231	pIC50=6.34
Cc1ccccc1C2C3COc4ccccc4C3=NN2c5ccc(cc5)S(=O)(=O)N	CHEMBL3410355	pIC50=6.34
NS(=O)(=O)c1ccc(cc1)n2nc(c3CSc4ccccc4c23)C(F)(F)F	CHEMBL273420	pIC50=6.34
CC1(O)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)c3ccc4ccccc4c3	CHEMBL18312	pIC50=6.35
CS(=O)(=O)c1ccc(cc1)c2sc3nncn3c2c4ccccc4	CHEMBL346288	pIC50=6.35
Cc1cccc(Nc2cnccc2NS(=O)(=O)C(F)(F)F)c1	CHEMBL1077403	pIC50=6.35
Cc1ccncc1C2=C(CCC2=O)c3ccc(cc3)S(=O)(=O)C	CHEMBL276976	pIC50=6.35
Nc1c(nc2ccccn12)C(=O)O	CHEMBL2235866	pKd=6.35
CCOC(=O)Cn1nc(c2ccc(cc2)S(=O)(=O)C)c(c3ccc(F)cc3)c1C(F)(F)F	CHEMBL65793	pIC50=6.36
COc1ccc(Oc2cnccc2NS(=O)(=O)C(F)(F)F)cc1	CHEMBL225092	pIC50=6.36
COc1ccc(cc1)c2noc(CC(=O)O)c2c3ccc(OC)cc3	CHEMBL259972	pIC50=6.36
COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)c3ccccc3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL26509	pIC50=6.36
Cc1ccnc(c1)c2nc(cn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL108961	pIC50=6.36
NS(=O)(=O)c1ccc(cc1)n2cc(nc2c3cccnc3)C(F)(F)F	CHEMBL108452	pIC50=6.36
CCCCCCNC(=O)Oc1cccc(c1)c2ccc(cc2F)C(C)C(=O)O	CHEMBL3775041	pIC50=6.37
CCc1cc(ccc1OC)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL30236	pIC50=6.37
CS(=O)(=O)c1ccc(cc1)c2sc(nc2c3ccc(F)cc3)c4cccnc4	CHEMBL275843	pIC50=6.37
Cc1ncc(s1)c2nc(cn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL320926	pIC50=6.37
Fc1ccc(cc1)\N=C\c2cn(C(=O)c3ccccc3)c4ccccc24	CHEMBL1957883	pIC50=6.37
CCc1ccc2c(CC(=O)O)c([nH]c2c1)C(=O)c3cc(C)ccn3	CHEMBL1950011	pIC50=6.38
CCc1ccnc(c1)C(=O)c2[nH]c3ccc(OC(F)(F)F)cc3c2CC(=O)O	CHEMBL1950015	pIC50=6.38
COc1ccc2c(c1)c(CC(=O)OCCS(=O)(=O)NO)c(C)n2C(=O)c3ccc(Cl)cc3	CHEMBL1689430	pIC50=6.38
CS(=O)(=O)c1ccc2c(Sc3ccc(F)cc3)c(CO)[nH]c2c1	CHEMBL184022	pIC50=6.38
CSc1ccc(cc1)c2c(nc3sccn23)c4ccccc4	CHEMBL359143	pIC50=6.38
Cc1cccc(n1)c2nc(cn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL110331	pIC50=6.38
C1Oc2ccc(Nc3nc(cs3)c4ccccc4)cc2O1	CHEMBL1894768	pIC50=6.39
CC(C)(O)c1cc(c2ccc(cc2)S(=O)(=O)N)c(s1)c3ccc(F)cc3	CHEMBL308682	pIC50=6.39
CC(C)c1ccc(cc1)C2=C(c3ccc(cc3)S(=O)(=O)C)C(C)(O)OC2=O	CHEMBL18867	pIC50=6.39
CC1=CC(=O)C(=C(O1)c2ccc(cc2)S(=O)(=O)C)Oc3ccc(I)cc3	CHEMBL126683	pIC50=6.39
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)N(CC3CCCCC3)N=C2)c4ccc(F)cc4	CHEMBL158148	pIC50=6.39
CS(=O)(=O)c1ccc(cc1)n2cc(CF)nc2c3ccc(Cl)cc3	CHEMBL43265	pIC50=6.39
Cc1onc(c1)c2nc(cn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL110660	pIC50=6.39
FC(F)(F)S(=O)(=O)Nc1ccncc1Nc2ccc(Cl)cc2	CHEMBL1079333	pIC50=6.39
Oc1ccc(cc1Cl)c2ccccc2c3oc4ccccc4n3	CHEMBL3287559	pIC50=6.39
CC(=CCC\C(=C\Cc1c(O)cc(O)c(C(=O)C)c1O)\C)C	CHEMBL1242095	pIC50=6.4
CC(C)(C)c1cc(cc2c1OCC2(C)C)C(=O)CSCC3CC3	CHEMBL417254	pIC50=6.4
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CN)C(=O)O	CHEMBL3809116	pIC50=6.4
CC1(OCC(F)(F)F)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)c3ccc(F)cc3	CHEMBL18790	pIC50=6.4
CCCCC(=O)c1cc(c2SCCC(C)(C)c2c1)C(C)(C)C	CHEMBL276800	pIC50=6.4
CC[C@]1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)OC(C)C	CHEMBL443278	pIC50=6.4
COC(=O)[C@@H](C)NC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c3ccc(OC)cc13	CHEMBL2111594	pIC50=6.4
COc1c(c(O)cc2occc12)c3cc(nn3c4ccc(cc4)S(=O)(=O)N)c5cccnc5	CHEMBL3127308	pIC50=6.4
COc1ccc2c(c1)c(CC(=O)Oc3ccccc3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL319825	pIC50=6.4
CS(=O)(=O)c1ccc(cc1)c2c(nc3sccn23)c4ccc(F)cc4	CHEMBL148976	pIC50=6.4
CS(=O)(=O)c1ccc(cc1)c2cc(CO[N+](=O)[O-])nn2C3CCCCC3	CHEMBL66435	pIC50=6.4
CS(=O)(=O)c1ccc(cc1)n2cc(nc2c3ccccc3F)C(F)(F)F	CHEMBL43645	pIC50=6.4
C[C@@]12C[C@H]3OC(=O)C(=C)[C@H]3C[C@H]1C(=C)C(=O)C=C2	CHEMBL512400	pIC50=6.4
C[C@H]1O[C@@]1(C)C(=O)O[C@@H]2[C@@H](OC(=O)C)\C(=C/[C@H]3O[C@H]3[C@]4(C)O[C@@H]4[C@H]5OC(=O)C(=C)[C@H]25)\C(=O)O	CHEMBL463571	pIC50=6.4
Cc1c(CCOCCO)cc(c2ccc(cc2)S(=O)(=O)C)n1c3ccc(F)cc3	CHEMBL2337409	pIC50=6.4
NS(=O)(=O)c1ccc(cc1)C2=COC(=O)N2c3ccc(Cl)c(Cl)c3	CHEMBL304560	pIC50=6.4
COc1ccc2c(c1)c(CC(=O)O)c(n2C(=O)c3ccc(Cl)cc3)C(F)(F)F	CHEMBL2386352	pIC50=6.41
COc1ccc2c(c1)c(Cc3csc(N)n3)c(C)n2C(=O)c4ccc(Cl)cc4	CHEMBL24687	pIC50=6.41
C[C@H](C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1	CHEMBL441414	pIC50=6.41
NS(=O)(=O)c1ccc(cc1)c2c(nn3ncccc23)c4ccc(OC(F)(F)F)cc4	CHEMBL360182	pIC50=6.41
CC(=O)Oc1ccccc1C(=O)Oc2ccc(CCO)cc2	CHEMBL1958348	pIC50=6.42
CC1(O)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)c3ccc(F)cc3	CHEMBL18040	pIC50=6.42
COC(=O)c1[nH]c2cc(ccc2c1Sc3ccc(F)cc3F)S(=O)(=O)C	CHEMBL183101	pIC50=6.42
Cc1ccc(OC2=C(c3ccc(cc3)S(=O)(=O)C)C(C)(C)OC2=O)nc1	CHEMBL320111	pIC50=6.42
Cc1ccc(cc1)c2nn(cc2C3N[C@@H](CS3)C(=O)N)c4ccccc4	CHEMBL1631310	pIC50=6.42
Cc1csc(Sc2cc3C(=O)CCc3cc2NS(=O)(=O)C)n1	CHEMBL37414	pIC50=6.42
NS(=O)(=O)c1ccc(cc1)n2nc(nc2c3ccccc3)C(=O)Nc4nc5ccccc5s4	CHEMBL3290197	pIC50=6.42
CC1(C)Cc2c(c3ccccc3)c(c(CC(=O)O)n2C1)c4ccc(Cl)cc4	CHEMBL300982	pIC50=6.43
CCCCCCCCCCCCCCCCCC(=O)O[C@H]1C[C@@H](O)[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]4[C@H](CC[C@@]34C)[C@@](C)(O)CCC=C(C)C)C1(C)C	CHEMBL504631	pIC50=6.43
COc1ccc2c(c1)c(CC(=O)N[C@H](CO)C(C)C)c(C)n2C(=O)c3ccc(Cl)cc3	CHEMBL25030	pIC50=6.43
CS(=O)(=O)c1ccc(cc1)C2=C(Sc3ccccc3)C(=O)N(Cc4ccccc4)N=C2	CHEMBL155206	pIC50=6.43
CS(=O)(=O)c1ccc(cc1)c2c(nn3nc(ccc23)S(=O)(=O)C)c4ccc(F)cc4	CHEMBL434520	pIC50=6.43
CSc1nc(c2ccc(cc2)S(=O)(=O)N)n(n1)c3ccc(Cl)cc3	CHEMBL3746308	pIC50=6.43
CC1=CC(=O)C(=C(O1)c2ccc(cc2)S(=O)(=O)C)Oc3ccc(Br)cc3	CHEMBL127514	pIC50=6.44
CCCC\C(=C(/c1ccccc1)\c2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)\c3ccc(cc3)S(=O)(=O)C	CHEMBL2283166	pIC50=6.44
CN(C)c1ccc(cc1)c2cnnn2c3ccc(cc3)S(=O)(=O)C	CHEMBL457331	pIC50=6.44
COc1c(O)c(c(OC)c2ccoc12)c3cc(nn3c4ccc(cc4)S(=O)(=O)N)c5cccnc5	CHEMBL3127458	pIC50=6.44
COc1ccc(cc1)c2cc(nn2c3ccc(c(CO)c3)S(=O)(=O)N)C(F)(F)F	CHEMBL148100	pIC50=6.44
CS(=O)(=O)Nc1cc2CCC(=O)c2cc1Sc3ncc(Cl)cc3Cl	CHEMBL290739	pIC50=6.44
CS(=O)(=O)c1ccc(cc1)C2=C(OCC3CC3)C(=O)N(Cc4ccccc4)N=C2	CHEMBL155898	pIC50=6.44
CS(=O)(=O)c1ccc(cc1)c2ccccc2c3ccc(F)c(Cl)c3	CHEMBL52454	pIC50=6.44
CCOc1ccc(cc1)c2cc(Cl)cc3C=C(C(Oc23)C(F)(F)F)C(=O)O	CHEMBL1669036	pIC50=6.45
CC1(C)OC(=O)C(=C1c2ccc(cc2)S(=O)(=O)C)Oc3cccc(Cl)n3	CHEMBL108857	pIC50=6.46
COc1c(F)cc(cc1F)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)F	CHEMBL29456	pIC50=6.46
COc1cccc(c1)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL44468	pIC50=6.46
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)N(C2)c3ccc(F)cc3)c4ccccc4	CHEMBL48332	pIC50=6.46
CS(=O)(=O)c1ccc(cc1)c2sc(CC#N)nc2c3ccc(F)cc3	CHEMBL417266	pIC50=6.46
CSc1cccc(c1)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL416989	pIC50=6.46
Cc1ccc(cc1)C2=C(C=NN(Cc3ccccc3)C2=O)c4ccc(cc4)S(=O)(=O)C	CHEMBL157629	pIC50=6.46
Cc1ccccc1CN2N=CC(=C(C2=O)c3ccccc3)c4ccc(cc4)S(=O)(=O)C	CHEMBL158236	pIC50=6.46
Cc1cnc(c2cccnc2)c(c1)c3ccc(cc3)S(=O)(=O)C	CHEMBL329120	pIC50=6.46
NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3csc4ccccc34)C(F)(F)F	CHEMBL29397	pIC50=6.46
COc1c(cc(cc1C(C)(C)C)c2nnc(SC)s2)C(C)(C)C	CHEMBL280326	pIC50=6.47
COc1cc2occc2c(OC)c1c3cc(c4ccc(cc4)C(F)(F)F)n(n3)c5ccc(cc5)S(=O)(=O)N	CHEMBL3127462	pIC50=6.47
COc1ccc(cc1)C2=C(CN(C2=O)c3ccccc3)c4ccc(cc4)S(=O)(=O)C	CHEMBL300021	pIC50=6.47
COc1ccc(cc1C)c2cc(Cl)cc3C=C(C(Oc23)C(F)(F)F)C(=O)O	CHEMBL1669040	pIC50=6.47
COc1ccc(cc1OC)c2c(F)c(F)ccc2c3ccc(cc3)S(=O)(=O)C	CHEMBL364166	pIC50=6.47
COc1ccc(cc1OC)c2cc(F)c(F)cc2c3ccc(cc3)S(=O)(=O)C	CHEMBL52889	pIC50=6.47
CS(=O)(=O)c1ccc(cc1)C2=C(C(=O)CC2)c3cccc(F)c3	CHEMBL23245	pIC50=6.47
CS(=O)(=O)c1ccc(cc1)c2cc(F)c(F)cc2c3ccc4OCCOc4c3	CHEMBL54746	pIC50=6.47
CS(=O)(=O)c1ccc(cc1)c2ccc(F)c(F)c2c3ccc4OCCOc4c3	CHEMBL365890	pIC50=6.47
Clc1ccc(NNC(=O)c2ccc(Cl)cc2)cc1	CHEMBL422530	pIC50=6.47
NS(=O)(=O)c1ccc(cc1)n2cc(nc2c3cncc(Br)c3)C(F)(F)F	CHEMBL106023	pIC50=6.47
NS(=O)(=O)c1ccc(cc1)n2nc(CO)c(Cl)c2c3ccc(Cl)cc3	CHEMBL287447	pIC50=6.47
NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccc(F)cc3)C#N	CHEMBL29136	pIC50=6.47
Nc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F	CHEMBL282084	pIC50=6.47
OC(=O)C1=Cc2c(OC1C(F)(F)F)ccc(Cl)c2Sc3ccccc3	CHEMBL1630236	pIC50=6.47
CCSc1cccc(c1)c2ccc(cc2)C(C)C(=O)O	CHEMBL107938	pIC50=6.48
CCc1ccc2OC(C(=Cc2c1)C(=O)O)C(F)(F)F	CHEMBL1288539	pIC50=6.48
CN(C)c1ccc(cc1F)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL44977	pIC50=6.48
COc1ccc(Sc2c(C#N)[nH]c3cc(ccc23)S(=O)(=O)C)c(Cl)c1	CHEMBL183279	pIC50=6.48
COc1ccc2c(c1)c(CC(=O)NC[C@@H](C)O)c(C)n2C(=O)c3ccc(Cl)cc3	CHEMBL281653	pIC50=6.48
COc1ccccc1C2C3COc4ccccc4C3=NN2c5ccc(cc5)S(=O)(=O)N	CHEMBL3410356	pIC50=6.48
Cc1ccc(NNC(=O)c2ccccc2)cc1	CHEMBL157950	pIC50=6.48
Cc1ccc(cc1C)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL43493	pIC50=6.48
Cc1ccc(nc1)c2cc(F)c(F)cc2c3ccc(cc3)S(=O)(=O)N	CHEMBL54619	pIC50=6.48
Cl.FC(F)(F)S(=O)(=O)Nc1ccncc1NC2CCCCC2	CHEMBL1204023	pIC50=6.48
Clc1ccc(cc1)C(=O)NNc2ccccc2	CHEMBL346470	pIC50=6.48
CCc1cccc(C)c1Nc2ccccc2CC(=O)O	CHEMBL259842	pIC50=6.49
CN(C)c1ccc(cc1Cl)c2nc(cn2c3ccc(cc3)S(=O)(=O)C)C(F)(F)F	CHEMBL296078	pIC50=6.49
CSCc1cn(c2ccc(cc2)S(=O)(=O)C)c(n1)c3ccc(Cl)cc3	CHEMBL43933	pIC50=6.49
CC(C)Oc1ccc(cc1)c2ccc(cc2)\C(=C/c3ccc(cc3)S(=O)(=O)C)\C(=O)O	CHEMBL2283161	pIC50=6.5
CC1=CC(=O)C(=C(O1)c2ccc(cc2)S(=O)(=O)C)Oc3ccc(Cl)cc3	CHEMBL420351	pIC50=6.5
CCCCCCCNC(=O)Oc1cccc(c1)c2ccc(cc2F)C(C)C(=O)O	CHEMBL3775979	pIC50=6.5
