NC(N)=N	guanidine
CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1	sotalol	pKi=4.0	pKi=4.0	pKi=4.0
CCCCc1oc2ccccc2c1C(=O)c3cc(I)c(OCCN(CC)CC)c(I)c3	amiodarone	pIC50=5.0	pIC50=5.0	pIC50=5.0	pIC50=5.0
CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1	dofetilide	pKi=8.19	pKi=8.19	pKi=8.19	pIC50=7.31
NC1=CC=NC=C1	fampridine
NC1=CC=NC=C1N	amifampridine
F[C@@H]1CCNC[C@H]1c2c([nH]c3c(F)cccc23)c4ccccc4	CHEMBL498729	pKi=5.52
Fc1cccc(O[C@@H]2CN[C@H](C2)C(=O)N3CCCN(CC3)C4CCC4)c1	CHEMBL1095845	pIC50=5.52
Fc1cccnc1c2ccc3[nH]nc(c4cncc(O[C@H]5CNCCC56CC6)n4)c3c2	CHEMBL3393710	pIC50=5.52
NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1	CHEMBL1223951	pIC50=5.52
NC(=O)c1cnc(N[C@H](C2CC2)C(F)(F)F)c3c4ccc(cc4[nH]c13)c5cn[nH]c5	CHEMBL1835149	pIC50=5.52
Nc1ccc(cc1NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)c4ccccc4	CHEMBL253868	pIC50=5.52
Nc1ncc(cc1c2ccc(cc2)C(F)(F)F)c3ccc(cc3)C(=O)N4CCOCC4	CHEMBL2181489	pIC50=5.52
O=C(Cc1ccc(cc1C2CC2)n3cnnn3)N4CCN(CCc5ccc6C(=O)OCc6c5)CC4	CHEMBL2441415	pIC50=5.52
O=C(N1CCCCC1)c2ccc(cc2)C3=CC4(CCNCC4)Oc5ccccc35	CHEMBL550261	pIC50=5.52
OC1CCN(CCc2ccc(Oc3nc4ccccc4s3)cc2)CC1	CHEMBL446514	pIC50=5.52
C(Oc1ccccc1CC(N2CCNCC2)c3ccccc3)C4CC4	CHEMBL1083706	pIC50=5.53
CC(C)(C)COc1cnc2Oc3ccc(cc3[C@@]4(COC(=N4)N)c2c1)c5cccnc5F	CHEMBL3359749	pKi=5.53
CC(C)(C)c1c[nH]c(n1)C2Cc3c([nH]c4ccccc34)C(N2)C5CCOCC5	CHEMBL3775825	pIC50=5.53
CC1(CCN(C1=O)[C@@]2(CC[C@H](CC2)N3CCN(C(=O)C3)c4ccccc4Cl)c5ccccc5)c6cc(cc(c6)C(F)(F)F)C(F)(F)F	CHEMBL381984	pKi=5.53
CC1(Cc2c([nH]c3ccccc23)C(N1)C4CCOCC4)c5nc(c[nH]5)c6ccccc6	CHEMBL3775729	pIC50=5.53
COC(C)(C)COc1cnc2Oc3ccc(cc3[C@@]4(COC(=N4)N)c2c1)c5cccnc5F	CHEMBL3359751	pKi=5.53
O=C(N(C1CCC1)[C@H]2CCNC2)c3ccccc3Oc4ccccc4	CHEMBL561878	pIC50=5.53
CC#Cc1cncc(c1)c2cccc(c2)C3(N=C(N)c4c(F)cccc34)c5ccnc(c5)C(F)F	CHEMBL2177915	pIC50=5.54
CC1(N[C@H](Cc2c1[nH]c3ccccc23)c4nc(c[nH]4)c5ccc(F)cc5)c6ccccc6	CHEMBL3582310	pKi=5.54
CCC(=S)N1CCC(CN2CC[C@H](NC(=O)c3cc(Cl)c(N)cc3OC)[C@@H](C2)OC)CC1	CHEMBL3758397	pIC50=5.54
CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2	CHEMBL631	pIC50=5.54
CCOC(=O)N1CCC(CN2CCC3(CC2)CC(=O)N(CC)c4ncccc34)CC1	CHEMBL2407174	pIC50=5.54
CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(c(F)c3)S(=O)(=O)C	CHEMBL2010833	pIC50=5.54
CN1C(=O)c2ccccc2N=C1c3ccc(OC4CCN(CC4)C5CCCC5)cc3	CHEMBL455681	pIC50=5.54
CN1C(=O)c2ccccc2N=C1c3ccc(OCCCN4CCCC4)cc3	CHEMBL488248	pIC50=5.54
COc1cc(ccc1n2cnc(C)c2)c3cn(CC(=O)N(Cc4ccccc4)CC(F)(F)F)nn3	CHEMBL2017563	pIC50=5.54
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)[C@H]4CCc5c(F)cccc5N(CC(F)(F)F)C4=O	CHEMBL3609749	pKi=5.54
COc1ccc(CC(=O)N2CCC3(CC2)CN(C3)[C@@H]4CCc5cc(ccc45)c6ncccn6)cc1	CHEMBL2426677	pIC50=5.54
COc1cccc(c1)n2cc3N=C(C)N(C[C@H]4CCCN(C[C@H]5CCCO5)C4)C(=O)c3n2	CHEMBL3218908	pIC50=5.54
COc1cccc2c1OC(C(C)S2(=O)=O)c3ccc(OCCCN4CCC[C@H]4C)cc3	CHEMBL560863	pIC50=5.54
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4nccs4	CHEMBL1086521	pKi=5.54
Cc1c(CNC2CCCC2)nn(c3ccc(Cl)cc3Cl)c1c4cccnc4	CHEMBL468937	pIC50=5.54
Cc1ccc(OCCCc2cccc(C#CCOc3ccc(C)cc3)[n+]2C)cc1	CHEMBL2325209	pIC50=5.54
Clc1ccccc1OC2CCN(CC2)S(=O)(=O)c3ccc4CCNCCc4c3	CHEMBL492301	pKi=5.54
Fc1cccc(CN2CCC(CC2)Oc3ncnc4c3ccn4Cc5ccccc5)n1	CHEMBL2012294	pKi=5.54
NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cncc(Cl)c5	CHEMBL3703301	pIC50=5.54
Nc1cncc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1	CHEMBL2012017	pKi=5.54
O=C(C1CC(CN1)Oc2ccc(cc2)C#N)N3CCCN(CC3)C4CCCC4	CHEMBL1823047	pIC50=5.54
O=C([C@H]1C[C@@H](CN1)Oc2ccc(cc2)C#N)N3CCCN(CC3)C4CCCC4	CHEMBL1097883	pIC50=5.54
O=C1[C@H]2CCN1C(c3ccccc3)c4cccc(Oc5cc(Cn6cncc6CN2)ccc5C#N)c4	CHEMBL501480	pIC50=5.54
OCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1	CHEMBL3605120	pIC50=5.54
[O-][S+](c1ccc(\C=C\c2ccc(F)cc2)nc1)c3ccccc3F	CHEMBL395459	pKi=5.54
Brc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1	CHEMBL1824031	pIC50=5.55
CC(=O)N1CCC2(CCN(C2)c3ccc(cn3)C(=O)Nc4cc(ccc4N)c5cccs5)C1	CHEMBL472442	pKi=5.55
CC(C)(C)c1cc(cc(c1)C(C)(C)C)C(=O)NCC2CCN(C2)C(=O)CCCCC(c3ccc(F)cc3)c4ccc(F)cc4	CHEMBL2031976	pIC50=5.55
CC1(Oc2ccccc2C(=N1)N)c3cccc(c3)c4cccnc4	CHEMBL2380438	pIC50=5.55
CCC(=O)NCCc1ccccc1c2ccc([C@H]3CNCC[C@@H]3C4=CC(=O)N(C)C=C4)c(Cl)c2	CHEMBL1957791	pIC50=5.55
CCCC1=Nc2ccccc2C(=O)N1c3ccc(OCCCN4CCCC4)cc3	CHEMBL515004	pIC50=5.55
CCN1C=C(C=C(C)C1=O)[C@@]2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncc(c5)C#CC	CHEMBL2152903	pIC50=5.55
CCOC(=O)N1CCC(CN2CCC3(CC2)CC(=O)Nc4ncccc34)CC1	CHEMBL2407172	pIC50=5.55
CCOC(=O)c1ccc(nc1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7	CHEMBL3323079	pIC50=5.55
CCOCCn1nc(C)c2nc(NC3CCNCC3)nc(Nc4cc(C)ccn4)c12	CHEMBL1097783	pIC50=5.55
CN(C1CCN(Cc2ccc(c(F)c2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4	CHEMBL2010840	pIC50=5.55
CN([C@@H]1CCN(C1)C2CCCCC2)C(=O)c3ccc(cc3)n4c(C)nc5ccccc45	CHEMBL1836040	pIC50=5.55
CN1C(=O)N(Cc2nccc3ccccc23)C(=O)c4c1c(C#N)c(N5CCC[C@H](N)C5)n4Cc6ccccc6	CHEMBL1951596	pIC50=5.55
CN1C(=O)c2ccccc2N=C1c3ccc(OCCCN4CCCCC4)cc3	CHEMBL487064	pIC50=5.55
CNc1nc(NCCCN(C)C)c2sc(cc2n1)c3ccc(OC(F)(F)F)cc3	CHEMBL3120280	pIC50=5.55
COC(=O)C1(CNC(=O)c2cc(OC)cc(OC)c2)CCN(Cc3cccc(c3)C(F)(F)F)CC1	CHEMBL1836166	pIC50=5.55
COc1cc(CCN2CCN(CC(C)c3ccc4C(=O)OCc4c3C)CC2)ccc1C#N	CHEMBL3612797	pIC50=5.55
COc1ccc(cn1)[C@@H]2CC[C@H](CC2)N3CC(C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F	CHEMBL1829619	pIC50=5.55
C[C@@H](OC1CCC2NC1(CC2c3nnnn3C)c4ccccc4)c5cc(cc(c5)C(F)(F)F)C(F)(F)F	CHEMBL204573	pKi=5.55
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccc(cc4)N5CCCCC5	CHEMBL1085336	pIC50=5.55
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4csc(n4)c5cc(C)on5	CHEMBL1086073	pIC50=5.55
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4nnn(c4C)c5ccc(F)cc5F	CHEMBL1086098	pIC50=5.55
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4sc(nc4C)c5ccccn5	CHEMBL1085866	pKi=5.55
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4sc5ncnn5c4C	CHEMBL1084383	pIC50=5.55
Cc1cc(C)n(CC(NC(=O)NC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2)c5ccccc5)n1	CHEMBL539475	pIC50=5.55
Cc1ccccc1CN([C@H]2CCN(C2)S(=O)(=O)C)c3ccc(C#N)c(Cl)c3	CHEMBL601500	pIC50=5.55
Cl.COc1ccccc1N2CCN(CCCCCC(=O)n3c4ccccc4c5ccccc35)CC2	CHEMBL3764650	pIC50=5.55
FC(F)(F)c1cccc(c1)C(=O)NCC(=O)NC2CN(C2)[C@@H]3CC[C@@H](CC3)c4ccc5OCOc5c4	CHEMBL1829605	pIC50=5.55
Fc1ccccc1c2ccc3oc(nc3n2)N4CCN5CCC4CC5	CHEMBL597737	pIC50=5.55
N[C@@H]([C@@H]1CC[C@H](CC1)NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)C(=O)N3CCSC3	CHEMBL25211	pKi=5.55
N[C@H]1COC[C@@H]1Oc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2	CHEMBL3605015	pIC50=5.55
Nc1cncc(Nc2ccc(Oc3ccc(cc3)C(F)(F)F)cc2)n1	CHEMBL2012044	pKi=5.55
O=C(CNC(=O)c1ccccc1)NC2CN(C2)[C@@H]3CC[C@H](CC3)c4ccc5OCOc5c4	CHEMBL1829610	pIC50=5.55
O=C(N([C@H]1CCNC1)c2ccccc2)c3ccccc3Oc4ccccc4	CHEMBL564935	pIC50=5.55
O=C1CCCN1C2CCN(CCc3ccc(Oc4nc5ncccc5s4)cc3)CC2	CHEMBL2207744	pIC50=5.55
O=C1NCc2ccc(OCCCN3CCN(CC3)c4cccc5ccccc45)cc12	CHEMBL1258533	pKi=5.55
O[C@@]1(CCNC[C@@H]1c2onc(c2)c3c(Cl)cccc3Cl)c4ccc(F)c(F)c4	CHEMBL2016936	pKi=5.55
O[C@@]1(CC[C@@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(F)cc4	CHEMBL1829629	pIC50=5.55
C(COc1ccc(cc1)C2CCCO2)CN3CCCCC3	CHEMBL1822690	pKi=5.56
CC(=O)NC[C@@H]1OC(=O)N2[C@H]1COc3cc(ccc23)c4ccc(nc4)C#N	CHEMBL1915619	pIC50=5.56
CC(C)OC(=O)N1CCC(C)(CN2CCC3(CC2)CN(c4ncccc34)S(=O)(=O)C)CC1	CHEMBL3289444	pIC50=5.56
CC(C)[C@@]1(CC[C@H](C1)N2CCC(CC2)c3cccc(c3)C(=O)O)C(=O)NCc4cc(cc(c4)C(F)(F)F)C(F)(F)F	CHEMBL255511	pIC50=5.56
CCC(=O)OC(Cc1ccccc1)(C(C)CN(C)C)c2ccccc2	CHEMBL300117	pIC50=5.56
CCc1ccc2c(nc(N)nc2c1)N3CC[C@H](C3)NC	CHEMBL2376797	pKi=5.56
CN1CCN(Cc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCNC(=O)Oc6ccccc6)c2)CC1	CHEMBL224968	pIC50=5.56
Cc1ccc(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc23)cc1	CHEMBL2012267	pKi=5.56
Cc1nnc2c3cc(c4ccccc4)c(nc3ccn12)c5ccc(CN6CCC(CC6)c7n[nH]c(n7)c8ccccn8)cc5	CHEMBL445464	pIC50=5.56
NC1=NC2(CO1)c3cc(ccc3OCC24CC4)c5cncc(OC(F)F)c5	CHEMBL3703261	pIC50=5.56
NC1=N[C@@]2(CO1)c3cc(ccc3Oc4c(F)cc(cc24)c5ccccn5)c6cccnc6F	CHEMBL3355143	pKi=5.56
C1CC(CCO1)[C@H]2N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6cccnc6	CHEMBL3774851	pIC50=5.57
CC(C)CC[C@@H]1C[C@@H](CC[C@@H]1NC(=O)CNC(=O)c2cccc(c2)C(F)(F)F)N(C)C(C)C	CHEMBL3577939	pIC50=5.57
CC1CCN(CCCOC2=NN(C(=O)C=C2)c3ccc(F)c(F)c3)CC1	CHEMBL3805216	pIC50=5.57
CCC(NCCCC[C@@H](Oc1cc(C)c(F)c(C)c1)C(=O)NO)c2ccc(F)cc2	CHEMBL2012837	pIC50=5.57
CCN1C=C(C=C(C)C1=O)C2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncc(F)c5	CHEMBL2177301	pIC50=5.57
CCOc1cccc(c1)c2cccc(c2)N3C=C(C(=O)NC(C)C)C(=O)c4cccnc34	CHEMBL456808	pIC50=5.57
CNC(C)c1cc(C)ccc1Oc2ccc(Cl)c(Cl)c2	CHEMBL453631	pIC50=5.57
CNc1nc(NCCCN(C)C)c2sc(cc2n1)c3ccc(cc3)C(F)(F)F	CHEMBL3120274	pIC50=5.57
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)C(=O)N5CCOCC5	CHEMBL1809055	pIC50=5.57
COc1cc(ccc1n2cnc(C)c2)c3cn(Cc4cccc(F)c4)nn3	CHEMBL1818822	pIC50=5.57
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5cc(F)ccc5N(CC(F)(F)F)C4=O	CHEMBL3609636	pIC50=5.57
COc1ccc(CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1	CHEMBL296419	pIC50=5.57
COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1	CHEMBL1294	pIC50=5.57
CSc1cc(ccc1C#N)c2ccc(C[C@H](NC(=O)[C@@H]3CCCCN3)C#N)cc2	CHEMBL3261920	pIC50=5.57
Cc1[nH]c2ccccc2c1CCN3CCc4ccc(\C=C\C(=O)NO)cc4C3	CHEMBL1093362	pIC50=5.57
Cc1c(CNC2CCCC2)nn(c1c3ccc(Cl)nc3)c4ncccc4Cl	CHEMBL492585	pIC50=5.57
Cc1cc(ccc1c2ccnc(NCc3n[nH]c4nc(F)ccc34)c2)C#N	CHEMBL2147021	pIC50=5.57
Cc1ccccc1C2CCN(C[C@@H]3CCc4cccnc4[C@@H](O)C3)CC2	CHEMBL472168	pIC50=5.57
Clc1ccc(cc1)n2c(nc3c(NN4CCCCC4)ncnc23)c5ccc(Cl)cc5Cl	CHEMBL496770	pIC50=5.57
Fc1ccc(CCN2CCC(F)(CC2)S(=O)(=O)c3ccc(cc3)C#N)c(F)c1	CHEMBL368816	pKi=5.57
O=C(Cc1ccc(cc1)n2cnnn2)N3CCN(CCc4cccc(c4)C#N)CC3	CHEMBL2441435	pIC50=5.57
O=C1OCCN1C2CCN(CCOc3ccc(Oc4nc5ccccc5s4)cc3)CC2	CHEMBL472138	pIC50=5.57
O=C1[C@@H]2CCN1[C@H]3CCc4ccc(Oc5cc(Cn6cncc6CN2)ccc5C#N)cc34	CHEMBL523570	pIC50=5.57
OC(=O)[C@@H](CC1CCC1)N2C[C@H](CN3CCC(CC3)c4cnc5ccccn45)[C@H](C2)c6cccc(F)c6	CHEMBL2113086	pIC50=5.57
OCC1(COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2)CC1	CHEMBL3605126	pIC50=5.57
O[C@@H]1C[C@H](COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2)C[C@@H]1O	CHEMBL3605130	pIC50=5.57
CC(=O)N[C@H]1CC(C)(C)Oc2nc(c(cc12)c3ccc(Cl)cc3)c4ccc(Cl)cc4Cl	CHEMBL1098847	pIC50=5.58
CC(C)Oc1cc(C2CCN(CCO)CC2)c(C)cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3	CHEMBL2403836	pIC50=5.58
CCCCN(CC)CC#CCc1ccc(Cl)cc1	CHEMBL3093968	pIC50=5.58
COc1cc(ccc1n2cnc(C)c2)c3cn(nn3)C4CCc5c(F)cccc5N(CC(F)(F)F)C4=O	CHEMBL3609637	pIC50=5.58
COc1ccc(Cn2c(nc3ccccc23)C4CCCN(C4)C(C)C)cc1	CHEMBL1095364	pKi=5.58
Cc1nc(nc(OCCCN2CCCCC2)c1Cl)c3ccc(cc3)C(F)(F)F	CHEMBL3359236	pIC50=5.58
Cl.C1CCN(C1)C23CNCC(C(C2)c4ccccc4)C(C3)c5ccccc5	CHEMBL3401424	pIC50=5.58
Cl.CC(C)n1nc(C(=O)NCC2CCN(CCNS(=O)(=O)C)CC2)c3ccccc13	CHEMBL2179702	pIC50=5.58
Cn1cc(cn1)C2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7	CHEMBL2204939	pKi=5.58
Fc1ncccc1c2cnc3nc(sc3c2)N4CCC(CC4)N5CCCCC5	CHEMBL575475	pIC50=5.58
CC(=O)Nc1cccc(Nc2ncnc(n2)N3CCC(CC3)Oc4ccc(OC(F)(F)F)cc4)c1C	CHEMBL1813050	pIC50=5.59
CC(C(O)c1ccc2NC(=O)Oc2c1)N3CCC(O)(CC3)c4ccc(F)cc4	CHEMBL246634	pIC50=5.59
CC(C)CN1CCC(CNC(=O)c2cc(Cl)c(N)n3cc(C)nc23)CC1	CHEMBL1671898	pIC50=5.59
CC1=Nc2cc(ccc2C(=O)N1c3ccc(OCCCN4CCCC4)cc3)C(F)(F)F	CHEMBL477364	pIC50=5.59
CC1CCN(CC1)C(=O)c2ccc3c(c2)c4CN(CCc4n3C)C5CCOCC5	CHEMBL1950489	pIC50=5.59
CCC(O)(c1cn(Cc2ccc3c(c4ccccc4)c(sc3c2)C(C)(C)O)nn1)C(F)(F)F	CHEMBL1289094	pKi=5.59
CCOc1ccc(nn1)n2ncc(c2C)c3ccc4cc(CCN5CCC[C@H]5C)ccc4n3	CHEMBL237394	pKi=5.59
CCS(=O)(=O)c1ccc2c(c1)nc(n2CC3CC3)C(C)(C)C	CHEMBL1800168	pIC50=5.59
CN(C)C(=O)CN1CCCC(C1)c2nc3ccccc3n2Cc4ccc(F)cc4	CHEMBL1935431	pKi=5.59
CN(C)CCOC(c1ccccc1)c2ccccc2	CHEMBL657	pIC50=5.59
CN(C)Cc1ccc2C[C@H](CCc2c1)N(C)C(=O)c3ccc(cn3)c4ccc(Cl)cc4	CHEMBL215278	pIC50=5.59
CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3F)S(=O)(=O)C	CHEMBL2010832	pIC50=5.59
CN1CCN(Cc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCOc6ccc(CN7CCOCC7)cc6)c2)CC1	CHEMBL225240	pIC50=5.59
CN1CCN(Cc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCOc6cccc(Cl)c6)c2)CC1	CHEMBL225319	pIC50=5.59
CN1C[C@H]2C[C@H](C[C@H]2C1)N(Cc3cccc(OC(F)(F)F)c3)C(=O)c4cn(C)cn4	CHEMBL598659	pKi=5.59
CN1Cc2cncn2Cc3ccc(C#N)c(Oc4ccc5CC[C@@H](N6CC[C@@H]1C6=O)c5c4)c3	CHEMBL496065	pIC50=5.59
C[C@@H]1CCCN1CCc2ccc(cc2)c3ccc(cc3)S(=O)(=O)NCC4CC4	CHEMBL558260	pIC50=5.59
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cnc(nc4C)N5CCCC5	CHEMBL237191	pKi=5.59
Cc1c2CCCN3CCC[C@@H]3CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15	CHEMBL1738705	pIC50=5.59
Cl.OC(COc1ccccc1C(=O)CCc2ccccc2)CN3CCN(CC3)C(c4ccccc4)c5ccccc5	CHEMBL1915083	pIC50=5.59
Fc1cc(OCCC2CC2C3CCN(CC3)c4ncc(Cl)cn4)ccc1C(=O)NC5CC5	CHEMBL1771098	pIC50=5.59
NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(C4CC4)c5ccc(Cl)cc5	CHEMBL2325983	pIC50=5.59
O=C(NC1CC1c2ccccc2)N3CCC(CC3)c4onc(n4)c5ccc6ccccc6n5	CHEMBL551921	pIC50=5.59
O=C1[C@H]2CCN1c3ccccc3c4cccc(Oc5cc(Cn6cncc6CN2)ccc5C#N)c4	CHEMBL524862	pIC50=5.59
OC(COc1ccccc1C(=O)CCc2ccccc2)CN3CCN(CC3)C(c4ccccc4)c5ccccc5	CHEMBL1962378	pIC50=5.59
O[C@@]1(CC23CCC(CC2)(CO3)NCc4cc5OCCOc5cn4)CN6C(=O)C=Cc7ncc(F)c1c67	CHEMBL3425810	pIC50=5.59
O[C@H]([C@H]1CCCCN1)c2cc(nc3c(cccc23)C(F)(F)F)C(F)(F)F	CHEMBL172	pIC50=5.59
CC(C)N1Cc2cc3CCN(CCc3cc2C1=O)C(C)CCSc4nnc(c5cccc6nc(C)ccc56)n4C	CHEMBL272086	pIC50=5.6
CC(C)NC(=O)c1ncn2c1COc3c(CCN4CCN(CC4)c5cccc6nc(C)ccc56)cccc23	CHEMBL1241998	pKi=5.6
CC1=Nc2ccc(F)cc2C(=O)N1c3ccc(OCCCN4CCCC4)cc3	CHEMBL479252	pIC50=5.6
CCCCN(CC)CCCCCc1ccc(Cl)cc1	CHEMBL3093960	pIC50=5.6
CCCCc1ccc(cc1)S(=O)(=O)Nc2ccc3CCN(Cc4cc[nH]n4)CCc3c2	CHEMBL1080046	pIC50=5.6
CCN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)S(=O)(=O)C	CHEMBL2010830	pIC50=5.6
CCN(CC)C(=O)c1ccc(cc1)[C@H]2CC3(CCNCC3)Oc4ccccc24	CHEMBL556648	pIC50=5.6
CCN1C[C@H](NS(=O)(=O)C(C)C)[C@H](C1)c2ccc(cc2)c3cccc(NS(=O)(=O)C)c3	CHEMBL1290058	pIC50=5.6
CCOC(=O)N1CCC(CN2CCC3(CC2)CC(=O)N(C)c4ncccc34)CC1	CHEMBL2407173	pIC50=5.6
CCOC(=O)N1CCC(CN2CCC3(CC2)CN(C(=O)N(CC)CC)c4ncccc34)CC1	CHEMBL3310799	pIC50=5.6
CCOC(=O)[C@@H]1CC[C@@H](CC1)N2CC(C2)NC(=O)CNc3nn(CC(F)(F)F)c4ccc(cc34)C(F)(F)F	CHEMBL1834780	pIC50=5.6
CCOC(=O)c1cncc(c1)[C@]2(N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccc(F)cc6)c7cnn(C)c7	CHEMBL3323077	pIC50=5.6
CCc1oc2c(Br)c3CCN(CCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1	CHEMBL272378	pIC50=5.6
CCc1oc2c(C)c3CCN(CCSc4nnc(c5cccc6nc(C)ccc56)n4C)CCc3cc2n1	CHEMBL401777	pIC50=5.6
CN(CCN1CCN(C1=O)c2ccc(C)cc2)C[C@@]34CC[C@@H](CC3)C4(C)C	CHEMBL564948	pIC50=5.6
CN1C=CC(=CC1=O)c2nnc(SCCCN3CC4CCN(C4C3)c5ccc(F)cc5)n2C	CHEMBL3774569	pIC50=5.6
CN1CCC[C@@H]1CN2N=C(Cc3ccc(Cl)cc3)c4cccnc4C2=O	CHEMBL2146484	pIC50=5.6
CN1CCC[C@@H]1CN2N=C(Cc3ccc(Cl)cc3)c4cnccc4C2=O	CHEMBL2146805	pIC50=5.6
CN1CCN(Cc2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCOc6ccc(C)c(C)c6)c2)CC1	CHEMBL224497	pIC50=5.6
COC(=O)N(NC(=O)c1c(CN2CCN(CC2)S(=O)(=O)c3ccccc3)c(nc4ccccc14)c5ccccc5)c6ccccc6	CHEMBL222078	pKi=5.6
COCCN1CCC[C@@H](CN2C(=O)c3nn(cc3N=C2c4ccccc4C)c5ccc(Cl)cc5)C1	CHEMBL3218650	pIC50=5.6
CO\N=C(/C)\c1ncn2c1COc3c(CCN4CCN(CC4)c5cccc6nc(C)ccc56)cccc23	CHEMBL1241737	pKi=5.6
CO\N=C(\Cc1c(F)cnc2ccc(OC)nc12)/C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5	CHEMBL3752010	pIC50=5.6
COc1cc(C#N)c2C=CC(=O)N(CCN3CCC(CC3)NCc4cnc(C)c(c4)C#N)c2c1	CHEMBL3286436	pIC50=5.6
COc1cc(ccc1n2cnc(C)c2)c3cn(Cc4ccccc4F)nn3	CHEMBL1818821	pIC50=5.6
COc1ccc(CCN(C)CCN2CCN(C2=O)c3cccc(Cl)c3)cc1OC	CHEMBL554693	pIC50=5.6
COc1ccc(cc1)C23CC2CN(CCCSc4nnc(c5cccc6nc(C)ccc56)n4C)C3	CHEMBL1079578	pIC50=5.6
COc1ccc(cc1)C23CC2CN(CCCSc4nnc(c5ocnc5C)n4C)C3	CHEMBL1079837	pIC50=5.6
COc1ccc(cn1)[C@@H]2CC[C@@H](CC2)N3CC(C3)NC(=O)CNc4n[nH]c5ccc(cc45)C(F)(F)F	CHEMBL1834634	pIC50=5.6
COc1ccc2c(ccnc2c1)c3cnn(c3)c4ccccc4	CHEMBL2023457	pIC50=5.6
COc1cccc2c1OC(C(C)S2(=O)=O)c3ccc(OCCCN4CCC[C@H](C)C4)cc3	CHEMBL550517	pIC50=5.6
CS(=O)(=O)Nc1ccc2c(c1)nc3C[C@@H]([C@@H](N)Cn23)c4cc(F)c(F)cc4F.OC(=O)C(F)(F)F	CHEMBL561793	pIC50=5.6
CS(=O)(=O)c1ccc(cc1)c2nc(oc2Sc3ccc(Cl)cn3)c4ccc(F)cc4	CHEMBL3287932	pKi=5.6
