[H][C@]12CC(=O)N[C@]([H])(C(C)C)C(=O)N[C@]([H])(CSSCC\C=C\1)C(=O)N\C(=C/C)C(=O)N[C@@]([H])(C(C)C)C(=O)O2	romidepsin	pIC50=7.4
COc1ccc(cc1)c2nc(NC(=O)NCCCC(=O)NO)cc3c4ccccc4[nH]c23	CHEMBL3747043	pIC50=6.8
Cc1oc(cc1)c2cc(c(C#N)c(SCCC#N)n2)C(F)(F)F	CHEMBL1377382	pIC50=6.8
ONC(=O)\C=C\c1cccc(c1)c2nc3ccccc3n2C4CCCNC4	CHEMBL1094794	pIC50=6.8
ONC(=O)c1ccc(NC2CCN(C2=O)c3ccc(Cl)c(Cl)c3)cc1	CHEMBL3415619	pIC50=6.8
ONC(=O)c1ccc(NC2CCN(C2=O)c3ccc(cc3)C#N)cc1	CHEMBL3415621	pIC50=6.8
ONC(=O)c1ccc2CCC(Cc2c1)NS(=O)(=O)c3cccc(Cl)c3	CHEMBL3357485	pIC50=6.8
Cc1ccc(NC(=O)[C@H](CCCCCC(=O)NO)NC(=O)[C@H]2CCC(=O)N2)cc1	CHEMBL3098606	pIC50=6.81
CCC(=O)CCCCC[C@@H]1NC(=O)[C@H](CCCCCNC(=O)C)NC(=O)C[C@H](CC(C)C)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O	CHEMBL569946	pIC50=6.82
ONC(=O)CCCCCCCC(=O)c1cccnc1	CHEMBL2235255	pIC50=6.82
ONC(=O)CCCCCNC(=O)Cn1cnc2c(nc(Nc3ccccc3)nc12)N4CCOCC4	CHEMBL3621287	pIC50=6.82
ONC(=O)COc1ccc(C[C@H](NC(=O)CCc2ccccc2)C(=O)Nc3ccccc3)cc1	CHEMBL1808266	pIC50=6.82
ONC(=O)c1ccc(NC2CCN(C2=O)c3ccccc3Cl)cc1	CHEMBL3415456	pIC50=6.82
CC(C)(C)OC(=O)Nc1ccc(Cn2cc(NC(=O)CCCCCCC(=O)NO)cn2)cc1	CHEMBL1914706	pIC50=6.83
CCOc1ccc(cc1NC(=O)c2ccc(cc2)c3ccccc3)C(=O)NO	CHEMBL3799246	pIC50=6.83
CC[C@H](C)[C@H](NC(=O)C1CCN(CC1)C(=O)OC(C)(C)C)C(=O)N2Cc3cc(OCC(=O)NO)ccc3C[C@H]2C(=O)Nc4ccc(OC)cc4	CHEMBL1798003	pIC50=6.83
Cn1c(CCc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL522269	pIC50=6.83
Nc1ccccc1NC(=O)c2ccc(CNC(=O)c3[nH]c(cc3c4ccc(O)cc4)c5ccsc5)cc2	CHEMBL3670674	pIC50=6.83
CC[C@H](C)[C@H](NC(=O)CC(C)(C)C)C(=O)N1Cc2cc(OCC(=O)NO)ccc2C[C@H]1C(=O)Nc3ccc(OC)cc3	CHEMBL1828920	pIC50=6.84
OCCCn1c(COCc2ccccc2)nc3cc(\C=C\C(=O)NO)ccc13	CHEMBL442585	pIC50=6.84
ONC(=O)c1cccc(NCc2ccccc2)c1	CHEMBL3799897	pIC50=6.84
CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N3CC4(C[C@H]3C(=O)NCCCCCC(=O)NO)SCCS4	CHEMBL1835420	pIC50=6.85
COc1ccc(NC(=O)[C@@H]2Cc3ccc(OCC(=O)NO)cc3CN2C(=O)Cc4ccccc4)cc1	CHEMBL1797987	pIC50=6.85
OCCCn1c(nc2cc(\C=C\C(=O)NO)ccc12)c3ccccn3	CHEMBL3648263	pIC50=6.85
OCCN(CCc1cc2ccccc2[nH]1)Cc3ccc(\C=C\C(=O)NO)cc3	CHEMBL403323	pIC50=6.85
CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)N1Cc2cc(OCC(=O)NO)ccc2C[C@H]1C(=O)Nc3ccc(OC)cc3	CHEMBL1797983	pIC50=6.86
ONC(=O)CCCCC[C@H](NC(=O)[C@@H]1CC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3098695	pIC50=6.86
ONC(=O)CCCCC[C@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3098691	pIC50=6.86
CCCCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCN(C)C	CHEMBL1830424	pKi=6.87
COc1cc2CCCO[C@@H](CCCCCC(=O)NO)C(=O)Nc3ccccc3OCc(c2)c1	CHEMBL1631917	pIC50=6.87
Cc1cccc(NC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)c1	CHEMBL3356916	pIC50=6.87
ONC(=O)CCCCCCCCC(=O)c1ccccc1	CHEMBL2235254	pIC50=6.87
CC(C)C[C@H]1CC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCCC(=O)NO)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N1	CHEMBL585939	pIC50=6.88
ONC(=O)CCCCC[C@H](NC(=O)[C@@H]1CCCC(=O)N1)C(=O)NCCc2ccccc2	CHEMBL3098687	pIC50=6.88
CN(C)CCCNC(=O)c1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4nc(NC(=O)CCCNC(=O)c5cc(NC(=O)c6cc(NC(=O)c7cc(NC(=O)c8nc(NC(=O)CCNC(=O)CCNC(=O)CCCCCCC(=O)NO)cn8C)cn7C)cn6C)cn5C)cn4C)cn3C)cn2C)cn1C	CHEMBL2396902	pIC50=6.89
CN(C)c1ccc(cc1)C(=O)N(C)\N=C\c2ccc(cc2)C(=O)NO	CHEMBL3763388	pIC50=6.89
Cl.ONC(=O)\C=C\c1ccc(cc1)c2cc(CN3CCOCC3)on2	CHEMBL470843	pIC50=6.9
COc1ccc(C2=CC=CC=C(O)C2=O)c(OC)c1OC	CHEMBL2408241	pKi=6.91
COc1ccc(cc1)c2cc([nH]c2C(=O)NCc3ccc(cc3)C(=O)Nc4ccccc4N)c5ccccc5	CHEMBL3670666	pIC50=6.91
OC1=CC=CC(=CC1=O)C2CCCC2	CHEMBL2408247	pKi=6.91
ONC(=O)CCCCC[C@H](NC(=O)C1C(CNC1=O)c2ccccc2)C(=O)Nc3ccccc3	CHEMBL3098694	pIC50=6.91
SCCCCC[C@H](NC(=O)[C@H]1CCCNC1=O)C(=O)Nc2ccccc2	CHEMBL3356915	pIC50=6.91
CC(Cc1nc2cc(\C=C\C(=O)NO)ccc2n1CCCO)c3ccccc3	CHEMBL474746	pIC50=6.92
CCN1CCCC(C1)n2c(nc3ccccc23)c4cccc(\C=C\C(=O)NO)c4	CHEMBL1095764	pIC50=6.92
CCN1CCC[C@H](C1)n2c(nc3ccccc23)c4cccc(\C=C\C(=O)NO)c4	CHEMBL1095765	pIC50=6.92
COc1cc2COc3ccccc3NC(=O)C(CCCCCC(=O)NO)OC\C=C/c(c2)c1	CHEMBL1631913	pIC50=6.92
COc1ccc(NC(=O)[C@H](Cc2ccc(OCC(=O)NO)cc2)NC(=O)OCc3ccccc3)cc1	CHEMBL1808270	pIC50=6.92
CS(=O)(=O)c1ccc(cc1)N2CCC(Nc3ccc(cc3)C(=O)NO)C2=O	CHEMBL3415620	pIC50=6.92
ONC(=O)\C=C\c1cccc(c1)c2nc3ccccc3n2[C@@H]4CCCNC4	CHEMBL1095124	pIC50=6.92
ONC(=O)\C=C\c1cccc(c1)c2nc3ccccc3n2[C@H]4CCCNC4	CHEMBL1094152	pIC50=6.92
ONC(=O)c1ccc(Cl)c(NC(=O)c2ccccc2)c1	CHEMBL3797843	pIC50=6.92
ONC(=O)c1ccc(NC2CCN(C2=O)c3ccc(Cl)cc3)cc1	CHEMBL3415453	pIC50=6.92
ONC(=O)c1cccc(c1)C(=O)NCCc2ccccc2	CHEMBL2381517	pIC50=6.92
ONC(=O)CCCCC[C@H](NC(=O)C1CCNC1=O)C(=O)Nc2ccccc2	CHEMBL3098693	pIC50=6.93
COc1ccc(NC(=O)[C@@H]2Cc3ccc(OCC(=O)NO)cc3CN2C(=O)CCCc4ccccc4)cc1	CHEMBL1797989	pIC50=6.94
ONC(=O)CCCCCCC(=O)Nc1cccc(c1)C(F)(F)F	CHEMBL1089495	pIC50=6.95
CN(C)c1ccc(cc1)C(=O)N\N=C(/C)\c2ccc(cc2)C(=O)NO	CHEMBL3764728	pIC50=6.96
ONC(=O)c1ccc(NC2CCN(C2=O)c3ccc(cc3)C(F)(F)F)cc1	CHEMBL3415618	pIC50=6.96
ONC(=O)c1cccc(c1)C(=O)N\N=C\c2cccc(CN3C[C@@H](OC(=O)CC\C=C\CCC3=O)c4ccccc4)c2	CHEMBL1771487	pIC50=6.96
ONC(=O)c1cccc(c1)C(=O)Nc2ccccc2	CHEMBL2381520	pIC50=6.96
Cn1c(CCCC(=O)O)nc2cc(ccc12)N(CCCl)CCCl	CHEMBL487253	pIC50=6.97
SCCCCC[C@H](NC(=O)[C@H]1CCCC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3356524	pIC50=6.97
CCC(=O)CCCCC[C@@H]1NC(=O)[C@@H](C)n2nncc2[C@H](CC(C)C)NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC1=O	CHEMBL2012817	pIC50=6.98
COc1ccc(NC(=O)[C@@H]2Cc3ccc(OCC(=O)NO)cc3CN2C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)cc1	CHEMBL1797986	pIC50=6.98
Cc1ccc(cc1NC2CCCCC2)C(=O)NO	CHEMBL3798833	pIC50=6.98
Cc1cccc(NC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCC(=O)N2)c1	CHEMBL3356922	pIC50=6.98
Cc1cccc(NC(=O)[C@H](CCCCCS)NC(=O)[C@H]2CCC(=O)N2)c1	CHEMBL3356923	pIC50=6.98
CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c3ccnc(CNC(=O)C[C@H](OC1=O)\C=C\CCS)c3	CHEMBL3593411	pIC50=6.99
CC(C)[C@H]1NC(=O)[C@]2(C)CSC(=N2)c3csc(CNC(=O)C[C@H](OC1=O)\C=C\CCS)n3	CHEMBL1796689	pIC50=6.99
COc1ccc(NC(=O)[C@@H]2Cc3ccc(OCC(=O)NO)cc3CN2C(=O)[C@H](Cc4ccccc4)NC(=O)OC(C)(C)C)cc1	CHEMBL1797980	pIC50=6.99
ONC(=O)CCCCCCN1C(=O)c2ccccc2C1=O	CHEMBL149606	pIC50=6.99
CC(C)(C)c1ccc(CS(=O)(=O)Nc2ccc(\C=C/C(=O)NO)cc2)cc1	CHEMBL2235662	pIC50=7.0
CCC1=Nc2ccc(Cc3ccc(cc3)C(=O)NO)cc2C(=O)N1CCc4ccccc4	CHEMBL2425970	pIC50=7.0
CCN1CCC[C@H](C1)n2c(C)c(C)nc2c3cccc(\C=C\C(=O)NO)c3	CHEMBL1096033	pIC50=7.0
CCN1CCC[C@H](C1)n2c(Cc3ccccc3)nc(C)c2c4cccc(\C=C\C(=O)NO)c4	CHEMBL1098067	pIC50=7.0
CN1CCC[C@H](C1)n2c(nc(C)c2c3ccccc3)c4cccc(\C=C\C(=O)NO)c4	CHEMBL1095118	pIC50=7.0
CN1[C@H](CCC1=O)C(=O)N[C@@H](CCCCCS)C(=O)Nc2cccc(C)c2	CHEMBL3356924	pIC50=7.0
Cc1cccc(c1)S(=O)(=O)Nc2ccc(\C=C\C(=O)NO)cc2	CHEMBL96966	pIC50=7.0
Cc1nc(C)n(CCc2ccccc2)c1c3cccc(\C=C\C(=O)NO)c3	CHEMBL1096034	pIC50=7.0
Cn1c(nc2ccccc12)c3cccc(\C=C\C(=O)NO)c3	CHEMBL1098379	pIC50=7.0
ONC(=O)CCc1ccc(NS(=O)(=O)c2ccccc2)cc1	CHEMBL98346	pIC50=7.0
ONC(=O)\C=C\c1ccc(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cc1	CHEMBL95850	pIC50=7.0
ONC(=O)\C=C\c1ccc(NS(=O)(=O)c2cccc(c2)C(F)(F)F)cc1	CHEMBL95195	pIC50=7.0
ONC(=O)\C=C\c1cccc(c1)c2nc3ccccc3n2CCN4CCCCC4	CHEMBL1099057	pIC50=7.0
ONC(=O)c1cccc(c1)c2cn(CCc3ccsc3)nn2	CHEMBL2178343	pIC50=7.0
ONC(=O)CCCCC[C@H](NC(=O)[C@@H]1CCCC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3098689	pIC50=7.01
COc1ccccc1C(=O)CCCCCCCC(=O)NO	CHEMBL2235256	pIC50=7.02
ONC(=O)\C=C\c1ccc2c(c1)nc(CCc3ccccc3)n2CCN4CCCC4	CHEMBL491316	pKi=7.02
CCCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCNC(C)C	CHEMBL1830537	pKi=7.03
COc1ccc(cc1)c2nc(N3CCOCC3)c4nc(CN(C)c5ncc(cn5)C(=O)NO)n(C)c4n2	CHEMBL3828518	pIC50=7.03
ONC(=O)CCCCCCC(=O)Nc1ccc2NC(=O)CCc2c1	CHEMBL3311465	pIC50=7.03
COc1cc2CCCO[C@H](CCCCCC(=O)NO)C(=O)Nc3ccccc3OCc(c2)c1	CHEMBL1631918	pIC50=7.04
COc1ccc(CS(=O)(=O)Nc2ccc(\C=C/C(=O)NO)cc2)cc1OC	CHEMBL2235665	pIC50=7.05
COc1ccc(NC(=O)[C@H](Cc2ccc(OCC(=O)NO)cc2)NC(=O)CCc3ccccc3)cc1	CHEMBL1808378	pIC50=7.05
COc1ccc(cc1NC(=O)c2ccccc2)C(=O)NO	CHEMBL3798870	pIC50=7.05
N[C@H](Cc1ccc(Cl)cc1Cl)C(=O)N2Cc3ccccc3C2	CHEMBL1812335	pIC50=7.05
COc1ccc(NC(=O)[C@H](Cc2ccc(OCC(=O)NO)cc2)NC(=O)c3ccccc3)cc1	CHEMBL1808272	pIC50=7.06
COc1ccccc1C(=O)N[C@H](COc2cccc(\C=C\C(=O)NO)c2)Cc3c[nH]c4ccccc34	CHEMBL3354920	pIC50=7.06
COc1ccc(NC(=O)[C@H](Cc2ccc(OCC(=O)NO)cc2)NC(=O)CCCc3ccccc3)cc1	CHEMBL1808379	pIC50=7.07
COc1ccc(cc1)C2=CC=CC=C(O)C2=O	CHEMBL2408239	pKi=7.08
ONC(=O)CCCCCCC(=O)Nc1cnn(Cc2ccc(cc2)[N+](=O)[O-])c1	CHEMBL1914704	pIC50=7.09
CN1CCC[C@H](C1)n2c(C)c(Cc3ccccc3)nc2c4cccc(\C=C\C(=O)NO)c4	CHEMBL1099049	pIC50=7.1
COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCCCCCC(=O)NO	CHEMBL598797	pIC50=7.1
COc1ccc2cc(ccc2n1)C(=O)NCCCCCCC(=O)NO	CHEMBL3309288	pIC50=7.1
Cc1c(nc(c2cccc(\C=C\C(=O)NO)c2)n1CCN3CCOCC3)c4ccccc4	CHEMBL1095450	pIC50=7.1
Cc1nc(c2cccc(\C=C\C(=O)NO)c2)n(CCN3CCOCC3)c1c4ccccc4	CHEMBL1096432	pIC50=7.1
ONC(=O)\C=C\c1cccc(c1)C(=O)c2oc3ccccc3c2	CHEMBL390452	pIC50=7.1
ONC(=O)c1ccc2CC[C@H](Cc2c1)Nc3nccc(n3)c4cccnc4	CHEMBL3338418	pIC50=7.1
CCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCNC(C)C	CHEMBL1830396	pKi=7.11
COc1ccc(cc1)C(=O)Nc2cc(ccc2OC)C(=O)NO	CHEMBL3799297	pIC50=7.11
CC1(CCN(C1=O)c2ccc3ncccc3c2)Nc4ccc(cc4)C(=O)NO	CHEMBL3415628	pIC50=7.12
ONC(=O)CCCCCCC(=O)Nc1cnn(Cc2ccccc2)c1	CHEMBL1914703	pIC50=7.12
COc1ccc(cc1)c2cc([nH]c2C(=O)NCc3ccc(cc3)C(=O)Nc4ccccn4)c5ccccc5	CHEMBL3670669	pIC50=7.13
ONC(=O)\C=C\c1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1	CHEMBL318642	pIC50=7.13
CN1C(=O)C=Cc2cc(ccc12)C(=O)NCCCCCCC(=O)NO	CHEMBL3309284	pIC50=7.14
ONC(=O)CCCCCCNC(=O)c1ccc2NC(=O)C=Cc2c1	CHEMBL3311471	pIC50=7.14
CN(C)c1cccc(c1)C(=O)NO	CHEMBL3798268	pIC50=7.15
ONC(=O)CCCCCCCN1C(=O)c2ccccc2C1=O	CHEMBL2235253	pIC50=7.15
COc1ccc(cc1)c2ccc(\C=C\C(=O)NO)cc2	CHEMBL561209	pIC50=7.16
ONC(=O)\C=C\c1ccc(\C=N\OCc2ccc(cc2)[N+](=O)[O-])cc1	CHEMBL471042	pIC50=7.16
ONC(=O)c1cccc(c1)c2cn(CSc3ccccc3)nn2	CHEMBL2178342	pIC50=7.16
Cl.CC[C@H](C)[C@H](NC(=O)[C@@H](N)C(C)C)C(=O)N1Cc2cc(OCC(=O)NO)ccc2C[C@H]1C(=O)Nc3ccc(OC)cc3	CHEMBL1798005	pIC50=7.17
CN(C)CC(C)(C)Cn1c(CC(C)(C)C)nc2cc(\C=C\C(=O)NO)ccc12	CHEMBL1830397	pKi=7.19
COc1ccc(cc1)c2cc([nH]c2C(=O)NCc3ccc(cc3)C(=O)NCCS)c4ccccc4	CHEMBL3670668	pIC50=7.19
ONC(=O)CCCCCCCC(=O)c1ccccc1	CHEMBL99810	pIC50=7.19
CCN(CC)CCn1c(nc2ccccc12)c3cccc(\C=C\C(=O)NO)c3	CHEMBL1095711	pIC50=7.2
COc1ccc(NC(=O)[C@H](Cc2ccc(OCC(=O)NO)cc2)NC(=O)Cc3ccccc3)cc1	CHEMBL1808377	pIC50=7.2
COc1ccc(cc1)n2c(nc3ccccc23)c4cccc(\C=C\C(=O)NO)c4	CHEMBL1099095	pIC50=7.2
Cc1nc(Cc2ccccc2)n(CCc3ccccc3)c1c4cccc(\C=C\C(=O)NO)c4	CHEMBL1094094	pIC50=7.2
Cc1nc(c2cccc(\C=C\C(=O)NO)c2)n(CCN3CCOCC3)c1Cc4ccccc4	CHEMBL1095972	pIC50=7.2
ONC(=O)\C=C\c1cccc(c1)c2nc3ccccc3[nH]2	CHEMBL1098042	pIC50=7.2
ONC(=O)\C=C\c1cccc(c1)c2nc3ccccc3n2CCN4CCCC4	CHEMBL1099058	pIC50=7.2
SCCCCC[C@H](NC(=O)[C@@H]1CCCNC1=O)C(=O)Nc2ccccc2	CHEMBL3356527	pIC50=7.21
COc1ccc(CS(=O)(=O)Nc2ccc(\C=C/C(=O)NO)cc2)cc1	CHEMBL2235664	pIC50=7.22
ONC(=O)CCCCCCC(=O)Nc1ccc2NC(=O)\C(=C/c3ccc[nH]3)\c2c1	CHEMBL3621294	pIC50=7.22
SCCCCC[C@H](NC(=O)[C@@H]1CC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3356929	pIC50=7.22
CN1C(=O)CC(C)(C)c2cc(ccc12)C(=O)NCCCCCCC(=O)NO	CHEMBL3309286	pIC50=7.23
SCCCCC[C@H](NC(=O)[C@@H]1CCC(=O)N1)C(=O)Nc2ccccc2	CHEMBL3356918	pIC50=7.23
CCCCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCNC(C)C	CHEMBL1830422	pKi=7.24
CC1(C)CC(=O)Nc2ccc(cc12)C(=O)NCCCCCCC(=O)NO	CHEMBL3311473	pIC50=7.26
CCNCCn1c(CC\C=C/CC)nc2cc(\C=C\C(=O)NO)ccc12	CHEMBL1830536	pKi=7.26
CCCCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCNCC	CHEMBL1830420	pKi=7.27
CN(C)c1ccc(cc1)C(=O)N(C)\N=C(/C)\c2ccc(cc2)C(=O)NO	CHEMBL3763386	pIC50=7.27
Cc1cccc(NC(=O)[C@H](CCCCCC(=O)NO)NC(=O)[C@H]2CCC(=O)N2)c1	CHEMBL3098604	pIC50=7.28
ONC(=O)CCCCCCNC(=O)c1ccc2NC(=O)CCc2c1	CHEMBL3311472	pIC50=7.28
ONC(=O)c1cccc(c1)C(=O)N\N=C\c2ccccc2	CHEMBL1771315	pIC50=7.28
CCN1CCC[C@H](C1)n2c(C)c(Cc3ccccc3)nc2c4cccc(\C=C\C(=O)NO)c4	CHEMBL1094077	pIC50=7.3
CCN1CCC[C@H](C1)n2c(nc(C)c2c3ccccc3)c4cccc(\C=C\C(=O)NO)c4	CHEMBL1095119	pIC50=7.3
CN1CCC[C@H](C1)n2c(C)c(nc2c3cccc(\C=C\C(=O)NO)c3)c4ccccc4	CHEMBL1094648	pIC50=7.3
Cc1c(Cc2ccccc2)nc(c3cccc(\C=C\C(=O)NO)c3)n1CCN4CCOCC4	CHEMBL1095437	pIC50=7.3
Cc1nc(c2ccccc2)n(CCc3ccccc3)c1c4cccc(\C=C\C(=O)NO)c4	CHEMBL1095400	pIC50=7.3
ONC(=O)\C=C\c1ccc(cc1)C(=O)N\N=C\c2ccc(O)c(O)c2O	CHEMBL1213457	pKi=7.3
ONC(=O)\C=C\c1cccc(c1)c2nc3ccccc3n2C4CCCCC4	CHEMBL1097369	pIC50=7.3
ONC(=O)\C=C\c1cccc(c1)c2nc3ccccc3n2c4ccc(Cl)cc4	CHEMBL1099094	pIC50=7.3
ONC(=O)\C=C\c1cccc(c1)c2nc3ccccc3n2c4ccccc4	CHEMBL1094085	pIC50=7.3
CC1(C)CC(=O)Nc2ccc(cc12)C(=O)NCc3ccc(\C=C\C(=O)NO)cc3	CHEMBL3309291	pIC50=7.31
CCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCN(CC)CC	CHEMBL1851943	pKi=7.32
Cl.Cl.CCCCc1nc2cc(\C=C\C(=O)NO)ccc2n1CCN(CC)CC	CHEMBL3215861	pKi=7.32
ONC(=O)CCCCCCC(=O)Nc1ccc2NC(=O)C=Cc2c1	CHEMBL3311464	pIC50=7.32
Cl.CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1)C(=O)N2Cc3cc(OCC(=O)NO)ccc3C[C@H]2C(=O)Nc4ccc(OC)cc4	CHEMBL1798004	pIC50=7.33
ONC(=O)CCCCCCCC(=O)c1ccc(Br)cc1	CHEMBL2235259	pIC50=7.35
ONC(=O)CCCCCCCC(=O)c1ccc(cc1)C(F)(F)F	CHEMBL2235258	pIC50=7.35
ONC(=O)Cc1ccc(s1)c2csc(NC(=O)Cc3ccccc3)n2	CHEMBL270887	pIC50=7.39
CC(C)N1CCC[C@H](C1)n2c(nc(C)c2c3ccccc3)c4cccc(\C=C\C(=O)NO)c4	CHEMBL1095120	pIC50=7.4
CC(C)n1c(nc2ccccc12)c3cccc(\C=C\C(=O)NO)c3	CHEMBL1097017	pIC50=7.4
ONC(=O)\C=C\c1cccc(c1)c2nc3ccccc3n2Cc4ccccc4	CHEMBL1097981	pIC50=7.4
SCCCCC[C@H](NC(=O)[C@H]1[C@@H](CNC1=O)c2ccccc2)C(=O)Nc3ccccc3	CHEMBL3356925	pIC50=7.4
CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(cc3)C(=O)NO)ccc2c1	CHEMBL1213492	pKi=7.41
ONC(=O)Cc1ccc(s1)c2csc(NC(=O)COc3ccccc3)n2	CHEMBL270249	pIC50=7.42
ONC(=O)c1cccc(\C=C\C(=O)Nc2ccccc2)c1	CHEMBL2381524	pIC50=7.43
CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N2CC3(C[C@H]2C(=O)NCCCCCC(=O)NO)SCCS3	CHEMBL1835416	pIC50=7.46
ONC(=O)CCCCCCC(=O)c1ccc2ccccc2c1	CHEMBL95273	pIC50=7.46
ONC(=O)CCCCCCCC(O)c1ccc2ccccc2c1	CHEMBL2235659	pIC50=7.46
CC1(C)CC(=O)Nc2ccc(NC(=O)CCCCCCC(=O)NO)cc12	CHEMBL3311466	pIC50=7.48
FC(F)(F)C(=O)CCCCCCC(=O)Nc1ccccc1	CHEMBL113537	pKi=7.48
ONC(=O)CCCCC[C@H](NC(=O)[C@H]1CCC(=O)N1)C(=O)Nc2cccc(c2)C(F)(F)F	CHEMBL3098602	pIC50=7.48
ONC(=O)CCCCC[C@H](NC(=O)[C@H]1CCC(=O)N1)C(=O)NCCc2ccccc2	CHEMBL3098688	pIC50=7.5
ONC(=O)\C=C\c1cccc(c1)C(=O)c2cc3ccccc3[nH]2	CHEMBL242533	pIC50=7.5
CC(C)N1CCC[C@H](C1)n2c(C)c(nc2c3cccc(\C=C\C(=O)NO)c3)c4ccccc4	CHEMBL1096093	pIC50=7.51
CCN1CCC[C@H](C1)n2c(C)c(nc2c3cccc(\C=C\C(=O)NO)c3)c4ccccc4	CHEMBL1095136	pIC50=7.51
Cc1nc(c2cccc(\C=C\C(=O)NO)c2)n(CCc3ccccc3)c1C	CHEMBL1095719	pIC50=7.51
Cc1ccc(cc1NC(=O)c2ccc3ccccc3n2)C(=O)NO	CHEMBL3798183	pIC50=7.52
OCC(\C=C\c1ccc(F)cc1)N2CCN(CC2)c3ncc(cn3)C(=O)NO	CHEMBL594544	pIC50=7.52
ONC(=O)c1ccc2CCN(Cc3oc(cc3)c4cccc(c4)[N+](=O)[O-])Cc2c1	CHEMBL3338404	pIC50=7.52
CC(C)Oc1ccc(cc1NC(=O)c2ccccc2)C(=O)NO	CHEMBL3800057	pIC50=7.54
ONC(=O)c1cccc(c1)C(=O)N\N=C\c2ccc(OCC#C)cc2	CHEMBL1771485	pIC50=7.54
CC1(C)CC(=O)Nc2ccc(cc12)C(=O)NC[C@@H]3CC[C@@H](CCC(=O)NO)CC3	CHEMBL3309298	pIC50=7.55
ONC(=O)CCCCCCC(=O)Nc1cnn(Cc2ccc(cc2)N=[N+]=[N-])c1	CHEMBL1914705	pIC50=7.55
ONC(=O)c1cnc(nc1)N2CCN(CC2)S(=O)(=O)c3ccc4ccccc4c3	CHEMBL609583	pIC50=7.57
COc1ccc(cc1NC(=O)c2ccc(cc2)c3ccccc3)C(=O)NO	CHEMBL3800394	pIC50=7.58
C\C=C/1\NC(=O)[C@@H](CS)NC(=O)[C@H](NC(=O)C[C@H](OC(=O)[C@@H](NC1=O)C(C)C)\C=C\CCS)C(C)C	CHEMBL1836143	pIC50=7.59
C\C=C\1/NC(=O)[C@H](CS)NC(=O)[C@H](NC(=O)C[C@H](OC(=O)[C@@H](NC1=O)C(C)C)\C=C\CCS)C(C)C	CHEMBL3622726	pIC50=7.6
Cc1nc(c2cccc(\C=C\C(=O)NO)c2)n(CCc3ccccc3)c1c4ccccc4	CHEMBL1096433	pIC50=7.6
ONC(=O)CCCCCCCCc1ccc2ccccc2c1	CHEMBL2235658	pIC50=7.6
ONC(=O)\C=C\c1cccc(c1)c2nc3ccccc3n2CCCc4ccccc4	CHEMBL1097761	pIC50=7.6
ONC(=O)\C=C\c1cccc(c1)c2nc3ccccc3n2CCc4ccccc4	CHEMBL1099096	pIC50=7.6
CC1(C)CC(=O)Nc2ccc(cc12)C(=O)NC[C@@H]3CC[C@H](CCC(=O)NO)CC3	CHEMBL3309300	pIC50=7.62
CN(Cc1nc2c(nc(nc2n1C)c3ccc(N)cc3)N4CCOCC4)c5ncc(cn5)C(=O)NO	CHEMBL3827814	pIC50=7.62
COc1ccc(cc1OCc2ccccc2)C(=O)NO	CHEMBL3797516	pIC50=7.62
FC(F)(F)c1ccc(CNC(=O)[C@H](CCCCCS)NC(=O)[C@@H]2CCCC(=O)N2)cc1	CHEMBL3356933	pIC50=7.64
ONC(=O)c1cccc(c1)C(=O)N\N=C\c2cccc(CN3C[C@H](OC(=O)CC\C=C\CCC3=O)c4ccccc4)c2	CHEMBL1771486	pIC50=7.64
