CC(OC(C)=O)C(=O)OCC[N+](C)(C)C	aclatonium
CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O	pilocarpine	pEC50=6.96999979	pEC50=6.96999979	pEC50=6.96999979
C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1	glycopyrronium bromide	pKi=9.64000034	pKi=9.64000034	pKi=9.64000034	pIC50=9.6	pIC50=9.6
OC(C1=CC=CC=C1)(C1=CC=CC=C1)C12CC[N+](CCOCC3=CC=CC=C3)(CC1)CC2	umeclidinium	pKi=10.22184849	pKi=10.22184849	pKi=10.22184849
CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C	fesoterodine	pKi=6.2706	pKi=6.2706	pKi=6.2706
[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1)[N+]21CCCC1	trospium
O.[Br-].C[N+]1(C)[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@H]23)OC(=O)C(O)(c4cccs4)c5cccs5	tiotropium bromide	pKi=11.1	pKi=11.1	pKi=11.1	pIC50=9.4	pKi=10.5
[Br-].CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3	ipratropium	pKi=9.2924	pKi=9.2924	pKi=9.2924	pIC50=8.68
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1	hyoscyamine	pKi=9.8	pKi=9.8	pKi=9.8
CC1OC2(CS1)CN1CCC2CC1	cevimeline	pEC50=7.3188	pEC50=7.3188	pEC50=7.3188
[Cl-].C[N+](C)(C)CCOC(=O)N	carbachol	pEC50=8.699	pEC50=8.699	pEC50=8.699	pEC50=7.16
[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(=O)C(CO)C1=CC=CC=C1)N2C	atropine	pKi=9.5	pKi=9.5	pKi=9.5	pKi=8.66
CC(=O)OCC[N+](C)(C)C	acetylcholine	pEC50=6.66	pEC50=6.66	pEC50=6.66
CC(C[N+](C)(C)C)OC(=O)C	methacholine
C[N+]1(C)CCC(CC1)=C(C1=CC=CC=C1)C1=CC=CC=C1	diphemanil
CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C	octatropine methylbromide
CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=C1C=CC=C2)C(C)C	propantheline	pKi=10.0	pKi=10.0	pKi=10.0
C[N+]12CCC(CC1)C(C2)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1	clidinium	pKi=9.60000038	pKi=9.60000038	pKi=9.60000038
C[N+]1(C)CCN(CC(O)(C2CCCCC2)C2=CC=CC=C2)CC1	hexocyclium	pKi=8.89999962	pKi=8.89999962	pKi=8.89999962
CC(C[N+](C)(C)C)OC(N)=O	bethanechol	pKi=4.19999981	pKi=4.19999981	pKi=4.19999981
CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2	dicycloverine	pKi=9.03292027	pKi=9.03292027	pKi=9.03292027	pIC50=8.36
CCN(Cc1ccncc1)C(=O)C(CO)c2ccccc2	tropicamide	pKi=7.52287875	pKi=7.52287875	pKi=7.52287875	pKi=7.52
CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1	cyclopentolate
CC[N+](CC)(CC)CCC(O)(C1CCCCC1)C1=CC=CC=C1	tridihexethyl
CC(C)N(CC[C@H](c1ccccc1)c2cc(C)ccc2O)C(C)C	tolterodine	pKi=8.49	pKi=8.49	pKi=8.49	pKi=8.44
C[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1	mepenzolate	pKi=8.59	pKi=8.59	pKi=8.59
CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1	oxyphencyclimine
CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1	oxyphenonium
CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C	isopropamide
CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c2ccccc2	oxybutynin	pKi=9.11	pKi=9.11	pKi=9.11	pIC50=8.57
O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1	solifenacin	pIC50=6.88	pIC50=6.88	pIC50=6.88
CC1=NC=CN1CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1	imidafenacin
NC(=O)C([C@@H]1CCN(CCC2=CC=C3OCCC3=C2)C1)(C1=CC=CC=C1)C1=CC=CC=C1	darifenacin	pKd=9.52	pKd=9.52	pKd=9.52
C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1	methscopolamine	pKi=10.39999962	pKi=10.39999962	pKi=10.39999962	pIC50=8.96
[Br-].OC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)(c4cccs4)c5cccs5	aclidinium bromide	pKi=10.15	pKi=10.15	pKi=10.15	pIC50=9.77
CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC2=C1C=CC=C2	methanthelinium
Nc1ccc(CN2CCC(CC2)NC(=O)[C@@](O)([C@@H]3CCC(F)(F)C3)c4ccccc4)cc1	CHEMBL343449	pKi=8.11
O[C@@H](CNCCCCCCCCCN1CCC(Cn2cnc(n2)C(O)(C3CCCCC3)c4ccccc4)CC1)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3629358	pKi=8.11
C[N+]1(CCOc2ccccc2)CC[C@@H](C1)N3CC(NC3=O)(c4ccccc4)c5ccccc5	CHEMBL224783	pKi=8.12
Oc1cccc(CN2CCC(CC2)N3CC(NC3=O)(c4ccccc4)c5ccccc5)c1	CHEMBL222804	pKi=8.12
OC(CNCCCCCCCCCN1CCC(CC1)NC(=O)Nc2ccccc2c3ccccc3)c4ccc(O)c5NC(=O)C=Cc45	CHEMBL1683940	pKi=8.13
[I-].C[N+]1(C)CCCC1c2oc(cc2)C(O)(C3CCCCC3)c4ccccc4	CHEMBL569760	pKi=8.14
CCC1(CCN)CCN(CC1)C(=O)[C@@](O)([C@@H]2CCC(F)(F)C2)c3ccccc3	CHEMBL443267	pKi=8.16
CCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3	CHEMBL1683916	pKi=8.16
Nc1cccc(CN2CCC(CC2)NC(=O)[C@@](O)([C@@H]3CCC(F)(F)C3)c4ccccc4)c1	CHEMBL422665	pKi=8.16
[I-].C[N+]1(C)CCC[C@@H]1[C@@H]2C[S+]([O-])[C@](O2)(C3CCCCC3)c4ccccc4	CHEMBL539121	pKi=8.16
CN(C)C1(CNCCC2CCSCC2)COc3ccccc3OC1	CHEMBL233201	pKi=8.17
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)C(C#N)N3CCN(CC3)C4CCCCC4	CHEMBL71971	pKi=8.17
C[N+]1(CCOCc2ccccc2)CCC(C1)N3CC(NC3=O)(c4ccccc4)c5ccccc5	CHEMBL222976	pKi=8.17
Fc1ccc(cc1)C2(CN(C3CCN(Cc4cccc(Cl)c4)CC3)C(=O)N2)c5ccc(F)cc5	CHEMBL223079	pKi=8.17
CCN(CC)CCOC(=O)C(O)(C1CCCCC1)c2cccs2	CHEMBL2377267	pKi=8.18
C[N+]1(C[C@H]2O[C@@H]2c3ccccc3)CCC(C1)N4CC(NC4=O)(c5ccccc5)c6ccccc6	CHEMBL376900	pKi=8.18
Clc1cccc(CN2CCC(CC2)N3CC(NC3=O)(C4CCCCC4)c5ccccc5)c1	CHEMBL222207	pKi=8.18
CC(C)(CCC(C(=O)N)(c1ccccc1)c2ccccc2)N3CC[C@H](C3)Oc4ccccc4	CHEMBL1910847	pKi=8.19
CN1[C@H]2C[C@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1	scopolamine	pKi=8.19
Cc1ccc(CN2CCC(CC2)NC(=O)C(O)(C3CCCC3)c4ccccc4)cc1	CHEMBL149486	pKi=8.19
COc1cc(ccc1CNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)C(=O)NCCN4CCC(CC4)OC(=O)Nc5ccccc5c6ccccc6	CHEMBL3426700	pKi=8.2
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCc4oc5ccccc5c4)CCC2CC3)c6ccccc6	CHEMBL1921912	pIC50=8.2
Cc1c(NC2CC2)nc(nc1N3CC4CCC(C4)C3)C5CC5	CHEMBL205976	pKi=8.2
O=C(C[N+]12CCC(CC1)[C@H](C2)OC(=O)C3(CCCCCC3)C4=CC=CC4)NCCCNC(=O)c5ccccn5	CHEMBL3087951	pIC50=8.2
CC(=CCCN1CCC(CC1)NC(=O)[C@@](O)([C@@H]2CCC(F)(F)C2)c3ccccc3)C	CHEMBL150219	pKi=8.21
CC(C)N(CC[C@H](c1ccccc1)c2cc(CCNC[C@H](O)c3ccc(O)c(NS(=O)(=O)C)c3)ccc2O)C(C)C	CHEMBL1773262	pKi=8.22
CC[C@H](C)C(C(=O)OCCCN(CC)CC)c1ccccc1	CHEMBL2377392	pKi=8.22
Cl.O=C(Nc1ccccc1c2ccccc2)OC34CCN(CC3)CC4	CHEMBL1779047	pIC50=8.22
Nc1ccc(CN2CCC(CC2)NC(=O)[C@@](O)([C@@H]3CCC(F)(F)C3)c4ccccc4)cc1F	CHEMBL356181	pKi=8.22
COc1cccc(CN2CCC(CC2)NC(=O)C(O)(C3CCCC3)c4ccccc4)c1	CHEMBL148450	pKi=8.23
Cl.CCCCCCSc1nccnc1O[C@H]2CN3CCC2C3	CHEMBL542622	pKi=8.23
O=C(O[C@H]1CN2CCC1CC2)N(Cc3cccs3)Cc4cccs4	CHEMBL1779040	pIC50=8.23
OC(CCN1CCCCC1)([C@H]2C[C@H]3C[C@@H]2C=C3)c4ccccc4	CHEMBL3085495	pKi=8.23
CN(C)C1(CNCCC2=CCSCC2)COc3ccccc3OC1	CHEMBL233202	pKi=8.24
Oc1cccc(CN2CCC(CC2)NC(=O)[C@@](O)([C@@H]3CCC(F)(F)C3)c4ccccc4)c1	CHEMBL145913	pKi=8.27
CN1CCC[C@H]1[C@H]2CSC(O2)(c3ccccc3)c4ccccc4	CHEMBL373515	pKi=8.28
CCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3	CHEMBL1683915	pKi=8.29
NC1CCN(CC1)C(=O)[C@@](O)([C@@H]2CCC(F)(F)C2)c3ccccc3	CHEMBL68584	pKi=8.29
[I-].C[N+]1(C)CCC(CC1)OC(=O)C(c2ccccc2)c3ccccc3	CHEMBL76897	pIC50=8.29
CC(C)c1nc(cs1)C(=O)N2CCOC3(CCN(Cc4cccc(Cl)c4)CC3)C2	CHEMBL1289983	pIC50=8.3
CC(N1CCCC1)(C(=O)O[C@H]2CN3CCC2CC3)c4ccccc4	CHEMBL1924039	pIC50=8.3
CCCC[N+]12CCC(CC1)[C@H](C2)OC(=O)[C@@](C)(N3CCCCC3)c4ccccc4	CHEMBL1924044	pIC50=8.3
CN1CCC(CC1)OC(=O)C(C)(N2CCCC2)c3ccccc3	CHEMBL1924038	pIC50=8.3
CN1CCC=C(C1)c2nsnc2OCCOCCOCCOCCOc3nsnc3C4=CCCN(C)C4	CHEMBL335542	pKi=8.3
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCCCCCCCCCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccc(O)c(F)c4	CHEMBL3219040	pKi=8.3
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCOc4ccncc4)CCC2CC3)c5ccccc5	CHEMBL1921934	pIC50=8.3
[Br-].C[N+]1(C)[C@@H]2C[C@@H](C[C@H]1[C@@H]3O[C@H]23)OC(=O)C(O)c4cccs4	CHEMBL3091669	pKi=8.3
[I-].C[N+]1(C)CCC[C@@H]1[C@@H]2CSC(O2)(c3ccccc3)c4ccccc4	CHEMBL375851	pKi=8.3
CN(C)C1(CNCC2CCCCC2)COc3ccccc3OC1	CHEMBL234257	pKi=8.31
[I-].C[N+]1(C)CCC[C@@H]1[C@@H]2CS[C@@](O2)(C3CCCCC3)c4ccccc4	CHEMBL220393	pKi=8.31
CCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3	CHEMBL1683914	pKi=8.32
Cc1ccc(NC(=O)OC2CCN(CCCCCCCCCNC[C@H](O)c3ccc(O)c(NS(=O)(=O)C)c3)CC2)c(c1)c4ccc(O)c(Cl)c4	CHEMBL3219043	pKi=8.32
Fc1ccc(cc1)C2(CN(C3CCN(Cc4cccc(F)c4)CC3)C(=O)N2)c5ccc(F)cc5	CHEMBL221401	pKi=8.32
CC(C)N(CC[C@H](c1ccccc1)c2cc(CCCCOc3ccc(CCNC[C@H](O)c4ccc(O)c(O)c4)cc3)ccc2O)C(C)C	CHEMBL1773265	pKi=8.33
CN1CCC=C(C1)c2nsnc2OCCCCCC3CCN(CCCN4C(=O)CCc5ccccc45)CC3	CHEMBL3354067	pKi=8.33
C[N+]1(CCCCCCCCCNC[C@H](O)c2ccc(O)c3NC(=O)C=Cc23)[C@@H]4C[C@@H](C[C@@H]1[C@H]5O[C@@H]45)OC(=O)C(O)(c6cccs6)c7cccs7	CHEMBL1683942	pKi=8.34
Cc1cccc(CN2CCC(CC2)N3CC(NC3=O)(C4CCCCC4)c5ccccc5)c1	CHEMBL222403	pKi=8.34
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCCCCCCCCCCCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccc(O)c(Cl)c4	CHEMBL3219050	pKi=8.36
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCCCCCCCCCN2CCC(CC2)OC(=O)Nc3cc(F)ccc3c4ccc(O)c(Cl)c4	CHEMBL3219047	pKi=8.36
CCCCN(C(=O)O[C@H]1CN2CCC1CC2)c3ccccc3	CHEMBL1779036	pIC50=8.37
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCCCCCCCCCN2C[C@H]3C[C@@]3(COC(=O)Nc4ccccc4c5ccc(O)c(Cl)c5)C2	CHEMBL3219052	pKi=8.37
Fc1cccc(CN2CCC(CC2)N3CC(NC3=O)(c4ccccc4)c5ccccc5)c1	CHEMBL373994	pKi=8.37
[Br-].CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)c2ccccc2	CHEMBL2106570	pKi=8.37
CC(=CCCN1CCC(CC1)NC(=O)[C@@](O)(C2CCCC2)c3ccccc3)C	CHEMBL59836	pKi=8.38
CN(C)C1(CNCCC2CCOCC2)COc3ccc(F)cc3OC1	CHEMBL392186	pKi=8.38
O[C@@H]1C[C@H](N(C1)C(=O)CC(c2ccccc2)(c3ccccc3)c4ccccc4)C(=O)N5CCC[C@@H]5C(=O)NCC6CCNCC6	CHEMBL214642	pKi=8.38
O=C1NC(CN1C2CC3CCC(C2)N3Cc4ccccc4)(c5ccccc5)c6ccccc6	CHEMBL221400	pKi=8.39
CC(C)c1nc(cs1)C(=O)N2CCOC3(CCN(Cc4ccccc4)CC3)C2	CHEMBL1289866	pIC50=8.4
CCN(CC)CCCOC(=O)C(C)(C1CCCCC1)c2ccccc2	CHEMBL284137	pKi=8.4
COC1(CN2CCC1CC2)C#CC(O)(C3CCCC3)c4ccccn4	CHEMBL370862	pKi=8.4
CO[C@@]1(CN2CCC1CC2)C#C[C@](O)(C3CCCCC3)c4ccccc4	CHEMBL371734	pKi=8.4
COc1ccc(cc1)N(C2CCN(Cc3ccccc3)CC2)C(=O)c4ccccc4	CHEMBL82859	pKi=8.4
Clc1ccc(cc1)N(C2CCN(Cc3ccccc3)CC2)C(=O)c4cccs4	CHEMBL85391	pKi=8.4
CC(C)(CCC(C(=O)N)(c1ccccc1)c2ccccc2)N3CCC(CC3)Oc4ccccc4	CHEMBL1910849	pKi=8.41
O[C@@]([C@@H]1CCC(F)(F)C1)(C(=O)NC2CCN(Cc3ccccc3)CC2)c4ccccc4	CHEMBL147653	pKi=8.42
CCOC(=O)N1CCC(CC1)N2CCC(CC2)C(=C)c3ccc(cc3)S(=O)(=O)c4ccc(OC)cc4	CHEMBL308566	pKi=8.43
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCCCCCCCCCN2CCC(CC2)OC(=O)Nc3ccccc3c4cccc(O)c4	CHEMBL3219033	pKi=8.43
NCCC1CCN(CC1)C(=O)[C@@](O)([C@@H]2CCC(F)(F)C2)c3ccccc3	CHEMBL410890	pKi=8.43
O[C@@H](CNCCCCCCCCCN1CCC(Cn2cnc(n2)C(O)(c3ccccc3)c4ccccc4)CC1)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3629356	pKi=8.43
O[C@@H](CNCCCCCCCCCN1CCC(Cn2cnc(n2)[C@@](O)(C3CCCCC3)c4ccccc4)CC1)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3629359	pKi=8.43
O[C@@H]1C[C@H](N(C1)C(=O)CC(c2ccccc2)(c3ccccc3)c4ccccc4)C(=O)N5CCC[C@@H]5C(=O)NC[C@@H]6CCCNC6	CHEMBL378885	pKi=8.43
O=C(O[C@H]1CN2CCC1CC2)N(CCc3ccccc3)c4ccccc4	CHEMBL1779032	pIC50=8.44
OC(C1CCCC1)(C(=O)NC2CCN(Cc3ccsc3)CC2)c4ccccc4	CHEMBL358193	pKi=8.44
[I-].C[N+](C)(C)CC1COCC(O1)(c2ccccc2)c3ccccc3	CHEMBL2042404	pKi=8.44
COc1cccc(CN2CCC(CC2)NC(=O)[C@@](O)([C@@H]3CCC(F)(F)C3)c4ccccc4)c1	CHEMBL149484	pKi=8.46
Cc1cc(CN2CCC(CC2)NC(=O)C(O)(C3CCCC3)c4ccccc4)cs1	CHEMBL356305	pKi=8.46
COc1ccc(cc1)S(=O)(=O)c2ccc(cc2)C(=C)C3CCN(CC3)C4CCNCC4	CHEMBL420008	pKi=8.47
CC1(CCN)CCN(CC1)C(=O)[C@@](O)([C@@H]2CCC(F)(F)C2)c3ccccc3	CHEMBL302809	pKi=8.48
CN(C)C1(CNCCC2CCCC2)COc3ccccc3OC1	CHEMBL394254	pKi=8.48
O=C(CCCNC(=O)CNC(=O)CC(c1ccccc1)(c2ccccc2)c3ccccc3)NCC4CCCN(CC5CCCCC5)C4	CHEMBL177040	pKi=8.48
CC(N1CCCC1)(C(=O)OC2CC[N+](C)(C)CC2)c3ccccc3	CHEMBL1924028	pIC50=8.5
COc1cccc(C[N+]23CCC(CC2)[C@H](C3)OC(=O)C4(CCCCCC4)C5=CC=CC5)c1	CHEMBL3088079	pIC50=8.5
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCCc4cncnc4)CCC2CC3)c5ccccc5	CHEMBL1921923	pIC50=8.5
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCOc4ccc(F)cc4)CCC2CC3)c5ccccc5	CHEMBL1921930	pIC50=8.5
C[C@@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCc4cccnc4)CCC2CC3)c5ccccc5	CHEMBL1921802	pIC50=8.5
C[C@](N1CCCCC1)(C(=O)O[C@H]2C[N+]3(CCCOc4ccccc4)CCC2CC3)c5ccccc5	CHEMBL1924041	pIC50=8.5
Cc1c(NC2CC2)nc(nc1N3CCCCCC3)C4CC4	CHEMBL205654	pKi=8.5
Cc1cc(C(=O)NCCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccccc4)c(C)cc1CNC[C@H](O)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL3426701	pKi=8.5
Clc1cccc(CN2CCC(CC2)N3CC(NC3=O)(c4ccccc4)c5ccccc5)c1	CHEMBL223016	pKi=8.5
O=C(C[N+]12CCC(CC1)[C@H](C2)OC(=O)C3(CCCCCC3)C4=CC=CC4)NCCNC(=O)c5cnccn5	CHEMBL3087950	pIC50=8.5
O=C(O[C@H]1C[N+]2(CCc3ccc(cc3)C#N)CCC1CC2)C4(CCCCCC4)C5=CC=CC5	CHEMBL3088083	pIC50=8.5
O[C@@]([C@@H]1CCC(F)(F)C1)(C(=O)NC2CCN(Cc3ccsc3)CC2)c4ccccc4	CHEMBL356505	pKi=8.5
[Br-].C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](CC(O)(c3ccccc3)c4ccccc4)C2	CHEMBL3084658	pKi=8.5
CCN(CC)CCSC(=O)C(O)(c1ccccc1)c2ccccc2	CHEMBL2377387	pKi=8.51
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCCc2ccc(OCCCN3CCC(CC3)OC(=O)Nc4ccccc4c5ccc(O)c(Cl)c5)cc2	CHEMBL3219056	pKi=8.51
O[C@@]([C@@H]1CCC(F)(F)C1)(C(=O)NC2CCN(Cc3cccc(F)c3)CC2)c4ccccc4	CHEMBL147611	pKi=8.51
C[N+]1(CC(=O)c2cccc(F)c2)CC[C@H](C1)N3CC(NC3=O)(c4ccc(F)cc4)c5ccc(F)cc5	CHEMBL222449	pKi=8.52
CN(C)C1(CNCCC2CCC(O)CC2)COc3ccccc3OC1	CHEMBL391977	pKi=8.54
CN1CCC=C(C1)c2nsnc2OCCCCCCCCCOc3nsnc3C4=CCCN(C)C4	CHEMBL143469	pKi=8.54
C[N+]1(C)C2CCC1[C@H](C2)OC(=O)[C@@](O)(C3CCCC3)c4ccccc4	CHEMBL3670828	pIC50=8.54
NCC1CCN(C1)C(=O)[C@@](O)([C@@H]2CCC(F)(F)C2)c3ccccc3	CHEMBL305531	pKi=8.54
Fc1ccc(cc1)C2(CN(C3CCN(Cc4ccccc4)CC3)C(=O)N2)c5ccc(F)cc5	CHEMBL222424	pKi=8.55
Nc1cccc(CN2CCC(CC2)NC(=O)[C@@](O)([C@@H]3CCC(F)(F)C3)c4ccccc4)n1	CHEMBL69678	pKi=8.55
O[C@@H]1C[C@H](N(C1)C(=O)CC(c2ccccc2)(c3ccccc3)c4ccccc4)C(=O)N5CCC[C@@H]5C(=O)NCCC6CCNCC6	CHEMBL211976	pKi=8.55
Fc1cccc(CN2CCC(CC2)N3CC(NC3=O)(c4cccs4)c5cccs5)c1	CHEMBL376781	pKi=8.56
CN(C)C1(CNCCC2CCCCCC2)COc3ccccc3OC1	CHEMBL234439	pKi=8.57
O=C1NC(CN1C2CCN(Cc3ccccc3)CC2)(c4cccs4)c5cccs5	CHEMBL222860	pKi=8.57
C[N+]1(CC(=O)c2ccccn2)CC[C@H](C1)N3CC(NC3=O)(c4ccc(F)cc4)c5ccc(F)cc5	CHEMBL222054	pKi=8.58
NCCCCCCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3	CHEMBL1683930	pKi=8.59
O=C1NC(CN1C2CCN(Cc3ccccc3)CC2)(C4CCCCC4)c5ccccc5	CHEMBL223267	pKi=8.59
[Br-].C[N+]1(C)CCCC(C1)OC(=O)C(O)(c2ccccc2)c3ccccc3	CHEMBL1724	pKi=8.59
CC(N1CCCCC1)(C(=O)OC2CC[N+](C)(C)CC2)c3ccc(Cl)cc3	CHEMBL1924037	pIC50=8.6
CCCCCC(O)(C#CC1(CN2CCC1CC2)OC)c3ccccc3	CHEMBL199821	pKi=8.6
CN(C)C1(CNCCC2CCCCC2)COc3ccccc3OC1	CHEMBL234438	pKi=8.6
CN1[C@@H]2CC[C@H]1C[C@@H](CC(CO)(c3ccccc3)c4ccccc4)C2	CHEMBL3084679	pKi=8.6
COC1(CN2CCC1CC2)C#CC(C#N)(c3ccccc3)c4ccccc4	CHEMBL258959	pKi=8.6
CO[C@@]1(CN2CCC1CC2)C#C[C@](O)(C3CCCCCCC3)c4ccccc4	CHEMBL260228	pKi=8.6
C[N+]12CCC(CC1)[C@H](C2)OC(=O)C3(CCCCCC3)C4=CC=CC4	CHEMBL3088076	pIC50=8.6
Cc1cc(CCC[N+]23CCC(CC2)[C@H](C3)OC(=O)[C@@](C)(N4CCCCC4)c5ccccc5)cc(C)n1	CHEMBL1921920	pIC50=8.6
FC(F)(F)c1ccc(NC(=O)C[N+]23CCC(CC2)[C@H](C3)OC(=O)C4(CCCCCC4)C5=CC=CC5)nn1	CHEMBL3087945	pIC50=8.6
FC(F)(F)c1cccc(NC(=O)C[N+]23CCC(CC2)[C@H](C3)OC(=O)C4(CCCCCC4)C5=CC=CC5)n1	CHEMBL3087374	pIC50=8.6
NCCCCCCCCCCCN1CCC(CC1)OC(=O)Nc2ccccc2c3ccccc3	CHEMBL1683929	pKi=8.6
O=C(C[N+]12CCC(CC1)[C@H](C2)OC(=O)C3(CCCCCC3)C4=CC=CC4)Nc5ccncc5	CHEMBL3087365	pIC50=8.6
OC(C1CCCC1)(C(=O)NC2CCN(Cc3ccccc3)CC2)c4ccccc4	CHEMBL146464	pKi=8.6
Oc1ccc(cc1)N(C2CCN(Cc3ccccc3)CC2)C(=O)c4ccccc4	CHEMBL83982	pKi=8.6
Oc1cccc(F)c1n2nc(OC3CCNCC3)c4CCCCc24	CHEMBL1836646	pKi=8.6
[Br-].C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](CC(CO)(c3ccccc3)c4ccccc4)C2	CHEMBL3084643	pKi=8.6
CN1CCC[C@@H]1[C@@H]2CSC(O2)(c3ccccc3)c4ccccc4	CHEMBL375073	pKi=8.61
CC(C)NC(=O)[C@H]1CCCN1C(=O)[C@@H]2C[C@@H](O)CN2C(=O)CC(c3ccc(F)cc3)(c4ccc(F)cc4)c5ccc(F)cc5	CHEMBL212141	pKi=8.62
Fc1cccc(CN(C(=O)O[C@H]2CN3CCC2CC3)c4cccc(F)c4)c1	CHEMBL1779044	pIC50=8.62
Cc1cccc(CN2CCC(CC2)N3CC(NC3=O)(c4ccccc4)c5ccccc5)c1	CHEMBL222388	pKi=8.63
Cc1cccc(CN2CCC(CC2)NC(=O)C(O)(C3CCCC3)c4ccccc4)c1	CHEMBL358726	pKi=8.64
CN(C)CC1COCC(O1)(c2ccccc2)c3ccccc3.OC(=O)C(=O)O	CHEMBL2042552	pKi=8.66
CN1CCC[C@@H]1[C@@H]2CS[C@@](O2)(C3CCCCC3)c4ccccc4	CHEMBL376870	pKi=8.66
CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCCCCCCCCCN2CCC(CC2)OC(=O)Nc3ccccc3c4ccc(O)cc4	CHEMBL3219032	pKi=8.66
O=C(CNC(=O)[C@@H]1CCCN1C(=O)CC(c2ccccc2)(c3ccccc3)c4ccccc4)NC[C@H]5CCCN(CC6CCCCC6)C5	CHEMBL2112961	pKi=8.66
OC(C(=O)N[C@H]1CN2CCC1CC2)(c3cccs3)c4cccs4	CHEMBL3401641	pIC50=8.66
O[C@@H](CNCCCCCCCCCN1CCC(CC1)Oc2nn(c3CCCCc23)c4c(O)cccc4F)c5ccc(O)c6NC(=O)C=Cc56	CHEMBL1836647	pKi=8.66
CN(C)C1(CNCCC2CCC(CO)CC2)COc3ccccc3OC1	CHEMBL234258	pKi=8.68
O=C(CCCNC(=O)CC(c1ccccc1)(c2ccccc2)c3ccccc3)NCCC(=O)NCC4CCCN(CC5CCCCC5)C4	CHEMBL369062	pKi=8.68
[Br-].C[N+]1(C)CCC[C@H](C1)OC(=O)C(O)(c2ccccc2)c3ccccc3	CHEMBL3289390	pKi=8.68
Brc1ccc(cc1)N(C2CCN(Cc3ccccc3)CC2)C(=O)c4cccs4	CHEMBL82512	pKi=8.7
CN1[C@@H]2CC[C@H]1C[C@@H](CC(O)(c3ccccc3)c4ccccc4)C2	CHEMBL3084662	pKi=8.7
