O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1	phenytoin
CCOC(=O)C1=CC=C(N)C=C1	benzocaine
CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C	ropivacaine
CN(C)CCOC(C1=CC=CC=C1)C1=C(C)C=CC=C1	orphenadrine	pIC50=4.7645	pIC50=4.7645	pIC50=4.7645
[H]C1(CCCCN1C)C(=O)NC1=C(C)C=CC=C1C	mepivacaine
NC1=NN=C(C(N)=N1)C1=C(Cl)C(Cl)=CC=C1	lamotrigine
CC(N)COC1=C(C)C=CC=C1C	mexiletine	pKi=4.89	pKi=4.89	pKi=4.89
CCN1C(=O)NC(C1=O)C1=CC=CC=C1	ethotoin
NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1	phenazopyridine
CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1	mephenytoin
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C	lidocaine	pIC50=4.54	pIC50=4.54	pIC50=4.54
NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2	carbamazepine	pIC50=4.66	pIC50=4.66	pIC50=4.66
NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1	rufinamide
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C	tetracaine	pKi=6.3	pKi=6.3	pKi=6.3	pIC50=5.12
CC(=O)O[C@H]1CC2=C(C=CC=C2)N(C(N)=O)C2=CC=CC=C12	eslicarbazepine acetate
COC[C@@H](NC(=O)C)C(=O)NCc1ccccc1	lacosamide	pIC50=6.74	pIC50=6.74	pIC50=6.74	pIC50=6.74
CCN(CC)CCNC(=O)C1=CC=C(N)C=C1	procainamide
CC(N)C(=O)NC1=C(C)C=CC=C1C	tocainide
CNS(=O)(=O)NC(=O)c1cc(Cl)c(COc2ccc3CCC(C)(C)Oc3c2)cc1F	CHEMBL3657857	pIC50=6.75
COc1cc(ccc1F)c2ccc(c(OC)c2)c3nccc4cc(ccc34)S(=O)(=O)Nc5ccncn5	CHEMBL3687720	pIC50=6.75
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4)c5cc(C)cc(C)c5	CHEMBL3687707	pIC50=6.75
COc1ccc(Cl)cc1C2=NNC(=O)c3cc(ccc23)S(=O)(=O)Nc4ncc(F)s4	CHEMBL3687734	pIC50=6.75
COc1ccc(cc1)c2onc(c2)[C@@H]3CCC[C@H]3C(=O)NC4(CCC4)c5ccccc5	CHEMBL585324	pIC50=6.75
COc1ccc2OCC3(C(=O)N(Cc4ccccn4)c5ccccc35)c2n1	CHEMBL2296324	pIC50=6.75
CS(=O)(=O)NC(=O)c1cc(C2CC2)c(O[C@@H]3C4CC5CC3C[C@@](F)(C5)C4)cc1F	CHEMBL3662118	pIC50=6.75
C[C@H](Nc1cc(nc(n1)c2ccc(Oc3ccc(Cl)cc3F)cc2)C(=O)N)C(=O)N	CHEMBL3341992	pIC50=6.75
Cc1cccc2C(=O)N(CCc3ccccn3)C(C(=O)NCc4ccc(OC(F)(F)F)cc4)c12	CHEMBL2164369	pIC50=6.75
Cc1cnncc1c2cc(Cl)ccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncns4	CHEMBL2323301	pIC50=6.75
Cc1onc(c1CC(=O)NCc2ccc(OCC(F)(F)F)nc2)c3c(Cl)cccc3Cl	CHEMBL1797410	pIC50=6.75
Clc1ccccc1c2onc(c2)[C@@H]3CCC[C@H]3C(=O)NC4(CCC4)c5ccccc5	CHEMBL583010	pIC50=6.75
Cn1nc(cc1c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)cc2)C(F)(F)F	CHEMBL2323300	pIC50=6.75
FC(F)(F)c1ccc(Oc2ccc(cc2)c3cccc(CNCCN4CCNC4=O)n3)nc1	CHEMBL3688044	pIC50=6.75
FC(F)(F)c1ccc(c(c1)C2=CCNC2)c3cccc4cc(ccc34)S(=O)(=O)Nc5ccncn5	CHEMBL3682712	pIC50=6.75
FC1CC(C1)(NC(=O)[C@@H]2CCC[C@H]2c3cc(on3)c4ccccc4)c5ccccc5	CHEMBL565636	pIC50=6.75
Fc1cc(OC2CCC(Cl)(Cl)CC2)c(Cl)cc1C(=O)NS(=O)(=O)C3CC3	CHEMBL3662106	pIC50=6.75
Fc1cc(OCC2(C#N)C3CC4CC(CC2C4)C3)c(Cl)cc1C(=O)NS(=O)(=O)N5CCC5	CHEMBL3658004	pIC50=6.75
Fc1ccc(Oc2cc(F)c(cc2F)S(=O)(=O)Nc3ncc(Cl)s3)c(c1)c4cn[nH]c4	CHEMBL2323303	pIC50=6.75
NC(=O)c1cc(CN2CCNCC2)cc(n1)c3ccc(Oc4ccc(F)cc4)cc3	CHEMBL3688027	pIC50=6.75
CC(C)N1C(=O)[C@@H](CCc2ccccc12)NC(=O)[C@@H](Cc3ccccc3OC(F)(F)F)NC(=O)c4ccc(cc4)C(F)(F)F	CHEMBL401336	pIC50=6.76
O=S(=O)(Nc1ncns1)c2ccc3c(cccc3c2)N4CCCC4c5cccnc5	CHEMBL3682681	pIC50=6.76
CC(C)(C)OC(=O)N[C@H](Cc1c(F)cccc1F)C(=O)NCc2nc3cccnc3n2C4(CC4)c5ccccc5	CHEMBL400642	pIC50=6.77
CC(C)(C)n1nccc1c2cc(F)ccc2Oc3ccc(cc3Cl)S(=O)(=O)Nc4ncns4	CHEMBL2323296	pIC50=6.77
CC(C)N1C(=O)[C@@H](CCc2cc(Cl)ccc12)NC(=O)[C@@H](Cc3ccccc3OC(F)(F)F)NC(=O)c4ccc(F)cc4C(F)(F)F	CHEMBL249150	pIC50=6.77
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%10ccccc%10)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%11CCCN%11C1=O)C(C)C	CHEMBL3800601	pIC50=6.77
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%10ccccc%10)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%11CCCN%11C1=O)C(C)C	CHEMBL3799293	pIC50=6.77
CN(C(=O)NCc1ccc(OC2CCOCC2)nc1)c3c(C)onc3c4c(Cl)cccc4Cl	CHEMBL1797402	pIC50=6.77
CN(C)c1n[nH]cc1c2cc(Cl)ccc2Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4cscn4	CHEMBL2323109	pIC50=6.77
CNS(=O)(=O)NC(=O)c1cc(Cl)c(COc2ccc3OC(C)(C)CCc3c2)cc1F	CHEMBL3657856	pIC50=6.77
COc1cc(ccc1C#N)c2ccccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncns4	CHEMBL2323295	pIC50=6.77
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4)c5ccc(C)c(C)c5	CHEMBL3687706	pIC50=6.77
CSCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CSSC[C@@H]3NC(=O)[C@@H]4CSSC[C@H](NC(=O)[C@H](Cc5c[nH]c6ccccc56)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc7cnc[nH]7)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N8CCC[C@H]8C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N4)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]9CCCN9C(=O)[C@H](CCCNC(=N)N)NC3=O)C(C)C)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc%10ccc(O)cc%10)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%11ccccc%11)C(=O)N)NC(=O)[C@@H](N)CC(=O)O	CHEMBL3800256	pIC50=6.77
Clc1ccc(Oc2ccc(cc2Cl)S(=O)(=O)Nc3ccncn3)c(c1)C4CCNCC4	CHEMBL2323298	pIC50=6.77
Clc1ccc(Oc2ccc(cc2Cl)S(=O)(=O)Nc3cscn3)c(c1)c4ccn[nH]4	CHEMBL2323110	pIC50=6.77
Cn1nc(cc1c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncc(F)s4)c(F)c2)C(F)(F)F	CHEMBL2323297	pIC50=6.77
Fc1cc(OCC2(CCCCC2)C#N)c(cc1C(=O)NS(=O)(=O)N3CCC3)C4CC4	CHEMBL3662160	pIC50=6.77
Fc1cc(c(F)cc1OC[C@@H]2CNCC[C@H]2c3ccc(Cl)cc3)S(=O)(=O)Nc4cccnn4	CHEMBL3325547	pIC50=6.77
Fc1ccc(c(Cl)c1)c2cccc3cc(ccc23)S(=O)(=O)Nc4ncns4	CHEMBL3677853	pIC50=6.77
NC(=O)c1cc(cc(n1)[C@H](O)CO)c2ccc(Oc3ccc(F)cc3)cc2	CHEMBL3688069	pIC50=6.77
NC(=O)c1cc(cc(n1)c2ccc(Oc3cc(Cl)ccc3F)cc2)[C@@H](O)CO	CHEMBL3688094	pIC50=6.77
NC(=O)c1cc(ccc1c2cccc3cc(ccc23)S(=O)(=O)Nc4ncns4)C(F)(F)F	CHEMBL3682643	pIC50=6.77
O=C1NCCN1CCNCc2cccc(n2)c3ccc(Oc4ccc(cc4)C#N)cc3	CHEMBL3688043	pIC50=6.77
OCCn1nccc1c2cc(Cl)ccc2Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4nncs4	CHEMBL2323299	pIC50=6.77
CC1(C)CCC(CC1)Oc2cc(F)c(cc2Cl)C(=O)NS(=O)(=O)C	CHEMBL3657911	pIC50=6.78
CN(C)S(=O)(=O)NC(=O)c1cc(Cl)c(OCCC23CC4CC(CC(C4)C2)C3)cc1F	CHEMBL3657928	pIC50=6.78
CS(=O)(=O)NC(=O)c1cc(Cl)c(O[C@@H]2C[C@@H]3CC[C@H]2C3)cc1F	CHEMBL3657904	pIC50=6.78
CC(C)(C)OC(=O)N1CC[C@H]([C@H](COc2cc(F)c(cc2F)S(=O)(=O)Nc3ncns3)C1)c4ccc(Cl)cc4	CHEMBL3325535	pIC50=6.79
CN(C)S(=O)(=O)NC(=O)c1cc(Cl)c(OC[C@@H]2CC[C@H]3C[C@@H]2C3(C)C)cc1F	CHEMBL3657886	pIC50=6.79
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4)c5ccc(F)cc5	CHEMBL3687623	pIC50=6.79
Cc1cc(nn1c2ccc(F)c(c2)c3ccccc3OC(F)(F)F)C(=O)N	CHEMBL1224431	pIC50=6.79
Cc1cc(nn1c2cccc(c2)c3ccccc3C(F)(F)F)C(=O)N	CHEMBL1224346	pIC50=6.79
Cc1onc(c1NC(=O)NCc2c(F)cccc2Cl)c3c(Cl)cccc3Cl	CHEMBL1797400	pIC50=6.79
CC(C)(C)OC(=O)N[C@H](Cc1cccc(F)c1C(F)(F)F)C(=O)NCc2nc3cccnc3n2C4(CC4)c5ccccc5	CHEMBL252240	pIC50=6.8
CC(C)(C)OC(=O)N[C@H](Cc1ccccc1F)C(=O)NCc2nc3cccnc3n2C4(CC4)c5ccccc5	CHEMBL252437	pIC50=6.8
CCc1cc(c(F)cc1Oc2ccc(F)cc2c3ccnn3C)S(=O)(=O)Nc4cscn4	CHEMBL2323350	pIC50=6.8
CN(C)S(=O)(=O)NC(=O)c1cc(Cl)c(OCC23CC4CC(CC(Cl)(C4)C2)C3)cc1F	CHEMBL3657870	pIC50=6.8
CN1CCN(CC1)c2cccc3OC[C@H](Cc23)NC(=O)c4nn(nc4C)c5ccc(C)cc5C	CHEMBL2069404	pIC50=6.8
COc1ccc2c(NC3(CCN(CC3)C(=O)c4cc(C)cc(C)c4)c5cccn25)c1	CHEMBL3322779	pIC50=6.8
COc1cccc2C(=O)N(CCc3ccccn3)C(C(=O)NCc4ccc(OC(F)(F)F)cc4)c12	CHEMBL2164037	pIC50=6.8
CS(=O)(=O)NC(=O)c1cc(Cl)c(OC[C@@H]2CC[C@H](CC2)C(F)(F)F)cc1F	CHEMBL3657896	pIC50=6.8
CSCC[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CSSC[C@@H]3NC(=O)[C@@H]4CSSC[C@H](NC(=O)[C@H](Cc5c[nH]c6ccccc56)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc7c[nH]cn7)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC1=O)C(=O)N[C@@H](Cc8cccc9ccccc89)C(=O)N%10CCC[C@H]%10C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N4)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]%11CCCN%11C(=O)[C@H](CCCNC(=N)N)NC3=O)C(C)C)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc%12ccc(O)cc%12)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%13ccccc%13)C(=O)N)NC(=O)[C@@H](N)CC(=O)O	CHEMBL3798261	pIC50=6.8
Clc1ccc(Oc2ccc(cc2C#N)S(=O)(=O)Nc3ncc(Cl)s3)c(c1)C4CNC4	CHEMBL2323349	pIC50=6.8
Cn1nc(cc1c2ccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncc(F)s4)cc2F)C(F)(F)F	CHEMBL2323637	pIC50=6.8
Cn1nccc1c2cc(F)c(F)cc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4	CHEMBL2323347	pIC50=6.8
Cn1nccc1c2cc(ccc2Oc3ccc(cc3F)S(=O)(=O)Nc4nccs4)C#N	CHEMBL2323638	pIC50=6.8
Fc1cc(c(F)cc1Oc2ccc(Cl)cc2c3ccn[nH]3)S(=O)(=O)Nc4nncs4	CHEMBL2323346	pIC50=6.8
Fc1ccc(CCN2C(C(=O)NCc3ccc(OC(F)(F)F)cc3)c4ccccc4C2=O)nc1	CHEMBL2164047	pIC50=6.8
Fc1ccc(cc1)c2ccccc2Oc3ccc(cc3C#N)S(=O)(=O)Nc4ncns4	CHEMBL2323639	pIC50=6.8
NC(=O)c1cc(CNCCN2CCNC2=O)cc(n1)c3ccc(Oc4ccc(F)cc4)cc3	CHEMBL3688036	pIC50=6.8
NC(=O)c1cc(cc(n1)N(CCc2nn[nH]n2)c3ccccc3)c4ccc(Oc5ccc(F)cc5)cc4	CHEMBL3688120	pIC50=6.8
NC(=O)c1cc(cc(n1)[C@H](O)CO)c2ccc(Oc3cccc(OC(F)(F)F)c3)cc2	CHEMBL3688126	pIC50=6.8
OCCn1nc(cc1c2cccc(Oc3ccc(cc3C#N)S(=O)(=O)Nc4nccs4)c2)C(F)(F)F	CHEMBL2323348	pIC50=6.8
OC[C@H](O)c1cccc(n1)c2ccc(Oc3ccc(cc3)C(F)(F)F)cc2	CHEMBL3687987	pIC50=6.8
OCc1ccc(cn1)c2cccc3OC[C@H](Cc23)NC(=O)c4ccc(OCC(F)(F)F)nc4	CHEMBL2069411	pIC50=6.8
OCc1ccc(cn1)c2cccc3OC[C@H](Cc23)NC(=O)c4ccc(OCCOCC(F)(F)F)nc4	CHEMBL2069413	pIC50=6.8
O[C@H]1CCN(C1)S(=O)(=O)NC(=O)c2cc(C3CC3)c(OCC4CCCCC4)cc2F	CHEMBL3657987	pIC50=6.8
COc1cc(Cl)c(cc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ncns4)C#N	CHEMBL3687609	pIC50=6.81
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4)c5cccc(F)c5	CHEMBL3682789	pIC50=6.81
COc1ccccc1c2ccnc3cc(ccc23)S(=O)(=O)Nc4ncns4	CHEMBL3687595	pIC50=6.81
NC(=O)c1cc(C(=O)N)n(n1)c2cccc(c2)c3ccccc3C(F)(F)F	CHEMBL1631093	pIC50=6.81
CC(C)(C)OC(=O)N[C@H](Cc1c(F)cccc1C(F)(F)F)C(=O)NCc2nc3cccnc3n2C4(CC4)c5ccccc5	CHEMBL400846	pIC50=6.82
CC(C)(C)OC(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H]2CCc3ccccc3N(CC(F)(F)F)C2=O	CHEMBL393472	pIC50=6.82
CC(C)COc1ncc(cc1Cl)N2C(=O)C3(CC3)c4cc5c(NS(=O)(=O)C)noc5cc24	CHEMBL3634603	pIC50=6.82
CC(Cc1ccccn1)N2C(C(=O)NCc3ccc(OC(F)(F)F)cc3)c4ccccc4C2=O	CHEMBL2164360	pIC50=6.82
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%10ccccc%10)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%11CCCN%11C1=O)C(C)C	CHEMBL3799702	pIC50=6.82
CN(C)c1ccc(C(=O)NC2CC23CCN(CC3)c4cc(F)cc(F)c4)c5ccccc15	CHEMBL2152697	pIC50=6.82
CN(C)c1cccc(COC(=O)Nc2c(C)onc2c3c(Cl)cccc3Cl)c1	CHEMBL1797390	pIC50=6.82
CN1C(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)OCc3ccccc3)N=C(c4ccccc4)c5ccccc15	CHEMBL394058	pIC50=6.82
COCCOc1ccc2c(OCC23C(=O)N(Cc4ccccn4)c5ccccc35)c1	CHEMBL2296309	pIC50=6.82
COc1cc(C(F)F)c(Cl)cc1c2ncnc3cc(ccc23)S(=O)(=O)Nc4nccs4	CHEMBL3687547	pIC50=6.82
COc1cc(ccc1C2=NNC(=O)c3cc(ccc23)S(=O)(=O)Nc4nccs4)C(F)(F)F	CHEMBL3692149	pIC50=6.82
COc1cc(ccc1c2nccc3cc(ccc23)S(=O)(=O)Nc4ccncn4)c5cc(F)ccc5F	CHEMBL3687687	pIC50=6.82
COc1cc(ccc1c2ncnc3cc(ccc23)S(=O)(=O)Nc4ncns4)C(F)(F)F	CHEMBL3687542	pIC50=6.82
COc1cc(ccc1c2nncc3cc(ccc23)S(=O)(=O)Nc4ncc(F)s4)C(F)(F)F	CHEMBL3682838	pIC50=6.82
CS(=O)(=O)NC(=O)c1cc(F)c(OCC23CC4CC(CC(C4)C2)C3)cc1F	CHEMBL3654180	pIC50=6.82
CS(=O)(=O)NC(=O)c1ccc(OCC2CCC3(CC2)CC3)cc1F	CHEMBL3657949	pIC50=6.82
FC(F)(F)C(=O)ON(c1nccs1)S(=O)(=O)c2ccc3c(nccc3c2)c4ccc(Cl)cc4OCC#N	CHEMBL3692152	pIC50=6.82
FC(F)(F)c1ccc(c(Br)c1)c2nccc3cc(ccc23)S(=O)(=O)Nc4nccs4	CHEMBL3682819	pIC50=6.82
Fc1cc(ccc1Oc2ccc(Cl)cc2c3ccnn3Cc4ccccc4)S(=O)(=O)Nc5nccs5	CHEMBL2323345	pIC50=6.82
NC(=O)c1cc(NCc2cccnc2)cc(n1)c3ccc(Oc4ccc(F)cc4)cc3	CHEMBL3639868	pIC50=6.82
NS(=O)(=O)c1ccccc1c2ccc(CNC(=O)CCC(=O)NCc3ccc(s3)c4cccs4)cc2	CHEMBL361097	pKi=6.82
CC(C)(C)OC(=O)N[C@H](Cc1c(F)cccc1Cl)C(=O)NCc2nc3cccnc3n2C4(CC4)c5ccccc5	CHEMBL400845	pIC50=6.83
CC(C)(C)OC(=O)N[C@H](Cc1cc(F)ccc1F)C(=O)NCc2nc3cccnc3n2C4(CC4)c5ccccc5	CHEMBL404622	pIC50=6.83
CC(C)(C)OC(=O)N[C@H](Cc1ccccc1OC(F)(F)F)C(=O)NCc2nc3cccnc3n2C4(CC4)c5ccccc5	CHEMBL253660	pIC50=6.83
CC(C)N1C(=O)[C@@H](CN(CC2CC2)c3ccccc13)NC(=O)[C@@H](Cc4ccccc4C(F)(F)F)NC(=O)OC(C)(C)C	CHEMBL252212	pIC50=6.83
Cn1cc(c2ccc(cc2c3ccnn3C)C(F)(F)F)c4ccc(cc14)S(=O)(=O)Nc5ncns5	CHEMBL2409209	pIC50=6.83
NC(=O)c1cc(C(=O)N)n(n1)c2cccc(c2)c3cccc(c3OCC(F)(F)C(F)(F)F)C(F)(F)F	CHEMBL1631104	pIC50=6.83
CC(C)(C)OC(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H]2CCc3ccccc3N(CC(F)(F)F)C2	CHEMBL392882	pIC50=6.84
CC(C)N1C(=O)[C@@H](CCc2cc(Cl)ccc12)NC(=O)[C@@H](Cc3cccc(F)c3F)NC(=O)c4ccc(F)cc4C(F)(F)F	CHEMBL249149	pIC50=6.84
COc1cc(c2cc(F)cc(F)c2)c(cc1c3nccc4cc(ccc34)S(=O)(=O)Nc5ccon5)C#N	CHEMBL3687616	pIC50=6.84
CC(C)(C)OC(=O)N[C@H](Cc1cccc(F)c1)C(=O)N[C@@H]2CN(CC3CC3)c4ccccc4N(CC(F)(F)F)C2=O	CHEMBL254914	pIC50=6.85
CC1(C)C2CCC1(CS(=O)(=O)N3CCN(CC3)C(=O)c4cccc(n4)c5ccc(Oc6ccc(F)cc6)cc5)C(=O)C2	CHEMBL3684294	pIC50=6.85
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%10ccccc%10)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%11CCCN%11C1=O)C(C)C	CHEMBL3799005	pIC50=6.85
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCN\C(=N\C)\NC)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6c[nH]c7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%10ccccc%10)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%11CCCN%11C1=O)C(C)C	CHEMBL3799378	pIC50=6.85
CN(C)c1n[nH]cc1c2cc(Cl)ccc2Oc3cc(F)c(cc3Cl)S(=O)(=O)Nc4nncs4	CHEMBL2323334	pIC50=6.85
